collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,pubyr,country,state,latdec,lngdec,paleolatdec,paleolngdec,epoch,stage,10_my_bin,FR2_bin,ma_max,ma_mid,formation,member
14557,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,774,1986,"United States",Wyoming,43.300000,-104.366667,49.72,-79.15,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14557,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,774,1986,"United States",Wyoming,43.300000,-104.366667,49.72,-79.15,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14559,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,960,1982,"United States",Montana,47.5833,-106.3,54.22,-79.32,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14560,Fossilworks,"J. Alroy",,Opisthotriton,,sp.,,,,,960,1982,"United States",Montana,47.5500,-107.25,54.37,-80.39,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14560,Fossilworks,"J. Alroy",,Scapherpeton,,sp.,,,,,960,1982,"United States",Montana,47.5500,-107.25,54.37,-80.39,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14563,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,960,1982,"United States",Montana,47.6000,-106.4333,54.26,-79.46,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14566,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,14177,1915,"United States",Wyoming,43.128947,-104.494713,49.59,-79.36,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14566,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,14177,1915,"United States",Wyoming,43.128947,-104.494713,49.59,-79.36,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14566,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,14177,1915,"United States",Wyoming,43.128947,-104.494713,49.59,-79.36,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14566,Fossilworks,"J. Alroy",,Prodesmodon,,copei,,Cuttysarkus,,mcnallyi,14177,1915,"United States",Wyoming,43.128947,-104.494713,49.59,-79.36,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14566,Fossilworks,"J. Alroy",,Prodesmodon,,copei,,,,,14177,1915,"United States",Wyoming,43.128947,-104.494713,49.59,-79.36,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14570,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,1239,1964,"United States",Wyoming,43.2500,-104.5167,49.71,-79.33,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14574,Fossilworks,"J. Alroy",,Opisthotriton,,sp.,,,,,960,1982,"United States",Montana,47.5333,-106.9167,54.29,-80.02,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14574,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,960,1982,"United States",Montana,47.5333,-106.9167,54.29,-80.02,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14577,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,1239,1964,"United States",Wyoming,43.2333,-104.5833,49.70,-79.41,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14577,Fossilworks,"J. Alroy",,Prodesmodon,,copei,,,,,1239,1964,"United States",Wyoming,43.2333,-104.5833,49.70,-79.41,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14577,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,1239,1964,"United States",Wyoming,43.2333,-104.5833,49.70,-79.41,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14579,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,1239,1964,"United States",Wyoming,43.0,-104.5,49.46,-79.41,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14580,Fossilworks,"J. Alroy",,Lisserpeton,,sp.,,,,,2255,1995,"United States",Montana,47.8,-106.1,54.38,-78.99,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14582,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,960,1982,"United States",Montana,47.667,-106.9167,54.42,-79.96,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14582,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,960,1982,"United States",Montana,47.667,-106.9167,54.42,-79.96,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14585,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,1239,1964,"United States",Wyoming,43.116331,-104.636999,49.60,-79.51,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14585,Fossilworks,"J. Alroy","n. gen.",Prodesmodon,"n. sp.",copei,,,,,1239,1964,"United States",Wyoming,43.116331,-104.636999,49.60,-79.51,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14585,Fossilworks,"J. Alroy",,Lisserpeton,,bairdi,,,,,1239,1964,"United States",Wyoming,43.116331,-104.636999,49.60,-79.51,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14585,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,1239,1964,"United States",Wyoming,43.116331,-104.636999,49.60,-79.51,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14585,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,1239,1964,"United States",Wyoming,43.116331,-104.636999,49.60,-79.51,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14585,Fossilworks,"J. Alroy","n. gen.",Prodesmodon,"n. sp.",copei,"n. gen.",Cuttysarkus,"n. sp.",mcnallyi,1239,1964,"United States",Wyoming,43.116331,-104.636999,49.60,-79.51,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14596,Fossilworks,"J. Alroy",,Prodesmodon,,copei,,Cuttysarkus,,mcnallyi,1239,1964,"United States",Wyoming,43.1500,-104.5667,49.62,-79.42,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14596,Fossilworks,"J. Alroy",,Prodesmodon,,copei,,,,,1239,1964,"United States",Wyoming,43.1500,-104.5667,49.62,-79.42,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14596,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,1239,1964,"United States",Wyoming,43.1500,-104.5667,49.62,-79.42,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14596,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,1239,1964,"United States",Wyoming,43.1500,-104.5667,49.62,-79.42,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14598,Fossilworks,"J. Alroy",,Prodesmodon,,copei,,,,,1239,1964,"United States",Wyoming,43.8000,-104.6167,50.26,-79.21,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14601,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,1239,1964,"United States",Wyoming,43.0,-104.5,49.46,-79.41,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
14610,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,1984,1996,"United States","North Dakota",46.1,-103.3,52.20,-76.75,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.8,"Hell Creek",
14610,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,1984,1996,"United States","North Dakota",46.1,-103.3,52.20,-76.75,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.8,"Hell Creek",
14610,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,1984,1996,"United States","North Dakota",46.1,-103.3,52.20,-76.75,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.8,"Hell Creek",
14613,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,960,1982,"United States",Montana,47.6000,-107.23333,54.41,-80.34,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14614,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,960,1982,"United States",Montana,47.5167,-107,54.29,-80.13,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14615,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,960,1982,"United States",Montana,47.5333,-106.8833,54.28,-79.99,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14616,Fossilworks,"J. Alroy",,Scapherpeton,,sp.,,,,,1987,1998,"United States",Montana,47.633333,-107.383333,54.47,-80.49,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14616,Fossilworks,"J. Alroy",,Habrosaurus,,sp.,,,,,1987,1998,"United States",Montana,47.633333,-107.383333,54.47,-80.49,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14621,Fossilworks,"J. Alroy",,Lisserpeton,cf.,bairdi,,,,,1921,1994,"United States","North Dakota",46.9,-101.5,52.61,-74.43,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14621,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,1921,1994,"United States","North Dakota",46.9,-101.5,52.61,-74.43,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14639,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,960,1982,"United States",Montana,47.5167,-107.5,54.39,-80.68,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14639,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,960,1982,"United States",Montana,47.5167,-107.5,54.39,-80.68,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14639,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,960,1982,"United States",Montana,47.5167,-107.5,54.39,-80.68,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
14640,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,717,1979,"United States",Colorado,40.386389,-104.491667,46.94,-80.43,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Laramie,
14640,Fossilworks,"J. Alroy",,Lisserpeton,,bairdi,,,,,717,1979,"United States",Colorado,40.386389,-104.491667,46.94,-80.43,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Laramie,
14640,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,717,1979,"United States",Colorado,40.386389,-104.491667,46.94,-80.43,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Laramie,
14653,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,960,1982,"United States",Montana,47.6,-106.2833,54.23,-79.29,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,68.6,67.45,"Hell Creek",
14654,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,960,1982,"United States",Montana,47.6,-106.2667,54.23,-79.27,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,67.3,67.2,"Hell Creek",
14654,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,960,1982,"United States",Montana,47.6,-106.2667,54.23,-79.27,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,67.3,67.2,"Hell Creek",
14655,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,1535,1989,Canada,Saskatchewan,49.3,-108.4,56.27,-80.77,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,68.1,68,Frenchman,
14655,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,1535,1989,Canada,Saskatchewan,49.3,-108.4,56.27,-80.77,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,68.1,68,Frenchman,
14655,Fossilworks,"J. Alroy",,Prodesmodon,,copei,,,,,1535,1989,Canada,Saskatchewan,49.3,-108.4,56.27,-80.77,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,68.1,68,Frenchman,
14655,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,1535,1989,Canada,Saskatchewan,49.3,-108.4,56.27,-80.77,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,68.1,68,Frenchman,
14658,Fossilworks,"J. Alroy",,Opisthotriton,cf.,kayi,,,,,2585,1983,"United States",Colorado,39.7,-104.7,45.91,-82.46,Paleocene,Danian,"Cenozoic 1",Danian,64.9,64.9,Denver,
14766,Fossilworks,"J. Alroy",,Lisserpeton,,bairdi,,,,,3489,1965,"United States",Montana,47.8,-106.1,54.00,-80.77,Paleocene,Danian,"Cenozoic 1",Danian,63.5,63.5,Tullock,"Collins Ranch"
14766,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,3489,1965,"United States",Montana,47.8,-106.1,54.00,-80.77,Paleocene,Danian,"Cenozoic 1",Danian,63.5,63.5,Tullock,"Collins Ranch"
14766,Fossilworks,"J. Alroy",,Prodesmodon,,copei,,,,,3489,1965,"United States",Montana,47.8,-106.1,54.00,-80.77,Paleocene,Danian,"Cenozoic 1",Danian,63.5,63.5,Tullock,"Collins Ranch"
14766,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,3489,1965,"United States",Montana,47.8,-106.1,54.00,-80.77,Paleocene,Danian,"Cenozoic 1",Danian,63.5,63.5,Tullock,"Collins Ranch"
14805,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,829,1986,"United States",Wyoming,43.85,-108.35,50.59,-84.93,Paleocene,Danian,"Cenozoic 1",Danian,66.043,64.6715,"Polecat Bench",
14805,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,829,1986,"United States",Wyoming,43.85,-108.35,50.59,-84.93,Paleocene,Danian,"Cenozoic 1",Danian,66.043,64.6715,"Polecat Bench",
14865,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,3649,1993,"United States","New Mexico",36.5746,-107.9747,43.16,-87.97,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,Nacimiento,
14874,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,23573,1976,"United States",Montana,46.050000,-104.483333,51.78,-80.95,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,"Fort Union",Ekalaka
14874,Fossilworks,"J. Alroy",,Lisserpeton,,bairdi,,,,,23573,1976,"United States",Montana,46.050000,-104.483333,51.78,-80.95,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,"Fort Union",Ekalaka
14874,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,23573,1976,"United States",Montana,46.050000,-104.483333,51.78,-80.95,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,"Fort Union",Ekalaka
14874,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,23573,1976,"United States",Montana,46.050000,-104.483333,51.78,-80.95,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,"Fort Union",Ekalaka
14906,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,2953,1981,"United States",Montana,45.8,-109.8,52.46,-86.88,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,"Fort Union",
14906,Fossilworks,"J. Alroy",cf.,Scapherpeton,,tectum,,,,,2953,1981,"United States",Montana,45.8,-109.8,52.46,-86.88,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,"Fort Union",
14906,Fossilworks,"J. Alroy",,Opisthotriton,"n. sp.",gidleyi,,,,,2953,1981,"United States",Montana,45.8,-109.8,52.46,-86.88,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,"Fort Union",
14906,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,2953,1981,"United States",Montana,45.8,-109.8,52.46,-86.88,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,"Fort Union",
14912,Fossilworks,"J. Alroy",,Habrosaurus,,dilatus,,,,,2953,1981,"United States",Wyoming,44.3,-109,50.87,-86.57,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,,
14912,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,2953,1981,"United States",Wyoming,44.3,-109,50.87,-86.57,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,,
14912,Fossilworks,"J. Alroy",,Lisserpeton,,bairdi,,,,,2953,1981,"United States",Wyoming,44.3,-109,50.87,-86.57,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,,
14912,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,2953,1981,"United States",Wyoming,44.3,-109,50.87,-86.57,Paleocene,Danian,"Cenozoic 1",Danian,63.300,62.5,,
14931,Fossilworks,"J. Alroy",,Piceoerpeton,,willwoodense,,,,,1929,1978,"United States","North Dakota",46.7,-101.8,51.38,-80.08,Paleocene,,"Cenozoic 1",Thanetian,58.7,58.7,Slope,
14934,Fossilworks,"J. Alroy",,Piceoerpeton,,willwoodense,,,,,1534,1988,Canada,Alberta,52.2,-113.7,58.60,-90.83,Paleocene,,"Cenozoic 1",Thanetian,58.4,58.35,Paskapoo,
14955,Fossilworks,"J. Alroy",,Piceoerpeton,,willwoodense,,,,,1731,1994,"United States",Montana,45.8,-104.4,50.93,-83.20,Paleocene,,"Cenozoic 1",Thanetian,60.4,59.45,,
14978,Fossilworks,"J. Alroy",,Necturus,"n. sp.",krausei,,,,,1536,1990,Canada,Saskatchewan,49.64,-102.748,54.39,-79.88,Paleocene,,"Cenozoic 1",Thanetian,58.0,58,Ravenscrag,
14978,Fossilworks,"J. Alroy",,Cryptobranchus,"n. sp.",saskatchewanensis,,,,,1536,1990,Canada,Saskatchewan,49.64,-102.748,54.39,-79.88,Paleocene,,"Cenozoic 1",Thanetian,58.0,58,Ravenscrag,
14978,Fossilworks,"J. Alroy",,Piceoerpeton,,willwoodense,,,,,1536,1990,Canada,Saskatchewan,49.64,-102.748,54.39,-79.88,Paleocene,,"Cenozoic 1",Thanetian,58.0,58,Ravenscrag,
14992,Fossilworks,"J. Alroy",,Opisthotriton,,sp.,,,,,1526,1984,Canada,Alberta,52.350000,-113.766667,58.76,-90.84,Paleocene,,"Cenozoic 1",Thanetian,58.5,58.5,Paskapoo,
14992,Fossilworks,"J. Alroy",,Scapherpeton,,sp.,,,,,1526,1984,Canada,Alberta,52.350000,-113.766667,58.76,-90.84,Paleocene,,"Cenozoic 1",Thanetian,58.5,58.5,Paskapoo,
15000,Fossilworks,"J. Alroy",,Scapherpeton,,sp.,,,,,1459,1991,"United States","North Dakota",47.033333,-103.65,52.01,-81.93,Paleocene,Selandian,"Cenozoic 1",Thanetian,58.9,58.85,"Bullion Creek (Tongue River)",
15000,Fossilworks,"J. Alroy",,Piceoerpeton,,willwoodense,,,,,1459,1991,"United States","North Dakota",47.033333,-103.65,52.01,-81.93,Paleocene,Selandian,"Cenozoic 1",Thanetian,58.9,58.85,"Bullion Creek (Tongue River)",
15017,Fossilworks,"J. Alroy",,Lisserpeton,,bairdi,,,,,2953,1981,"United States",Wyoming,44.72380,-108.37675,50.52,-87.90,Paleocene,,"Cenozoic 1",Thanetian,58.3,58.3,"Fort Union",
15017,Fossilworks,"J. Alroy",,Piceoerpeton,,willwoodense,,,,,2953,1981,"United States",Wyoming,44.72380,-108.37675,50.52,-87.90,Paleocene,,"Cenozoic 1",Thanetian,58.3,58.3,"Fort Union",
15028,Fossilworks,"J. Alroy",,Piceoerpeton,,willwoodense,,,,,2161,1987,"United States",Wyoming,44.3,-109,49.69,-90.34,Paleocene,Thanetian,"Cenozoic 1",Thanetian,56.800,56.3,,
15049,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,2953,1981,"United States",Wyoming,44.9075,-108.9344,50.76,-88.43,Paleocene,,"Cenozoic 1",Thanetian,57.7,57.7,"Polecat Bench",
15049,Fossilworks,"J. Alroy",,Amphiuma,"n. sp.",jepseni,,,,,2953,1981,"United States",Wyoming,44.9075,-108.9344,50.76,-88.43,Paleocene,,"Cenozoic 1",Thanetian,57.7,57.7,"Polecat Bench",
15049,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,2953,1981,"United States",Wyoming,44.9075,-108.9344,50.76,-88.43,Paleocene,,"Cenozoic 1",Thanetian,57.7,57.7,"Polecat Bench",
15065,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,2155,1977,"United States",Wyoming,44.9075,-108.914,50.78,-88.42,Paleocene,,"Cenozoic 1",Thanetian,57.7,57.7,"Polecat Bench",
15079,Fossilworks,"J. Alroy",,Opisthotriton,,sp.,,,,,2993,1967,"United States",Montana,45.2,-109,50.57,-90.06,Paleocene,Thanetian,"Cenozoic 1",Thanetian,56.800,56.3,"Polecat Bench",
15082,Fossilworks,"J. Alroy",,Piceoerpeton,,willwoodense,,,,,2161,1987,"United States",Wyoming,44.71873,-108.6175,50.23,-89.26,Paleocene,Thanetian,"Cenozoic 1",Thanetian,57.2,57.15,"Fort Union",
15082,Fossilworks,"J. Alroy",,Opisthotriton,,sp.,,Opisthotriton,,kayi,2161,1987,"United States",Wyoming,44.71873,-108.6175,50.23,-89.26,Paleocene,Thanetian,"Cenozoic 1",Thanetian,57.2,57.15,"Fort Union",
15176,Fossilworks,"J. Alroy",,Piceoerpeton,,willwoodense,,,,,2953,1981,"United States",Wyoming,44.3,-109,49.69,-90.34,Paleocene,Thanetian,"Cenozoic 1",Thanetian,56.800,56.3,,
15583,Fossilworks,"J. Alroy",,Piceoerpeton,,willwoodense,,Piceoerpeton,cf.,willwoodense,3612,1977,Canada,"Northwest Territories",78.5,-82,75.78,-30.20,Eocene,Ypresian,"Cenozoic 2",Ypresian,53.2,53.2,Margaret,
15853,Fossilworks,"J. Alroy","n. gen.",Paleoamphiuma,"n. sp.",tetradactylum,,,,,1693,1994,"United States",Wyoming,41.7784,-110.734,46.89,-94.44,Eocene,Ypresian,"Cenozoic 2",Ypresian,52.8,52.35,"Green River","Fossil Butte"
15895,Fossilworks,"J. Alroy","n. gen.",Chrysotriton,"n. sp.",tiheni,,,,,2028,1963,"United States","North Dakota",46.9,-102.8,50.89,-84.52,Eocene,Ypresian,"Cenozoic 2",Ypresian,53.6,53.6,"Golden Valley",
15895,Fossilworks,"J. Alroy",,Batrachosauroides,"n. sp.",gotoi,,,,,2028,1963,"United States","North Dakota",46.9,-102.8,50.89,-84.52,Eocene,Ypresian,"Cenozoic 2",Ypresian,53.6,53.6,"Golden Valley",
16235,Fossilworks,"J. Alroy",,Siren,"n. sp.",dunni,,,,,7017,1909,"United States",Wyoming,41.7,-109,45.57,-95.13,Eocene,,"Cenozoic 2",,46.3,46.3,Bridger,upper
16919,Fossilworks,"J. Alroy",,Ambystoma,,tiheni,,,,,3318,1996,Canada,Saskatchewan,49.566667,-109.883333,51.27,-100.47,Eocene,Priabonian,"Cenozoic 3",Priabonian,36.9,36.9,"Cypress Hills",
17318,Fossilworks,"J. Alroy",?,Batrachosauroides,,sp.,,,,,3102,1978,"United States",Wyoming,43.3351,-107.469,44.72,-99.38,Oligocene,Rupelian,"Cenozoic 4",Rupelian,33.900,33.6,,
17543,Fossilworks,"J. Alroy",,Taricha,"n. sp.",miocenica,,Taricha,"n. sp.",miocenica,2831,1989,"United States",Montana,46.650000,-113.05,47.80,-107.15,Oligocene,Chattian,"Cenozoic 4",Chattian,24.6,24.6,Renova,
17923,Fossilworks,"J. Alroy",,Andrias,,matthewi,,,,,3558,1999,"United States",Nebraska,42.8,-103.1,43.52,-99.20,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",19.9,19.85,Runningwater,
17963,Fossilworks,"J. Alroy",,Ambystoma,aff.,minshalli,,,,,7577,1976,"United States",Nebraska,42.3740,-103.3177,43.10,-99.43,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",19.9,19.9,Runningwater,
17965,Fossilworks,"J. Alroy",,Andrias,,matthewi,,,,,3703,1960,"United States",Colorado,40.900000,-103.283333,41.62,-99.44,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",20.0,20,"Pawnee Creek",
17969,Fossilworks,"J. Alroy",,Andrias,,matthewi,,Plicagnathus,"n. sp.",matthewi,3175,1977,"United States",Nebraska,42.4,-103.8,43.13,-99.92,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",20.430,18.2,"Snake Creek","subcycle 3"
18102,Fossilworks,"J. Alroy",,Ambystoma,,minshalli,,,,,781,1987,"United States",Nebraska,41.5,-103.8,42.10,-100.58,Miocene,Langhian,"Cenozoic 5","Middle Miocene",13.8,13.8,,
18141,Fossilworks,"J. Alroy",,Ambystoma,"n. sp.",priscum,,,,,3503,1990,"United States",Nebraska,42.8061,-100.505,43.36,-97.23,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Valentine,"Cornell Dam"
18141,Fossilworks,"J. Alroy",,Ambystoma,,minshalli,,,,,3503,1990,"United States",Nebraska,42.8061,-100.505,43.36,-97.23,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Valentine,"Cornell Dam"
18208,Fossilworks,"J. Alroy",,Ambystoma,,minshalli,,,,,781,1987,"United States",Nebraska,41.5,-103.8,42.10,-100.58,Miocene,Langhian,"Cenozoic 5","Middle Miocene",13.8,13.8,,
18284,Fossilworks,"J. Alroy",,Andrias,"n. sp.",matthewi,,Cryptobranchus,"n. sp.",mccalli,25657,1963,"United States",Nebraska,42.783333,-100.033333,43.33,-96.75,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Valentine,"Cornell Dam"
