collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,pubyr,country,state,latdec,lngdec,paleolatdec,paleolngdec,epoch,stage,10_my_bin,FR2_bin,ma_max,ma_mid,formation,member
27691,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
27692,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27693,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27694,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27697,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27699,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27891,ETE,"M. Carrano","n. gen.",Jeholotriton,"n. sp.",paradoxus,,,,,47910,2013,China,"Nei Mongol",41.316389,119.238611,43.01,123.06,"Middle Jurassic",Callovian,"Jurassic 5",Callovian,164.5,164.5,Tiaojishan,
27891,ETE,"M. Carrano","n. gen.",Liaoxitriton,"n. sp.",daohugouensis,,,,,47910,2013,China,"Nei Mongol",41.316389,119.238611,43.01,123.06,"Middle Jurassic",Callovian,"Jurassic 5",Callovian,164.5,164.5,Tiaojishan,
27891,ETE,"M. Carrano","n. gen.",Chunerpeton,"n. sp.",tianyiensis,,,,,47910,2013,China,"Nei Mongol",41.316389,119.238611,43.01,123.06,"Middle Jurassic",Callovian,"Jurassic 5",Callovian,164.5,164.5,Tiaojishan,
28006,Fossilworks,"J. Alroy","n. gen.",Valdotriton,"n. sp.",gracilis,,Caudata,,indet.,7671,1988,Spain,Cuenca,40.64525,-1.880849,30.52,8.08,"Early/Lower Cretaceous",Barremian,"Cretaceous 2",Barremian,130.000,127.725,"La Huérguina",
28006,Fossilworks,"J. Alroy",,Hylaeobatrachus,,sp.,,,,,7671,1988,Spain,Cuenca,40.64525,-1.880849,30.52,8.08,"Early/Lower Cretaceous",Barremian,"Cretaceous 2",Barremian,130.000,127.725,"La Huérguina",
28401,Fossilworks,"J. Alroy","n. gen.",Apricosiren,"n. sp.",ensomi,,Batrachosauroididae,,indet.,8336,1987,"United Kingdom",England,50.600000,-1.966667,41.46,7.85,"Early/Lower Cretaceous",Berriasian,"Cretaceous 1",Berriasian,145.500,142.85,Lulworth,"Worbarrow Tout"
28995,Fossilworks,"J. Alroy","n. gen.",Apricosiren,"n. sp.",ensomi,,Batrachosauroididae,,indet.,8338,1988,"United Kingdom",England,50.600000,-1.966667,41.46,7.85,"Early/Lower Cretaceous",Berriasian,"Cretaceous 1",Berriasian,145.500,142.85,Lulworth,"Worbarrow Tout"
31054,PaleoDB,"M. Carrano",?,Marmorerpeton,,sp.,,,,,8380,1994,"United Kingdom",England,51.985,-1.8,41.60,8.62,"Middle Jurassic",Bathonian,"Jurassic 4",Bathonian,167.700,166.2,"Chipping Norton Limestone",
34269,PaleoDB,"M. Carrano",,Siren,,lacertina,,,,,9008,1917,"United States",Florida,27.638333,-80.3975,27.64,-80.40,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
34269,PaleoDB,"M. Carrano",,Amphiuma,,means,,,,,9008,1917,"United States",Florida,27.638333,-80.3975,27.64,-80.40,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
34302,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34302,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34303,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34303,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34305,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34305,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34307,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34307,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34309,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34309,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34310,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34310,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34311,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34312,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34313,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34315,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34315,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34319,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,84.900,77.75,"Dinosaur Park",
34319,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,84.900,77.75,"Dinosaur Park",
34320,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.6,"Dinosaur Park",
34320,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.6,"Dinosaur Park",
34321,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34321,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
34322,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.6,"Dinosaur Park",
34322,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9017,1997,Canada,Alberta,49.12,-110.47,56.31,-75.95,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.6,"Dinosaur Park",
34534,PaleoDB,"J. Hunter",,Tylototriton,"n. sp.",primigenius,,,,,9114,1977,Germany,Baden-Württemberg,47.666667,8.933333,47.94,7.82,Miocene,,,,12.750,11.925,"Upper Freshwater Molasse",
34615,PaleoDB,"J. Hunter",,Chelotriton,,sp.,,,,,9144,1972,Germany,Bavaria,48.626667,11.802778,48.90,10.41,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,"Upper Freshwater Molasse",
34615,PaleoDB,"J. Hunter",,Salamandra,,sansaniensis,,,,,9144,1972,Germany,Bavaria,48.626667,11.802778,48.90,10.41,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,"Upper Freshwater Molasse",
34615,PaleoDB,"J. Hunter",,Triturus,cf.,marmoratus,,,,,9144,1972,Germany,Bavaria,48.626667,11.802778,48.90,10.41,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,"Upper Freshwater Molasse",
34615,PaleoDB,"J. Hunter",,Triturus,cf.,vulgaris,,,,,9144,1972,Germany,Bavaria,48.626667,11.802778,48.90,10.41,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,"Upper Freshwater Molasse",
34744,ETE,"M. Carrano",,Scapherpeton,,sp.,,,,,9231,1967,Canada,Alberta,51.55,-112.8656,59.26,-84.61,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Horseshoe Canyon",
34744,ETE,"M. Carrano",,Opisthotriton,,sp.,,,,,9231,1967,Canada,Alberta,51.55,-112.8656,59.26,-84.61,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Horseshoe Canyon",
35251,PaleoDB,"M. Carrano",,Scapherpeton,,sp.,,,,,9477,1980,Canada,Saskatchewan,49.5,-109.1,56.74,-80.85,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Frenchman,
36449,Fossilworks,"J. Alroy",,Prodesmodon,?,copei,,,,,9765,1978,"United States","New Mexico",36.486111,-108.486111,43.83,-79.79,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,84.900,77.75,Fruitland,
36543,Fossilworks,"J. Alroy",,Prodesmodon,,copei,,Cuttysarkus,,mcnallyi,9765,1978,"United States","New Mexico",36.271111,-108.209167,43.56,-79.57,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,84.900,77.75,Fruitland,
36543,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,9765,1978,"United States","New Mexico",36.271111,-108.209167,43.56,-79.57,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,84.900,77.75,Fruitland,
36543,Fossilworks,"J. Alroy",,Prodesmodon,?,copei,,,,,9765,1978,"United States","New Mexico",36.271111,-108.209167,43.56,-79.57,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,84.900,77.75,Fruitland,
38682,PaleoDB,"M. Carrano",,Kababisha,"n. sp.",sudanensis,,,,,39507,1990,Sudan,"Ash Shamaliyah",16.695000,31.145000,-3.77,23.85,"Late/Upper Cretaceous",Cenomanian,"Cretaceous 5",Cenomanian,99.700,97,"Wadi Milk",
38682,PaleoDB,"M. Carrano","n. gen.",Kababisha,"n. sp.",humarensis,,,,,39507,1990,Sudan,"Ash Shamaliyah",16.695000,31.145000,-3.77,23.85,"Late/Upper Cretaceous",Cenomanian,"Cretaceous 5",Cenomanian,99.700,97,"Wadi Milk",
39075,PaleoDB,"M. Carrano",,Marmorerpeton,"n. sp.",freemani,,,,,10558,1976,"United Kingdom",England,51.86667,-1.26667,41.51,9.08,"Middle Jurassic",Bathonian,"Jurassic 4",Bathonian,167.700,166.2,"Forest Marble",
39075,PaleoDB,"M. Carrano",,Marmorerpeton,,sp.,,,,,10558,1976,"United Kingdom",England,51.86667,-1.26667,41.51,9.08,"Middle Jurassic",Bathonian,"Jurassic 4",Bathonian,167.700,166.2,"Forest Marble",
39075,PaleoDB,"M. Carrano","n. gen.",Marmorerpeton,"n. sp.",kermacki,,,,,10558,1976,"United Kingdom",England,51.86667,-1.26667,41.51,9.08,"Middle Jurassic",Bathonian,"Jurassic 4",Bathonian,167.700,166.2,"Forest Marble",
39236,Fossilworks,"J. Alroy",cf.,Megalotriton,,sp.,,,,,10589,1974,"United Kingdom",England,50.629167,-1.55,49.12,-5.43,Eocene,Priabonian,"Cenozoic 3",Priabonian,37.200,35.55,"Lower Headon Beds",
39680,PaleoDB,"M. Carrano","n. gen.",Kiyatriton,"n. sp.",leshchinskiyi,,,,,14374,1973,"Russian Federation",Kemerovo,55.903333,87.957778,54.19,84.60,"Early/Lower Cretaceous",,,,130.000,121.3,Ilek,
44942,Fossilworks,"J. Alroy","n. gen.",Oligosemia,"n. sp.",spinosa,,,,,11708,1922,Spain,Teruel,40.161944,-1.234444,40.37,-2.11,Miocene,Tortonian,"Cenozoic 6","Upper Miocene",11.100,9.9,,
45098,PaleoDB,"M. Carrano",,Opisthotriton,,kayi,,,,,11749,2002,"United States","North Dakota",45.9488,-103.9617,52.32,-76.97,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,69.4,68.05,"Hell Creek",
45099,PaleoDB,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",45.9488,-103.9617,52.32,-76.97,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.8,"Hell Creek",
45102,ETE,"M. Carrano",,Habrosaurus,,dilatus,,,,,11749,2002,"United States","North Dakota",45.9777,-103.7539,52.31,-76.73,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
45102,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",45.9777,-103.7539,52.31,-76.73,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
45109,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.5,66.4,"Hell Creek",
45109,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.5,66.4,"Hell Creek",
45110,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.5,66.4,"Hell Creek",
45111,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.6,"Hell Creek",
45111,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.6,"Hell Creek",
45112,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,69.4,67.85,"Hell Creek",
45112,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,69.4,67.85,"Hell Creek",
45113,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.6,"Hell Creek",
45117,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
45118,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.6,"Hell Creek",
45118,ETE,"M. Carrano",,Habrosaurus,,dilatus,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.6,"Hell Creek",
45118,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.264,-103.7669,52.59,-76.60,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.6,"Hell Creek",
45124,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.1369,-103.7954,52.47,-76.70,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
45130,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.3819,-103.9644,52.74,-76.76,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
45133,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.2092,-103.7746,52.53,-76.64,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.6,68.45,"Hell Creek",
45136,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.3819,-103.9644,52.74,-76.76,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
45136,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11749,2002,"United States","North Dakota",46.3819,-103.9644,52.74,-76.76,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
45137,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.4498,-104.233,52.86,-77.02,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.6,"Hell Creek",
45141,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.4643,-104.233,52.87,-77.01,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,"Hell Creek",
45144,ETE,"M. Carrano",,Habrosaurus,,dilatus,,,,,11749,2002,"United States","North Dakota",46.3340,-103.8979,52.68,-76.71,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.8,"Hell Creek",
45144,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.3340,-103.8979,52.68,-76.71,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.8,"Hell Creek",
45144,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11749,2002,"United States","North Dakota",46.3340,-103.8979,52.68,-76.71,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.8,"Hell Creek",
45145,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.3340,-103.8979,52.68,-76.71,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,66.9,66.8,"Hell Creek",
45238,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.736988,-111.494648,58.05,-76.06,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
45238,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.736988,-111.494648,58.05,-76.06,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
45240,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.752383,-111.511538,58.07,-76.07,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,Oldman,
45240,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.752383,-111.511538,58.07,-76.07,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,Oldman,
45260,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.737049,-111.480053,58.05,-76.04,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
45260,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.737049,-111.480053,58.05,-76.04,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
45261,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.749006,-111.458488,58.05,-76.01,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
45261,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.749006,-111.458488,58.05,-76.01,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
45262,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.748342,-111.510076,58.06,-76.07,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
45262,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.748342,-111.510076,58.06,-76.07,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
45264,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,16643,1986,Canada,Alberta,50.747657,-111.502131,58.06,-76.06,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
45264,Fossilworks,"J. Alroy",,Scapherpeton,,tectum,,,,,16643,1986,Canada,Alberta,50.747657,-111.502131,58.06,-76.06,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
45312,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11749,2002,"United States","North Dakota",46.4643,-104.24,52.87,-77.02,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,69.4,67.85,"Hell Creek",
45560,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,50.68682,-111.138975,57.92,-75.69,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Foremost,
45560,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,50.68682,-111.138975,57.92,-75.69,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Foremost,
45561,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,42675,2000,Canada,Alberta,49.127654,-110.872474,56.40,-76.39,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Foremost,
45561,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,42675,2000,Canada,Alberta,49.127654,-110.872474,56.40,-76.39,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Foremost,
45564,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.127881,-110.87453,56.40,-76.39,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,81.2,Foremost,
45564,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.127881,-110.87453,56.40,-76.39,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,81.2,Foremost,
45565,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.98024,-110.938988,57.22,-75.93,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Lower
45565,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.98024,-110.938988,57.22,-75.93,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Lower
45566,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,42675,2000,Canada,Alberta,49.100049,-110.93967,56.39,-76.48,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Lower
45566,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,42675,2000,Canada,Alberta,49.100049,-110.93967,56.39,-76.48,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Lower
45567,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,42675,2000,Canada,Alberta,49.101848,-110.941038,56.39,-76.48,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,78.8,78.7,Oldman,Lower
