collection_no,source_database,collection.authorizer,class_name,order_name,family_name,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,pubyr,collection_name,country,state,latdec,lngdec,paleolatdec,paleolngdec,stage,10_my_bin,FR2_bin,formation,member
75945,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Batrachosauroides,,dissimulans,,,,,6239,1977,"UTBEG 31190 (USNM Collection)","United States",Texas,30.750000,-95.216667,31.33,-91.59,Burdigalian,"Cenozoic 5","Lower Miocene",Oakville,
75974,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,sp.,,,,,25710,1959,"Orange Lake","United States",Florida,29.416667,-82.216667,29.42,-82.22,,"Cenozoic 6",Pleistocene,Wicomico,Arredondo
75974,Fossilworks,"J. Alroy",,,Urodela,,Plethodon,,glutinosus,,,,,25710,1959,"Orange Lake","United States",Florida,29.416667,-82.216667,29.42,-82.22,,"Cenozoic 6",Pleistocene,Wicomico,Arredondo
75974,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,25710,1959,"Orange Lake","United States",Florida,29.416667,-82.216667,29.42,-82.22,,"Cenozoic 6",Pleistocene,Wicomico,Arredondo
76060,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,25748,1987,"U-Bar Cave","United States","New Mexico",31.566667,-108.4,31.57,-108.40,,"Cenozoic 6",Pleistocene,,
76101,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,726,1986,"Schulze Cave Layer C3","United States",Texas,30.250000,-99.866667,30.25,-99.87,,"Cenozoic 6",Pleistocene,,
79954,ETE,"M. Carrano",,,Karauridae,,Kokartus,,honorarius,,,,,26886,2008,"Kugart I, KUG-3",Kyrgyzstan,Jalal-Abad,41.119698,73.434302,41.09,77.84,Bathonian,"Jurassic 4",Bathonian,Balabansai,
79955,ETE,"M. Carrano",,,Karauridae,"n. gen.",Kokartus,"n. sp.",honorarius,,,,,19868,1988,"Kyzylsu I",Kyrgyzstan,Jalal-Abad,41.135437,73.394318,41.09,77.79,Bathonian,"Jurassic 4",Bathonian,Balabansai,
82258,PaleoDB,"M. Uhen",,,Urodela,,Ambystoma,,sp.,,,,,27720,1962,"Natural Chimneys","United States",Virginia,38.357778,-79.083056,38.36,-79.08,,"Cenozoic 6",Pleistocene,,
82258,PaleoDB,"M. Uhen",,,Urodela,,Desmognathus,,sp.,,,,,27720,1962,"Natural Chimneys","United States",Virginia,38.357778,-79.083056,38.36,-79.08,,"Cenozoic 6",Pleistocene,,
84181,PaleoDB,"M. Uhen",,,Urodela,,Desmognathus,,sp.,,,,,28175,2002,"Bell Cave","United States",Alabama,34.729444,-87.792222,34.73,-87.79,,"Cenozoic 6",Pleistocene,,
84181,PaleoDB,"M. Uhen",,,Urodela,,Cryptobranchus,,alleganiensis,,,,,28175,2002,"Bell Cave","United States",Alabama,34.729444,-87.792222,34.73,-87.79,,"Cenozoic 6",Pleistocene,,
84181,PaleoDB,"M. Uhen",,,Urodela,,Desmognathus,,ochrophaeus,,,,,28175,2002,"Bell Cave","United States",Alabama,34.729444,-87.792222,34.73,-87.79,,"Cenozoic 6",Pleistocene,,
84181,PaleoDB,"M. Uhen",,,Urodela,,Ambystoma,,sp.,,,,,28175,2002,"Bell Cave","United States",Alabama,34.729444,-87.792222,34.73,-87.79,,"Cenozoic 6",Pleistocene,,
84181,PaleoDB,"M. Uhen",,,Urodela,,Eurycea,,sp.,,,,,28175,2002,"Bell Cave","United States",Alabama,34.729444,-87.792222,34.73,-87.79,,"Cenozoic 6",Pleistocene,,
84181,PaleoDB,"M. Uhen",,,Urodela,,Ambystoma,,maculotum,,,,,28175,2002,"Bell Cave","United States",Alabama,34.729444,-87.792222,34.73,-87.79,,"Cenozoic 6",Pleistocene,,
84181,PaleoDB,"M. Uhen",,,Urodela,,Plethodon,,glutinosus,,,,,28175,2002,"Bell Cave","United States",Alabama,34.729444,-87.792222,34.73,-87.79,,"Cenozoic 6",Pleistocene,,
84364,PaleoDB,"L. van den Hoek Ostende",,,Urodela,,Triturus,,sp.,,,,,28268,2008,Oberleichtersbach,Germany,Bavaria,50.276944,9.795278,50.15,6.88,Chattian,"Cenozoic 4",Chattian,,
84364,PaleoDB,"L. van den Hoek Ostende",,,Urodela,,Andrias,,scheuchzeri,,,,,28268,2008,Oberleichtersbach,Germany,Bavaria,50.276944,9.795278,50.15,6.88,Chattian,"Cenozoic 4",Chattian,,
84364,PaleoDB,"L. van den Hoek Ostende",,,Urodela,aff.,Chelotriton,,sp.,,,,,28268,2008,Oberleichtersbach,Germany,Bavaria,50.276944,9.795278,50.15,6.88,Chattian,"Cenozoic 4",Chattian,,
84364,PaleoDB,"L. van den Hoek Ostende",,,Urodela,,Chioglossa,cf.,meini,,,,,28268,2008,Oberleichtersbach,Germany,Bavaria,50.276944,9.795278,50.15,6.88,Chattian,"Cenozoic 4",Chattian,,
84364,PaleoDB,"L. van den Hoek Ostende",,,Urodela,,Triturus,,roehrsi,,,,,28268,2008,Oberleichtersbach,Germany,Bavaria,50.276944,9.795278,50.15,6.88,Chattian,"Cenozoic 4",Chattian,,
85096,Fossilworks,"J. Alroy",,,Urodela,,Piceoerpeton,,willwoodense,,,,,28586,1981,SC-273,"United States",Wyoming,44.883333,-109.116667,50.79,-88.65,,"Cenozoic 1",Thanetian,"Polecat Bench",
85498,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,28887,2008,"Conor's Microsite (CM)","United States",Montana,47.613911,-106.896561,54.50,-79.37,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
85498,ETE,"M. Carrano",,,Urodela,,Habrosaurus,,dilatus,,,,,28887,2008,"Conor's Microsite (CM)","United States",Montana,47.613911,-106.896561,54.50,-79.37,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
85498,ETE,"M. Carrano",,,Batrachosauroididae,,Prodesmodon,,copei,,,,,28887,2008,"Conor's Microsite (CM)","United States",Montana,47.613911,-106.896561,54.50,-79.37,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
85498,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,28887,2008,"Conor's Microsite (CM)","United States",Montana,47.613911,-106.896561,54.50,-79.37,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
85499,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,28887,2008,"Just Past Celeste's Microsite (JPC)","United States",Montana,47.613911,-106.896561,54.50,-79.37,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
85499,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,28887,2008,"Just Past Celeste's Microsite (JPC)","United States",Montana,47.613911,-106.896561,54.50,-79.37,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
85499,ETE,"M. Carrano",,,Urodela,,Habrosaurus,,dilatus,,,,,28887,2008,"Just Past Celeste's Microsite (JPC)","United States",Montana,47.613911,-106.896561,54.50,-79.37,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
85499,ETE,"M. Carrano",,,Batrachosauroididae,,Prodesmodon,,copei,,,,,28887,2008,"Just Past Celeste's Microsite (JPC)","United States",Montana,47.613911,-106.896561,54.50,-79.37,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
87925,Fossilworks,"J. Alroy",,,Urodela,cf.,Salamandra,,sp.,,,,,29562,1981,Cernay,France,Champagne-Ardenne,49.266667,4.100000,43.77,1.66,Thanetian,"Cenozoic 1",Thanetian,"Conglomérat de Cernay",
87925,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Palaeoproteus,"n. sp.",gallicus,,,,,29562,1981,Cernay,France,Champagne-Ardenne,49.266667,4.100000,43.77,1.66,Thanetian,"Cenozoic 1",Thanetian,"Conglomérat de Cernay",
87925,Fossilworks,"J. Alroy",,,Urodela,,Koalliella,,sp.,,,,,29562,1981,Cernay,France,Champagne-Ardenne,49.266667,4.100000,43.77,1.66,Thanetian,"Cenozoic 1",Thanetian,"Conglomérat de Cernay",
87955,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Palaeoproteus,,gallicus,,,,,1635,1976,"Calcaire de Rilly near Reims",France,Champagne-Ardenne,49.166667,4.050000,43.67,1.62,Thanetian,"Cenozoic 1",Thanetian,,
91265,ETE,"M. Carrano",,,Urodela,,Chunerpeton,,tianyiensis,,,,,30706,2009,Mutoudeng,China,Hebei,40.483333,119.3667,41.75,122.51,,,,Tiaojishan,
92073,Fossilworks,"J. Alroy",,,Urodela,"n. gen.",Liaoxitriton,"n. sp.",zhongjiani,,,,,30989,1998,"Sajiaocheng, Huludao City (Jiufotang Formation)",China,Liaoning,40.750000,120.833333,44.11,121.13,Aptian,"Cretaceous 3",Aptian,Jiufotang,
92074,Fossilworks,"J. Alroy",,,Urodela,"n. gen.",Regalerpeton,"n. sp.",weichangensis,,,,,30990,2009,Daobaziliang,China,Hebei,41.933333,117.566667,44.52,118.18,,,,Huajiying,
92078,Fossilworks,"J. Alroy",,,Urodela,"n. gen.",Laccotriton,"n. sp.",subsolanus,,,,,30992,2001,"Fengshan fossil bed, Paozhanggou",China,Hebei,41.233333,117.200000,42.45,119.85,Tithonian,"Jurassic 6",Portlandian,,
92078,Fossilworks,"J. Alroy",,,Urodela,"n. gen.",Sinerpeton,"n. sp.",fengshanensis,,,,,30992,2001,"Fengshan fossil bed, Paozhanggou",China,Hebei,41.233333,117.200000,42.45,119.85,Tithonian,"Jurassic 6",Portlandian,,
92136,PaleoDB,"R. Butler",,,Karauridae,,Karaurus,,sharovi,,,,,43848,1948,"Aulie, Mikhailovka, Karatau",Kazakhstan,"Ongtüstik Qazaqstan",43.016667,69.033333,41.24,72.56,,"Jurassic 5",,Karabastau,
92421,PaleoDB,"R. Butler",,,Urodela,,Chunerpeton,,tianyiensis,,,,,31153,2009,"Daxishan, Linglongta",China,Liaoning,40.868056,119.991111,42.13,123.15,,,,Tiaojishan,
93139,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,31471,1973,"Dry Cave (Locality 4)","United States","New Mexico",32.366667,-104.45,32.37,-104.45,,"Cenozoic 6",Pleistocene,,
98674,PaleoDB,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,sp.,,,,,34043,2008,"H&M site",Canada,Alberta,50.747657,-111.502131,58.06,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
98674,PaleoDB,"M. Carrano",,,Urodela,,Scapherpeton,,sp.,,,,,34043,2008,"H&M site",Canada,Alberta,50.747657,-111.502131,58.06,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
98677,PaleoDB,"M. Carrano",,,Urodela,,Scapherpeton,,sp.,,,,,34043,2008,"Cretin site",Canada,Alberta,50.747657,-111.502131,58.06,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
98677,PaleoDB,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,sp.,,,,,34043,2008,"Cretin site",Canada,Alberta,50.747657,-111.502131,58.06,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
103358,PaleoDB,"M. Uhen",,,Urodela,,Notophthalmus,cf.,viridescens,,,,,25320,1967,Saltville,"United States",Virginia,36.957500,-81.769167,36.96,-81.77,,"Cenozoic 6",Pleistocene,,
103743,Fossilworks,"J. Alroy",,,Urodela,"n. gen.",Pangerpeton,"n. sp.",sinensis,,,,,34986,2006,"Wubaiding Village",China,Liaoning,41.233333,119.400000,42.51,122.38,,,,,
103743,Fossilworks,"J. Alroy",,,Urodela,,Chunerpeton,,tianyiensis,,Chunerpeton,,sp.,34986,2006,"Wubaiding Village",China,Liaoning,41.233333,119.400000,42.51,122.38,,,,,
103991,PaleoDB,"M. Uhen",,,Urodela,,Ambystoma,,sp.,,,,,35027,1977,"Clark's Cave","United States",Virginia,38.086111,-79.656944,38.09,-79.66,,"Cenozoic 6",Pleistocene,,
104689,PaleoDB,"M. Uhen",,,Urodela,,Cryptobranchus,,allegheniensis,,,,,35379,1977,"Ripplemead Quarry","United States",Virginia,37.334722,-80.679167,37.33,-80.68,,,,,
115190,PaleoDB,"M. Carrano",,,Urodela,cf.,Kababisha,,sp.,,,,,29589,2008,"OT1c, Djebel Oum Tkout",Morocco,"Er Rachida",31.769216,-5.935282,19.26,-5.31,Cenomanian,"Cretaceous 5",Cenomanian,Aoufous,
115192,PaleoDB,"M. Carrano",,,Urodela,cf.,Kababisha,,sp.,,,,,29589,2008,"OT1d, Djebel Oum Tkout",Morocco,"Er Rachida",31.769216,-5.935282,19.26,-5.31,Cenomanian,"Cretaceous 5",Cenomanian,Aoufous,
123875,PaleoDB,"M. Uhen",,,Urodela,,Desmognathus,,fuscus,,,,,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
123875,PaleoDB,"M. Uhen",,,Urodela,,Gyrinophilus,,sp.,,,,,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
123875,PaleoDB,"M. Uhen",,,Urodela,,Ambystoma,,maculatum,,,,,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
123875,PaleoDB,"M. Uhen",,,Urodela,,Desmognathus,,ochrophaeus,,,,,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
123875,PaleoDB,"M. Uhen",,,Urodela,,Cryptobranchus,,sp.,,,,,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
123875,PaleoDB,"M. Uhen",,,Urodela,,Salamandra,,opaca,,Ambystoma,,opacum,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
123875,PaleoDB,"M. Uhen",,,Urodela,,Desmognathus,,monticola,,,,,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
123875,PaleoDB,"M. Uhen",,,Urodela,,Notophthalmus,,viridescens,,,,,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
123875,PaleoDB,"M. Uhen",,,Urodela,,Ambystoma,,tigrinum,,,,,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
123875,PaleoDB,"M. Uhen",,,Urodela,,Gyrinophilus,,porphyriticus,,,,,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
123875,PaleoDB,"M. Uhen",,,Urodela,,Ambystoma,,jeffersonianum,,,,,39873,1991,"Hamilton Cave","United States","West Virginia",38.605556,-79.370833,38.63,-79.15,,"Cenozoic 6",Pleistocene,,
124319,PaleoDB,"M. Uhen",,,Urodela,,Salamandra,,opaca,,Ambystoma,,opacum,39916,1977,"Trout Cave","United States","West Virginia",38.7,-79.3,38.72,-79.08,,"Cenozoic 6",Pleistocene,,
124319,PaleoDB,"M. Uhen",,,Urodela,,Cryptobranchus,,alleganiensis,,,,,39916,1977,"Trout Cave","United States","West Virginia",38.7,-79.3,38.72,-79.08,,"Cenozoic 6",Pleistocene,,
124319,PaleoDB,"M. Uhen",,,Urodela,,Cryptobranchus,,guildayi,,,,,39916,1977,"Trout Cave","United States","West Virginia",38.7,-79.3,38.72,-79.08,,"Cenozoic 6",Pleistocene,,
130986,PaleoDB,"R. Benson",,,,"n. gen.",Beiyanerpeton,"n. sp.",jianpingensis,,,,,42318,2012,"Guancaishan, near Jianping",China,Liaoning,42.016111,119.443611,43.28,122.58,Oxfordian,"Jurassic 5",Oxfordian,Tiaojishan,
130986,PaleoDB,"R. Benson",,,Urodela,,Chunerpeton,,tianyiensis,,,,,42318,2012,"Guancaishan, near Jianping",China,Liaoning,42.016111,119.443611,43.28,122.58,Oxfordian,"Jurassic 5",Oxfordian,Tiaojishan,
132996,PaleoDB,"P. Mannion",,,Urodela,"n. gen.",Seminobatrachus,"n. sp.",boltyschkensis,,,,,42822,2012,"Boltyshka village, drill core 1",Ukraine,"Cherkasy Oblast",48.875833,32.178611,44.63,27.20,,,,,
132997,PaleoDB,"P. Mannion",,,Urodela,,Seminobatrachus,,boltyschkensis,,,,,42822,2012,"Boltyshka village, drill core 2",Ukraine,"Cherkasy Oblast",48.875833,32.178611,44.63,27.20,,,,,
132998,PaleoDB,"P. Mannion",,,Urodela,,Seminobatrachus,,boltyschkensis,,,,,42822,2012,"Boltyshka village, drill core 3",Ukraine,"Cherkasy Oblast",48.875833,32.178611,44.63,27.20,,,,,
132999,PaleoDB,"P. Mannion",,,Urodela,,Seminobatrachus,,boltyschkensis,,,,,42822,2012,"Boltyshka village, drill core 4",Ukraine,"Cherkasy Oblast",48.875833,32.178611,44.63,27.20,,,,,
133000,PaleoDB,"P. Mannion",,,Urodela,,Seminobatrachus,,boltyschkensis,,,,,42822,2012,"Boltyshka village, 283.2m depth drill core",Ukraine,"Cherkasy Oblast",48.875833,32.178611,44.63,27.20,,,,,
133001,PaleoDB,"P. Mannion",,,Urodela,,Seminobatrachus,,boltyschkensis,,,,,42822,2012,"Boltyshka village, drill core 5",Ukraine,"Cherkasy Oblast",48.875833,32.178611,44.63,27.20,,,,,
133002,PaleoDB,"P. Mannion",,,Urodela,"n. gen.",Habrosaurus,"n. sp.",dilatus,"n. gen.",Adelphesiren,"n. sp.",olivae,42824,1958,"Carnegie Museum Lance collection","United States",Wyoming,43.0,-104.5,49.46,-79.41,Maastrichtian,"Cretaceous 8",Maastrichtian,Lance,
133003,PaleoDB,"P. Mannion",,,Urodela,,Habrosaurus,,dilatus,,,,,42825,2003,"Unknown Lebo locality (USNM)","United States",Montana,45.8,-109.8,52.29,-87.43,,"Cenozoic 1",,Lebo,
133214,PaleoDB,"P. Mannion",,,Urodela,,Dicamptodon,"n. sp.",antiquus,,,,,42869,1993,"UALVP Location 1",Canada,Alberta,54.333333,-118.75,61.03,-96.96,Thanetian,"Cenozoic 1",Thanetian,Paskapoo,
134954,PaleoDB,"J. Mueller",,,Urodela,,Salamandra,,sansaniensis,,,,,43315,2011,"Griesbeckerzell 1a",Germany,Bavaria,48.443611,11.044444,48.71,9.65,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse","Fluviatile Untere Serie"
134954,PaleoDB,"J. Mueller",,,Urodela,,Mioproteus,,caucasicus,,,,,43315,2011,"Griesbeckerzell 1a",Germany,Bavaria,48.443611,11.044444,48.71,9.65,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse","Fluviatile Untere Serie"
134954,PaleoDB,"J. Mueller",,,Urodela,,Chelotriton,,sp.,,,,,43315,2011,"Griesbeckerzell 1a",Germany,Bavaria,48.443611,11.044444,48.71,9.65,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse","Fluviatile Untere Serie"
135739,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,sp.,,,,,43426,2010,"TMP NL-4",Canada,Alberta,51.995833,-112.883333,59.69,-84.36,Maastrichtian,"Cretaceous 8",Maastrichtian,"Horseshoe Canyon",
135739,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,sp.,,,,,43426,2010,"TMP NL-4",Canada,Alberta,51.995833,-112.883333,59.69,-84.36,Maastrichtian,"Cretaceous 8",Maastrichtian,"Horseshoe Canyon",
135740,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,sp.,,,,,43426,2010,"TMP NL-3",Canada,Alberta,51.995833,-112.883333,59.69,-84.36,Maastrichtian,"Cretaceous 8",Maastrichtian,"Horseshoe Canyon",
135741,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,sp.,,,,,43426,2010,"TMP NL-1",Canada,Alberta,51.995833,-112.883333,59.69,-84.36,Maastrichtian,"Cretaceous 8",Maastrichtian,"Horseshoe Canyon",
135741,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,sp.,,,,,43426,2010,"TMP NL-1",Canada,Alberta,51.995833,-112.883333,59.69,-84.36,Maastrichtian,"Cretaceous 8",Maastrichtian,"Horseshoe Canyon",
135743,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,sp.,,,,,43426,2010,"TMP JD-1",Canada,Alberta,51.995833,-112.883333,59.69,-84.36,Maastrichtian,"Cretaceous 8",Maastrichtian,"Horseshoe Canyon",
135743,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,sp.,,,,,43426,2010,"TMP JD-1",Canada,Alberta,51.995833,-112.883333,59.69,-84.36,Maastrichtian,"Cretaceous 8",Maastrichtian,"Horseshoe Canyon",
135812,PaleoDB,"J. Mueller",,,Urodela,,Triturus,cf.,marmoratus,,,,,43465,2008,"Tau&#355; ",Romania,Arad,46.281944,21.923611,45.78,21.55,Serravallian,"Cenozoic 5","Middle Miocene",,
135812,PaleoDB,"J. Mueller",,,Urodela,,Chelotriton,,paradoxus,,,,,43465,2008,"Tau&#355; ",Romania,Arad,46.281944,21.923611,45.78,21.55,Serravallian,"Cenozoic 5","Middle Miocene",,
135812,PaleoDB,"J. Mueller",,,Urodela,,Carpathotriton,,sp.,,,,,43465,2008,"Tau&#355; ",Romania,Arad,46.281944,21.923611,45.78,21.55,Serravallian,"Cenozoic 5","Middle Miocene",,
135812,PaleoDB,"J. Mueller",,,Urodela,,Lissotriton,,sp.,,,,,43465,2008,"Tau&#355; ",Romania,Arad,46.281944,21.923611,45.78,21.55,Serravallian,"Cenozoic 5","Middle Miocene",,
136919,PaleoDB,"J. Mueller",,,Urodela,,Triturus,cf.,marmoratus,,,,,43777,2005,"Béon 1",France,Midi-Pyrenees,43.935278,0.223611,44.07,-1.20,Burdigalian,"Cenozoic 5","Lower Miocene",,
136919,PaleoDB,"J. Mueller",,,Urodela,,Triturus,,sp.,,,,,43777,2005,"Béon 1",France,Midi-Pyrenees,43.935278,0.223611,44.07,-1.20,Burdigalian,"Cenozoic 5","Lower Miocene",,
136919,PaleoDB,"J. Mueller",,,Urodela,cf.,Chelotriton,,sp.,,,,,43777,2005,"Béon 1",France,Midi-Pyrenees,43.935278,0.223611,44.07,-1.20,Burdigalian,"Cenozoic 5","Lower Miocene",,
136919,PaleoDB,"J. Mueller",,,Urodela,,Triturus,aff.,helveticus,,,,,43777,2005,"Béon 1",France,Midi-Pyrenees,43.935278,0.223611,44.07,-1.20,Burdigalian,"Cenozoic 5","Lower Miocene",,
137718,PaleoDB,"R. Benson",,,Urodela,,Piceoerpeton,,sp.,,,,,42536,2002,"Pretty Butte, UCMP loc. V.86095 (=V-86095)","United States","North Dakota",46.466389,-104.021111,52.83,-76.78,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek","Pretty Butte"
138825,PaleoDB,"J. Mueller",,,Urodela,,Salamandrina,,sp.,,,,,44504,2006,Oschiri,Italy,Sardinia,40.719444,9.101389,42.59,4.15,,"Cenozoic 5",,,
140202,PaleoDB,"J. Head",,,Urodela,,Notophthalmus,"n. sp.",slaughteri,,,,,45287,1966,"Pine Isle (McGee property)","United States",Texas,30.683333,-95.05,31.16,-92.01,,"Cenozoic 5","Middle Miocene",Fleming,
140702,PaleoDB,"J. Head",,,Urodela,,Ambystoma,,tigrinum,,,,,45600,1970,"Dry Cave (Locality 6)","United States","New Mexico",32.366667,-104.45,32.37,-104.45,,"Cenozoic 6",Pleistocene,,
142316,PaleoDB,"P. Mannion",,,Urodela,"n. gen.",Aviturus,"n. sp.",exsecratus,,,,,46204,1991,Aguy-Dats-Bulak,Mongolia,Omnogovi,43.466667,100.450000,43.24,91.69,Thanetian,"Cenozoic 1",Thanetian,"Naran Bulak",Naran
142316,PaleoDB,"P. Mannion",,,Urodela,"n. gen.",Ulanurus,"n. sp.",fractus,,,,,46204,1991,Aguy-Dats-Bulak,Mongolia,Omnogovi,43.466667,100.450000,43.24,91.69,Thanetian,"Cenozoic 1",Thanetian,"Naran Bulak",Naran
144499,PaleoDB,"P. Mannion",,,Urodela,"n. gen.",Paranecturus,"n. sp.",garbanii,,,,,46719,2013,"UWBM C1153","United States",Montana,47.266111,-107.126389,54.07,-80.39,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
144500,PaleoDB,"P. Mannion",,,Urodela,,Paranecturus,,garbanii,,,,,46719,2013,"UCMP V99220","United States",Montana,47.266111,-107.126389,54.07,-80.39,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
144501,PaleoDB,"P. Mannion",,,Urodela,,Paranecturus,,garbanii,,,,,46719,2013,"UCMP V99230","United States",Montana,47.266111,-107.126389,54.07,-80.39,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
144502,PaleoDB,"P. Mannion",,,Urodela,,Paranecturus,,garbanii,,,,,46719,2013,"UCMP V99369","United States",Montana,47.266111,-107.126389,54.07,-80.39,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
144503,PaleoDB,"P. Mannion",,,Urodela,,Paranecturus,,garbanii,,,,,46719,2013,"MOR HC-377","United States",Montana,47.266111,-107.126389,54.07,-80.39,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
144504,PaleoDB,"P. Mannion",,,Urodela,,Paranecturus,,garbanii,,,,,46719,2013,"DMNH 3302","United States",Montana,47.266111,-107.126389,54.07,-80.39,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
144505,PaleoDB,"P. Mannion",,,Urodela,,Paranecturus,,garbanii,,,,,46719,2013,"DMNH 3304","United States",Montana,47.266111,-107.126389,54.07,-80.39,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
144506,PaleoDB,"P. Mannion",,,Urodela,,Paranecturus,,garbanii,,,,,46719,2013,"DMNH 3305","United States",Montana,47.266111,-107.126389,54.07,-80.39,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
154718,,"P. Mannion",,,Urodela,,Chunerpeton,,tianyiensis,,,,,50313,2014,Nanshimen,China,Hebei,37.058333,114.396944,38.34,117.33,Kimmeridgian,"Jurassic 5",Kimmeridgian,Jiulongshan,Daohugou
154722,,"J. Bloch",,,Urodela,,Siren,,sp.,,,,,50316,1995,"Cutler Hammock","United States",Florida,25.7,-80.4,25.79,-79.58,,"Cenozoic 6",Pleistocene,,
154722,,"J. Bloch",,,Urodela,,Amphiuma,,sp.,,,,,50316,1995,"Cutler Hammock","United States",Florida,25.7,-80.4,25.79,-79.58,,"Cenozoic 6",Pleistocene,,
154773,,"J. Bloch",,,Urodela,,Siren,,lacertina,,,,,3131,1930,"Ichetucknee River","United States",Florida,29.95,-82.788,29.95,-82.79,,"Cenozoic 6",Pleistocene,,
154805,,"J. Bloch",,,Urodela,,Ambystoma,,tigrinum,,,,,2451,1974,"Devil's Den","United States",Florida,29.407500,-82.476389,29.41,-82.48,,"Cenozoic 6",Pleistocene,,
154910,,"J. Bloch",,,Urodela,,Siren,,lacertina,,,,,50427,1957,"Hornsby Springs","United States",Florida,29.85,-82.6,29.92,-81.97,,"Cenozoic 6",Pleistocene,,
154921,,"J. Bloch",,,Urodela,,Amphiuma,,means,,,,,50429,1985,"West Palm Beach Site","United States",Florida,26.700000,-80.166667,26.70,-80.17,,"Cenozoic 6",Pleistocene,,
