generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0793727,0.001,0.0360529,0
500000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0365094,-0.00147952,0.0195547,0
500000,Salamandrella_keyserlingii,Parahynobius_kordosi,227.22,0.0683773,0.00374501,0.00795852,0
500000,Opithisthotriton_kayi,Prodesmodon_copei,159.278,0.0462686,0.000477032,0.0270202,0
500000,Ambystoma_opacum,Ambystoma_cingulatum,240.943,0.0937858,0.000191696,0.00918419,0
500000,Salamandra_infraimmaculata,Lyciasalamandra_atifi,223.575,0.0935752,-0.000962958,0.0215386,0
500000,Pleurodeles_waltl,Notophthalmus_meridionalis,210.659,0.109235,-0.00597984,0.0256415,0
500000,Plethodon_caddoensis,Plethodon_jordani,253.41,0.17125,-0.000815475,0.0152617,0
500000,Eurycea_rathbuni,Eurycea_troglodytes,255.943,0.366061,0.000394744,0.0678647,0
500000,Ensatina_eschscholtzii,Hemidactylium_scutatum,168.968,0.0628018,-0.00179914,0.00115771,0
1000000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0257725,-0.00093745,0.0183789,0
1000000,Salamandrella_keyserlingii,Ranodon_sibiricus,232.906,0.0717549,0.0103693,0.00142148,0
1000000,Ambystoma_gracile,Ambystoma_opacum,235.087,0.0828825,-0.00765873,0.00260895,0
1000000,Salamandra_infraimmaculata,Lyciasalamandra_atifi,228.424,0.112068,-0.00414111,0.0361039,0
1000000,Pleurodeles_waltl,Notophthalmus_meridionalis,205.403,0.109022,-0.00445826,0.0408496,0
1000000,Necturus_lewisi,Necturus_punctatus,245.09,0.0362105,0.00370989,0.0366796,0
1000000,Plethodon_yonahlossee,Plethodon_petraeus,248.904,0.170154,0.00258419,0.0426946,0
1000000,Eurycea_rathbuni,Eurycea_troglodytes,253.153,0.284805,-0.0010639,0.201253,0
1000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,162.325,0.0623849,-0.000874723,0.000472157,0
1500000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.00614052,0.00868208,0.0128796,0
1500000,Salamandrella_keyserlingii,Parahynobius_kordosi,226.582,0.0701992,-0.00121975,0.0105337,0
1500000,Ambystoma_gracile,Ambystoma_opacum,237.515,0.0965291,0.00065223,0.0140827,0
1500000,Mertensiella_caucasica,Pleurodeles_waltl,193.753,0.103629,0.000363574,0.0269016,0
1500000,Plethodon_jordani,Plethodon_metcalfi,254.692,0.204906,-0.0041572,0.0695068,0
1500000,Eurycea_rathbuni,Eurycea_troglodytes,256.002,0.220738,0.00197667,0.049593,0
1500000,Nototriton_saslaya,Nototriton_guanacaste,258.655,0.119922,0.00217817,0.108383,0
1500000,Pseudoeurycea_brunnata,Pseudoeurycea_gadovii,251.411,0.249281,-0.0037696,0.00058871,0
1500000,Parvimolge_townsendi,Bolitoglossa_cerroensis,209.857,0.119504,-0.00865413,0.00105465,0
1500000,Ensatina_eschscholtzii,Hemidactylium_scutatum,171.227,0.0764522,-0.00532901,0.000925533,0
1500000,Cryptobranchus_alleganiensis,Kokartus_honorarius,41.896,0.0271251,-0.00290429,0.017208,0
2000000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0248503,0.000100007,0.0165896,0
2000000,Salamandrella_keyserlingii,Ranodon_sibiricus,232.906,0.118538,-0.00559032,0.00229823,0
2000000,Ambystoma_gracile,Ambystoma_opacum,237.291,0.127123,0.00434857,0.0232422,0
2000000,Mertensiella_caucasica,Pleurodeles_waltl,196.627,0.0649263,0.00678053,0.0226259,0
2000000,Plethodon_jordani,Plethodon_metcalfi,254.544,0.176001,0.0114468,0.0113739,0
2000000,Eurycea_rathbuni,Eurycea_troglodytes,253.019,0.255945,-0.0102012,0.0011531,0
2000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,149.124,0.0654867,-0.00135989,0.000147954,0
2500000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0207076,-0.000593436,0.0122646,0
2500000,Salamandrella_keyserlingii,Ranodon_sibiricus,232.401,0.0985839,-0.00101761,2.47431e-05,0
2500000,Opithisthotriton_kayi,Batrachosauroides_gotoi,182.527,0.0460004,0.00167674,0.0429536,0
2500000,Ambystoma_gracile,Ambystoma_opacum,229.394,0.0904782,0.000643144,0.00362673,0
2500000,Salamandra_infraimmaculata,Lyciasalamandra_atifi,231.402,0.0793036,0.00244671,0.00261451,0
