generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.678635,-7898.96,200,0.0191262,1
500000,8,54.1995,-6809.35,16.7563,0.0904313,0.316
1000000,8,48.873,-6807.58,7.38115,0.0895042,0.323
1500000,10,62.4302,-6807.08,7.05309,0.0868757,0.364
2000000,6,33.873,-6811.03,5.61297,0.094952,0.33175
2500000,9,60.4298,-6801.81,11.5313,0.0899814,0.326
3000000,7,45.6459,-6804.68,5.35204,0.0930975,0.333
3500000,9,56.6469,-6807.19,7.55033,0.0880823,0.341
4000000,6,43.275,-6820.75,4.5359,0.0888337,0.3255
4500000,8,49.6754,-6814.42,10.9613,0.088716,0.312
5000000,10,68.1172,-6811.95,7.28252,0.0907039,0.336
5500000,8,52.3105,-6810.1,9.45666,0.0930483,0.3345
6000000,8,51.0984,-6817.09,6.80968,0.0926419,0.351
6500000,7,43.7316,-6809.26,3.08734,0.093339,0.295
7000000,8,50.7863,-6816.59,6.71899,0.0956561,0.3575
7500000,10,57.9301,-6805.16,10.2669,0.0871641,0.344
8000000,6,33.0175,-6809.55,9.26904,0.0900197,0.312333
8500000,9,60.7651,-6809.68,6.88521,0.0950307,0.357
9000000,8,49.8757,-6807.55,12.1897,0.0915422,0.34
9500000,7,48.1148,-6806.72,6.49844,0.0938339,0.367
10000000,8,54.6756,-6806.91,12.8899,0.0916312,0.335
10500000,8,53.3997,-6801.76,7.2111,0.0877744,0.33
11000000,7,48.7983,-6816.28,6.92729,0.0863525,0.33
11500000,10,65.1176,-6810.6,7.41163,0.0862203,0.316
12000000,6,39.075,-6815.11,10.3694,0.090417,0.31
12500000,8,52.1123,-6826.15,10.8927,0.0944982,0.347
13000000,12,72.48,-6805.46,14.5974,0.0926234,0.353
13500000,9,54.98,-6804.31,9.82966,0.0879885,0.358
14000000,7,44.1064,-6816.58,6.24898,0.0892008,0.332
14500000,9,61.6942,-6806.46,8.67577,0.0866907,0.311
15000000,12,76.9913,-6797.55,12.5824,0.0883848,0.348
15500000,5,31.7508,-6820.8,9.49355,0.0877423,0.318
16000000,9,54.5182,-6811.26,7.48412,0.0905531,0.3505
16500000,8,49.5682,-6812.27,8.0755,0.0851983,0.328333
17000000,8,51.6399,-6809.46,6.9726,0.091132,0.3555
17500000,10,67.356,-6795.53,16.5258,0.0906977,0.333
18000000,9,56.9318,-6803.79,5.82444,0.0896116,0.33
18500000,8,52.7258,-6800.28,14.3708,0.0941245,0.323
19000000,9,57.6209,-6807.84,4.88218,0.0844558,0.333
19500000,8,48.6676,-6802.84,11.0291,0.0931726,0.3335
20000000,11,68.0665,-6805.88,9.20746,0.0911159,0.341
20500000,7,44.4586,-6811.49,4.79074,0.0840443,0.3295
21000000,15,92.0525,-6801.81,15.6877,0.0870638,0.339
21500000,6,35.4424,-6815.78,9.06277,0.0942026,0.332
22000000,9,62.7235,-6822.15,5.85231,0.088933,0.336
22500000,8,55.0394,-6811.67,12.4714,0.0874221,0.33
23000000,7,43.1394,-6814.15,11.984,0.0881281,0.332
23500000,11,72.1253,-6802.98,9.05286,0.0912977,0.363
24000000,7,42.072,-6814.21,6.74671,0.0898308,0.3405
24500000,6,38.5338,-6816.76,8.39773,0.0914401,0.329
25000000,7,45.7968,-6811.55,7.84119,0.0886672,0.326
25500000,9,57.0914,-6802.63,9.18277,0.094019,0.352
26000000,6,38.2906,-6815.62,6.92638,0.089041,0.329
26500000,12,80.6647,-6799.51,15.7257,0.0893413,0.343
27000000,8,54.0109,-6813.53,8.3671,0.0934641,0.314
27500000,11,71.1489,-6804.16,16.5074,0.0915895,0.312
28000000,10,69.7924,-6820.26,10.6092,0.0900472,0.327
28500000,6,38.081,-6815.6,4.26611,0.0885489,0.327
29000000,12,81.5709,-6805.08,11.2717,0.0877696,0.37
29500000,13,80.2619,-6795.64,15.2984,0.0930688,0.334
30000000,8,56.9227,-6811.11,7.78705,0.0954773,0.299
30500000,8,49.9303,-6803.57,8.60009,0.0901881,0.346
31000000,9,57.5371,-6813.69,9.56819,0.0899359,0.322
31500000,10,63.5699,-6808.56,8.87063,0.0921642,0.331
32000000,8,50.2188,-6804.66,10.2227,0.0874794,0.329
32500000,7,46.9348,-6821.54,8.72393,0.0935073,0.33
33000000,10,69.3913,-6805.94,8.5814,0.0904781,0.346
33500000,11,73.1667,-6811.2,15.1105,0.0958875,0.345
34000000,8,50.9627,-6810.13,7.92294,0.0925902,0.363
34500000,7,44.0145,-6809.57,7.15233,0.0901188,0.312
35000000,6,37.6841,-6820.63,4.22781,0.0859735,0.33
35500000,10,65.616,-6796.47,7.77633,0.0883662,0.359
36000000,7,43.5009,-6807.38,6.39751,0.0949415,0.329
36500000,8,49.515,-6802.57,14.049,0.0912755,0.3335
37000000,9,61.8453,-6813.04,10.7161,0.0900896,0.333
37500000,11,76.2032,-6816.94,5.57465,0.0934118,0.346
38000000,12,77.5051,-6799.02,11.5595,0.0887642,0.284
38500000,5,35.1933,-6819.7,11.8515,0.0881918,0.3314
39000000,9,54.682,-6815.66,6.36905,0.0983516,0.37
39500000,8,52.8585,-6811.29,9.43244,0.0901208,0.337
40000000,6,42.4318,-6816.66,7.66194,0.0891325,0.3405
40500000,7,45.1119,-6819.49,5.18684,0.0868684,0.297
41000000,6,41.7683,-6820.8,9.482,0.0916383,0.3345
41500000,9,59.1486,-6806.11,8.26848,0.0879602,0.318
42000000,8,47.6212,-6811.52,8.71509,0.0936556,0.329
42500000,7,42.8853,-6805.62,11.9564,0.0948942,0.339
43000000,12,76.7029,-6806.14,10.3934,0.0899515,0.375
43500000,9,60.1877,-6811.78,6.09365,0.0895531,0.363
44000000,7,45.6456,-6811.73,6.42315,0.0921545,0.322
44500000,10,67.403,-6805.3,9.78971,0.0836429,0.348
45000000,9,56.6534,-6802.76,7.77067,0.0902838,0.33
45500000,8,52.7215,-6809.02,5.83571,0.0897517,0.339
46000000,6,40.5981,-6807.15,9.68883,0.0898558,0.326
46500000,6,39.7798,-6809.65,2.14096,0.0910254,0.321
47000000,6,39.0434,-6818.62,5.35602,0.0958489,0.325667
47500000,7,42.2537,-6807.04,8.94352,0.0909777,0.330667
48000000,11,65.5339,-6809.28,12.2352,0.0846731,0.334
48500000,9,60.0766,-6811.52,16.2108,0.0892258,0.352
49000000,7,44.6495,-6811.29,7.83408,0.0925484,0.353
49500000,11,70.9196,-6801.54,12.0493,0.0925568,0.325
50000000,8,52.609,-6809.52,8.76212,0.0887126,0.339
50500000,11,76.0532,-6812.75,15.2622,0.0913959,0.354
51000000,6,38.0076,-6812.54,9.15422,0.0926023,0.3215
51500000,7,43.7242,-6810.49,10.5429,0.0913114,0.317
52000000,8,49.2839,-6805.67,2.71909,0.0923378,0.3235
52500000,7,43.6457,-6813.62,6.03309,0.0861046,0.344
53000000,7,35.8862,-6815.32,7.43752,0.0924213,0.3395
53500000,7,46.9711,-6819.18,11.3221,0.0924537,0.36
54000000,8,54.5859,-6813.84,7.98768,0.0923151,0.331
54500000,9,54.6623,-6812.68,4.53133,0.0877762,0.3415
55000000,9,61.9034,-6802.58,9.85901,0.091182,0.35
55500000,11,68.0965,-6808.33,11.4711,0.0913758,0.339
