generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.36828,-777.416,200,1
1000000,30,179.412,8.23043,30.4289,0.2565
2000000,54,332.944,5.74377,56.9316,0.279
3000000,38,235.089,31.5286,37.2723,0.240667
4000000,31,187.6,21.0125,33.194,0.249429
5000000,38,220.141,21.1562,35.6791,0.217
6000000,51,319.106,8.2933,51.6945,0.261
7000000,30,186.453,-4.97122,27.7697,0.266667
8000000,36,211.845,-24.4247,42.7164,0.2635
9000000,42,236.802,42.3892,39.0967,0.234
10000000,53,321.205,50.147,58.4285,0.2495
11000000,27,168.863,-2.39487,32.3918,0.253667
12000000,46,285.554,32.4307,44.6365,0.25
13000000,39,219.129,-23.3316,42.1314,0.266
14000000,27,171.975,11.3912,28.133,0.2545
15000000,45,270.246,20.269,45.6441,0.269
16000000,32,182.668,7.12159,25.7954,0.244833
17000000,16,101.025,-31.9853,11.7937,0.259
18000000,63,376.646,17.047,68.8806,0.2535
19000000,31,173.853,-13.7083,31.3378,0.262
20000000,30,176.153,35.9132,31.9729,0.264444
21000000,63,362.651,24.5543,69.5487,0.251
22000000,27,159.879,8.41047,29.7619,0.252667
23000000,50,295.793,59.5709,44.5992,0.246
24000000,33,193.379,5.91929,37.3696,0.271
25000000,57,357.117,27.4029,62.3043,0.265
26000000,37,218.314,26.731,60.4756,0.2415
27000000,36,218.27,-4.25744,42.6307,0.2455
28000000,66,392.012,61.0486,64.7227,0.24
29000000,36,229.107,5.05976,34.5255,0.272
30000000,28,167.705,6.21069,31.5763,0.242
31000000,32,202.137,-21.2012,27.3491,0.243
32000000,34,204.418,9.02013,39.4545,0.2635
33000000,68,414.735,30.1688,80.5901,0.224
34000000,50,300.481,52.5511,54.7354,0.2325
35000000,30,189.043,1.93515,25.3272,0.2425
36000000,45,263.166,43.6866,36.862,0.224
37000000,39,229.504,26.1959,49.8265,0.261333
38000000,31,177.947,14.4952,24.3215,0.259143
39000000,36,203.77,17.9381,29.3987,0.252
40000000,50,292.002,-14.4708,65.6427,0.254
41000000,36,210.718,44.9265,23.8948,0.2455
42000000,28,163.731,-1.93031,35.3046,0.2645
43000000,38,217.882,-6.82547,41.8557,0.2445
44000000,62,367.394,37.2649,70.9475,0.235
45000000,41,251.442,67.952,61.4011,0.241
46000000,39,226.61,11.9071,30.4364,0.2345
47000000,42,257.199,11.1763,32.3309,0.25
48000000,50,312.117,0.320046,59.3633,0.257
49000000,34,203.914,31.7173,35.56,0.239
50000000,33,202.104,20.4544,43.6069,0.246
51000000,18,113.498,-52.6034,21.9365,0.254667
52000000,38,234.227,18.4048,44.4563,0.224
53000000,48,286.422,37.7517,45.6984,0.22
54000000,23,140.174,11.9942,25.2307,0.238
55000000,34,200.701,19.8036,44.0692,0.235
56000000,84,477.293,42.7924,87.3258,0.257
57000000,30,177.175,-24.1888,29.2303,0.27
58000000,21,128.282,26.0594,18.2602,0.221
59000000,43,262.33,14.9182,39.883,0.258
60000000,33,202.782,36.5979,32.2838,0.248
61000000,46,286.564,9.17158,36.5922,0.262
62000000,53,307.889,15.5477,56.5062,0.225
63000000,40,236.075,11.0668,47.0352,0.238
64000000,30,180.742,-7.71223,29.125,0.257
65000000,48,287.813,24.8262,56.2352,0.24
66000000,41,240.769,-4.94496,48.7145,0.2685
67000000,40,237.676,30.5968,40.4531,0.2355
68000000,30,172.618,16.9277,26.3881,0.2645
69000000,37,225.51,1.32422,41.5537,0.250667
70000000,30,174.289,35.2451,31.3932,0.223
71000000,69,396.768,32.0165,58.7013,0.253
72000000,43,252.565,53.9752,46.5642,0.2305
73000000,31,185.296,32.3441,31.5923,0.23
74000000,42,255.378,52.7431,45.135,0.245
75000000,62,376.453,4.38703,61.3317,0.2565
76000000,71,426.683,37.6621,68.795,0.266
77000000,49,291.409,3.70746,49.6554,0.2455
78000000,39,224.182,35.2153,40.1899,0.2415
79000000,61,380.046,44.8829,77.9141,0.234
80000000,53,331.868,21.5578,58.0845,0.256
81000000,37,231.497,-44.0574,40.7929,0.26775
82000000,29,166.585,-1.52771,26.3965,0.2645
83000000,26,155.361,18.9378,23.0191,0.243
84000000,74,443.65,24.3767,64.596,0.264
85000000,54,333.907,-1.25232,41.976,0.25
