generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.702505,-3228.66,200,0.013422,0
500000,6,34.1365,-3025.34,4.64146,0.00451943,0.3535
1000000,7,41.1325,-3014.65,13.4273,0.00417195,0.3415
1500000,16,97.5398,-2997.48,15.0537,0.00448763,0.355
2000000,10,59.5465,-3011.1,12.2761,0.0037506,0.362
2500000,12,65.2002,-3001.17,17.6565,0.00452576,0.375
3000000,14,87.0946,-3007.7,20.3619,0.00498554,0.382
3500000,12,73.9411,-3013.01,10.3242,0.00462038,0.385
4000000,9,52.2111,-3022.7,5.65081,0.00433272,0.361
4500000,7,41.0668,-3026.67,7.60067,0.00471185,0.355667
5000000,10,59.964,-3021.14,11.9959,0.0047059,0.366
5500000,8,47.2091,-3014.29,13.3553,0.00369369,0.37
6000000,14,83.2024,-3012.4,14.8879,0.00361183,0.379
6500000,9,57.3999,-3014.68,8.77256,0.00483843,0.341
7000000,7,44.7888,-3018.51,6.81072,0.00449929,0.387364
7500000,10,56.994,-3010.86,12.494,0.00514987,0.356
8000000,12,68.7654,-3020.77,11.2901,0.00444953,0.402
8500000,10,57.4461,-3011.46,8.17425,0.00512045,0.369
9000000,9,50.1942,-3013.91,6.24927,0.00520642,0.356
9500000,15,83.1634,-2994.41,12.9153,0.00506296,0.347
10000000,9,54.4994,-3024.56,10.6105,0.00398414,0.375
10500000,10,55.2412,-3013.08,12.8115,0.00411271,0.398
11000000,8,49.8068,-3027.56,10.0964,0.00552872,0.363
11500000,8,45.7492,-3014.33,6.06729,0.00465668,0.335
12000000,10,50.6863,-3005.38,13.8845,0.00611738,0.341
12500000,9,46.4337,-3025.24,12.4984,0.00613041,0.399
13000000,8,49.915,-3009.99,3.79642,0.00437771,0.351
13500000,6,29.5629,-3025.91,6.39596,0.00487919,0.373167
14000000,6,35.787,-3026.18,9.69392,0.00444387,0.337
14500000,10,62.7929,-3008.91,15.4636,0.00406929,0.328
15000000,10,58.7849,-3003.69,11.7913,0.00471066,0.337
15500000,10,67.7539,-3008.18,9.40498,0.00376174,0.364333
16000000,8,49.6793,-3010.95,7.84936,0.00399017,0.343
16500000,10,58.876,-3019.43,13.5287,0.00479534,0.336
17000000,9,54.7908,-3009.64,9.69239,0.00514792,0.334
17500000,13,78.4566,-2999.41,11.1011,0.00439191,0.366
18000000,11,67.4485,-3004.54,10.1849,0.00470126,0.362
18500000,11,64.6486,-3014.99,14.8466,0.00493995,0.309
19000000,10,63.0855,-3012.06,12.4711,0.00431291,0.375
