generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.20895,-775.339,200,1
1000000,54,326.625,51.8234,42.9715,0.258
2000000,45,262.306,22.046,38.135,0.253
3000000,56,340.912,37.9274,53.49,0.253
4000000,52,295.858,36.9865,51.3388,0.249
5000000,63,372.348,23.7278,56.1367,0.264
6000000,47,282.562,7.37856,51.6133,0.24
7000000,22,126.792,0.805914,30.9724,0.244
8000000,34,190.176,-3.44865,36.9774,0.2265
9000000,73,430.943,77.4596,75.4545,0.244
10000000,37,210.046,27.2606,36.7684,0.2385
11000000,58,355.681,46.7559,46.2991,0.2535
12000000,17,97.2451,-12.3745,25.6202,0.255692
13000000,59,349.514,23.0719,53.5177,0.26
14000000,44,264.678,38.8105,45.0618,0.217
15000000,68,413.781,52.3986,70.532,0.23
16000000,39,226.115,7.87986,40.3288,0.25775
17000000,49,285.824,28.9143,47.7572,0.2255
18000000,63,372.6,33.4371,55.4477,0.261
19000000,55,339.427,22.6264,63.9924,0.233
20000000,41,239.893,49.8289,49.3029,0.26
21000000,54,311.449,15.6393,55.3157,0.27
22000000,48,282.205,22.2793,54.4946,0.255
23000000,42,255.499,-21.8971,40.7225,0.2735
24000000,58,354.416,31.5975,60.4127,0.242
25000000,52,310.055,12.0038,51.9501,0.2535
26000000,36,221.313,21.7582,33.6743,0.248
27000000,33,197.161,5.32356,40.5483,0.278
28000000,42,253.239,-14.8933,34.9635,0.274
29000000,42,255.324,-30.4976,47.2114,0.2655
30000000,32,192.694,-12.1851,29.1696,0.241
31000000,44,258.061,34.5679,52.2143,0.2255
32000000,33,194.433,38.0287,41.8903,0.2295
33000000,31,194.31,26.291,31.0572,0.2455
34000000,37,226.321,-1.06471,41.4976,0.274
35000000,54,315.744,45.7494,55.9962,0.255
36000000,41,245.408,21.5267,55.2139,0.262
37000000,75,442.974,15.3897,83.9062,0.226
38000000,35,195.499,9.79267,42.2822,0.25
39000000,48,299.361,13.0332,44.5339,0.2615
40000000,46,267.412,57.4782,39.8416,0.232
41000000,41,253.297,36.661,38.8913,0.2515
42000000,45,270.201,22.4071,31.1153,0.2345
43000000,39,226.131,13.3563,34.2272,0.252
44000000,57,335.835,-2.2067,54.4069,0.256
45000000,51,305.125,11.2651,41.4369,0.26
46000000,26,151.961,27.6216,25.7098,0.2195
47000000,77,463.628,44.9434,68.2162,0.254
48000000,40,248.444,51.1504,39.5996,0.23
