generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.689353,-3231.31,200,0.013422,0
500000,8,49.04,-3015.4,7.18987,0.00455429,0.369
1000000,12,71.4211,-3005.84,13.5366,0.00437862,0.384
1500000,6,40.4832,-3023.74,5.89988,0.00423461,0.366
2000000,7,43.7554,-3024.67,6.61596,0.00596177,0.359333
2500000,8,52.7333,-3011.3,3.72449,0.00426721,0.351
3000000,9,53.2774,-3008.05,10.4115,0.00499769,0.327
3500000,5,33.1486,-3027.69,12.3531,0.00469773,0.36
4000000,9,53.7792,-3001.4,14.3881,0.00467227,0.375
4500000,12,81.2424,-3010.16,12.2912,0.00469348,0.37
5000000,12,65.2545,-3008.94,12.4497,0.00420728,0.368
5500000,11,69.9796,-3005.31,10.0948,0.00438865,0.374
6000000,10,64.549,-3016.86,14.7849,0.00409806,0.3715
6500000,11,71.4833,-3005.56,10.3438,0.00415474,0.381
7000000,10,62.9935,-3004.5,14.1897,0.00484796,0.346
7500000,10,61.396,-3004.57,9.5069,0.00466742,0.344
8000000,13,77.6728,-3006.95,13.3122,0.00418722,0.38
8500000,9,56.7346,-3026.09,18.4725,0.00520316,0.355
9000000,18,106.803,-3006.51,26.3464,0.00472981,0.379
9500000,10,60.031,-3006.06,13.7503,0.0039146,0.312
10000000,10,57.8318,-3014.56,7.07907,0.00412122,0.376
10500000,12,76.9915,-3012.48,10.4234,0.00468083,0.345
11000000,10,65.098,-3026.61,12.9805,0.0048894,0.358
11500000,8,52.3364,-3012.93,9.85007,0.00456605,0.339
12000000,8,49.9243,-3019.8,8.98517,0.00575182,0.368
12500000,8,50.8456,-3009.09,6.79507,0.00441151,0.343
13000000,7,37.2515,-3013.83,9.8909,0.00410097,0.376
13500000,12,76.9897,-3011.31,10.4173,0.00552682,0.368
14000000,9,57.3774,-3012.34,11.6034,0.00572223,0.366
14500000,8,50.3387,-3020.36,4.48329,0.00352885,0.3645
15000000,11,70.0791,-3010.77,12.61,0.00454986,0.365
15500000,13,79.3875,-3007.71,10.9782,0.00450781,0.367
16000000,12,69.4559,-3010.39,11.0422,0.00413164,0.363
16500000,10,58.4657,-3029.53,7.97674,0.00497583,0.372
17000000,14,80.8916,-3001.42,14.0814,0.004471,0.391
17500000,10,63.5498,-3009.9,7.84046,0.00449419,0.325
18000000,7,44.002,-3019.91,7.80509,0.00441411,0.376
18500000,9,57.7722,-3021.26,10.6222,0.00438455,0.367
19000000,12,73.5879,-3004.14,13.4629,0.00502627,0.39
19500000,11,69.1413,-3007.85,13.1082,0.00520531,0.394
20000000,9,55.5336,-3012.44,7.54636,0.00384362,0.377
20500000,9,49.5448,-3020.29,5.43875,0.00405654,0.356
21000000,9,50.7166,-3015.04,4.23581,0.0045943,0.3465
21500000,13,79.5817,-3014.08,14.2442,0.00482109,0.361
22000000,9,54.1758,-3014.47,8.89377,0.00393798,0.363
22500000,7,39.4043,-3012.12,12.4004,0.0044551,0.345167
23000000,9,59.0872,-3025.67,10.8931,0.00440668,0.368
23500000,14,86.4255,-3007.92,21.7736,0.0046505,0.349
24000000,9,56.4195,-3011.4,8.44077,0.00463319,0.364
24500000,14,84.7584,-3002.24,16.1211,0.00518834,0.367
25000000,10,65.5209,-3014.12,9.11129,0.0048493,0.344
25500000,13,73.9494,-3019.73,13.8131,0.00445338,0.373
26000000,10,56.3844,-3000.83,9.7535,0.00561707,0.3705
