generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.37647,-777.389,200,1
1000000,41,241.952,17.7066,42.486,0.257
2000000,49,292.742,-1.54648,42.5183,0.2385
3000000,43,259.427,12.7224,46.6682,0.231
4000000,35,218.183,37.7048,38.4524,0.236667
5000000,16,95.7042,30.6281,26.4043,0.2455
6000000,61,368.403,18.5034,77.066,0.2515
7000000,58,355.916,24.6191,62.965,0.235
8000000,33,191.85,-2.1905,32.0292,0.2468
9000000,37,219.499,6.86303,30.1293,0.2485
10000000,39,228.403,9.13114,44.66,0.2475
11000000,26,158.052,15.1717,25.432,0.2515
12000000,36,214.306,16.9384,30.2585,0.235
13000000,30,179.695,32.8671,31.3707,0.246
14000000,34,204.978,70.5686,27.8357,0.231
15000000,32,192.539,10.6715,33.2211,0.247
16000000,34,188.604,4.22909,25.4233,0.2295
17000000,30,174.186,18.5817,24.2952,0.234
18000000,51,295.779,24.9673,46.2349,0.238
19000000,36,211.603,7.44318,35.1298,0.253
20000000,48,287.998,25.908,45.897,0.2665
21000000,64,380.482,2.30239,53.8735,0.272
22000000,57,340.796,13.2945,49.5934,0.257
23000000,66,400.627,18.6367,67.2423,0.257
24000000,67,404.711,30.4095,60.6268,0.247
25000000,62,384.065,16.1471,65.1137,0.256
26000000,54,319.552,33.0581,57.8405,0.2605
27000000,72,426.279,14.5175,81.9777,0.258
28000000,25,142.06,15.7504,26.9165,0.234
29000000,27,158.128,6.27019,29.6923,0.257
30000000,44,267.009,31.5266,44.5526,0.238
31000000,25,144.694,8.52617,29.8393,0.244
32000000,65,382.531,14.6355,80.2119,0.249
33000000,35,188.957,21.3817,36.2958,0.252
34000000,56,334.84,20.2335,47.6088,0.246
35000000,25,138.929,-15.4055,20.0872,0.252667
36000000,53,314.052,24.6398,59.095,0.256
37000000,45,267.721,17.6067,50.9883,0.245
38000000,78,468.067,47.0004,83.9501,0.235
39000000,31,180.407,16.9785,31.0507,0.253
40000000,42,244.366,4.52099,32.6679,0.274
41000000,41,242.523,37.4892,48.3506,0.2365
42000000,39,237.053,15.2844,34.6775,0.242
43000000,32,206.531,0.864286,33.2289,0.248
44000000,15,95.6954,48.3462,18.4341,0.225
45000000,35,216.567,33.0373,32.3535,0.231
