generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.689353,-3238.88,200,0.013422,0
500000,6,37.8827,-3023.16,6.24827,0.00458584,0.360208
1000000,6,38.9023,-3027.3,3.40192,0.0043318,0.3315
1500000,14,91.7423,-3007.73,14.6089,0.00393047,0.365
2000000,11,67.4442,-3021.6,10.4502,0.00433946,0.3615
2500000,10,61.1616,-3021.12,7.25549,0.00577291,0.348
3000000,13,77.921,-3026.17,7.92997,0.00465408,0.357
3500000,14,84.5376,-3010.93,12.5319,0.00478543,0.381
4000000,11,63.8619,-3011.7,12.911,0.00559247,0.363
4500000,10,58.8405,-3020.4,16.1252,0.00416942,0.352
5000000,10,60.33,-3018.44,8.35133,0.0042209,0.39
5500000,12,67.1833,-3014.68,17.3447,0.004509,0.361
6000000,11,69.305,-3012.7,14.3795,0.00385693,0.391
6500000,9,52.7216,-3029.96,22.4984,0.0050581,0.363
7000000,11,70.7089,-3014.09,10.2694,0.00480346,0.371
7500000,13,76.3911,-3016.29,14.9904,0.00503129,0.353
8000000,12,79.6523,-3027.26,8.19493,0.00546312,0.374
8500000,9,58.6126,-3022.05,16.5918,0.00459997,0.389
9000000,9,50.7689,-3022.3,10.1386,0.00420045,0.347
9500000,7,37.0018,-3017.63,4.27403,0.00521956,0.358667
10000000,7,44.1429,-3026.02,7.42649,0.00426672,0.343
10500000,9,52.6619,-3024.89,7.11195,0.00550545,0.374
11000000,10,63.6522,-3008.11,8.438,0.00405793,0.351
11500000,9,60.2256,-3013.58,14.8194,0.00468958,0.357
12000000,8,46.7861,-3011.2,7.5046,0.00490047,0.344
12500000,13,83.498,-3028.97,16.1794,0.0039072,0.361
13000000,10,66.5899,-3010.04,14.1301,0.00421061,0.368
13500000,6,38.299,-3027.53,11.1514,0.00487881,0.3275
14000000,10,61.5274,-3010.66,12.1861,0.00470422,0.348
14500000,9,47.4424,-3027.85,11.1284,0.00392179,0.351
15000000,9,57.1136,-3013.87,10.6177,0.00426622,0.331
15500000,8,48.2674,-3023.49,9.3649,0.00402371,0.328
16000000,14,89.8175,-3000.77,15.3548,0.00476291,0.371
16500000,8,48.0895,-3016.68,7.6953,0.00490495,0.36
17000000,15,91.7739,-3026.31,15.6674,0.00464752,0.359
17500000,9,53.2203,-3016.24,6.99931,0.00414661,0.356
18000000,10,60.2653,-3016.65,10.5287,0.00449319,0.363
18500000,12,76.2588,-3006.45,13.8706,0.00398921,0.368
19000000,10,57.8349,-3016.23,10.7846,0.00539813,0.3685
19500000,8,46.2171,-3029.01,8.04808,0.00502799,0.393
20000000,13,77.5007,-3010.54,19.1575,0.0044399,0.373
20500000,9,54.6146,-3015.11,9.28329,0.00490306,0.3595
21000000,10,59.1498,-3010.77,14.0255,0.00504307,0.348
21500000,11,65.4017,-3008.99,6.97088,0.00494366,0.348
22000000,18,110.757,-3002.04,19.0848,0.0045164,0.34
22500000,11,69.6281,-3014.75,7.92654,0.00480749,0.356
23000000,11,67.034,-3017.09,10.5783,0.00486505,0.347
23500000,9,56.537,-3024.91,8.44705,0.00444639,0.372
24000000,6,31.8337,-3018.31,8.6181,0.00542683,0.3465
24500000,12,81.1659,-3025.88,7.4695,0.00558473,0.371
25000000,13,80.2813,-3012.96,15.4947,0.00515252,0.384
