generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.46363,-776.785,200,0
1000000,63,395.021,78.0229,62.8317,0.233
2000000,47,287.82,24.3564,48.1639,0.2415
3000000,35,202.719,-1.31578,36.5392,0.2555
4000000,40,244.268,-8.10113,28.8292,0.2565
5000000,43,264.809,63.1773,31.098,0.254
6000000,33,203.154,-20.2549,43.1388,0.255
7000000,50,309.567,59.1841,36.6392,0.2465
8000000,44,261.817,97.8016,34.5598,0.219
9000000,53,319.164,30.4179,67.1399,0.227
10000000,46,270.615,50.9762,47.6359,0.249
11000000,41,244.672,65.7936,35.3242,0.212
12000000,36,217.363,-10.9364,39.2986,0.2585
13000000,29,175.086,38.5716,47.3033,0.237
14000000,26,161.754,14.7436,34.7719,0.240667
15000000,47,286.202,25.6977,55.8716,0.237
16000000,36,216.769,22.0411,38.381,0.2505
17000000,45,254.48,10.5189,68.7547,0.2595
18000000,41,238.311,48.5545,32.0219,0.227
19000000,65,374.627,36.5442,56.4289,0.25
20000000,32,190.957,10.0533,30.6015,0.246
21000000,39,230.314,21.8802,36.4317,0.2345
22000000,55,334.8,20.6119,63.256,0.2575
23000000,28,167.48,21.6034,21.3957,0.235
24000000,49,294.306,24.938,39.2091,0.245
25000000,37,217.463,2.30683,42.3082,0.2405
26000000,45,268.584,88.534,44.9958,0.229
27000000,34,206.491,-13.561,36.7395,0.2655
28000000,33,189.21,15.7305,38.733,0.243
29000000,49,295.355,45.2346,41.0755,0.228
30000000,37,230.902,26.2423,30.4349,0.256
31000000,30,185.38,17.6699,26.4884,0.2472
32000000,50,309.663,61.4058,47.1932,0.247
33000000,53,313.203,57.2764,48.8178,0.232
34000000,21,130.132,1.4236,22.78,0.2515
35000000,61,355.347,16.0898,47.2078,0.2475
36000000,37,229.119,-7.70181,32.948,0.248
37000000,57,347.675,-33.8097,60.205,0.2645
38000000,47,265.984,28.4465,51.8483,0.2485
39000000,25,151.234,12.6809,23.5744,0.2255
40000000,68,413.586,-2.63269,59.8516,0.263
41000000,31,189.164,-30.1997,38.1151,0.2625
42000000,25,145.499,-25.1267,22.6542,0.244
43000000,39,222.883,3.93201,47.7516,0.2555
44000000,50,288.5,69.5426,54.653,0.225
45000000,61,375.145,16.1379,73.9596,0.22
46000000,37,233.646,38.6738,35.9907,0.2485
47000000,62,353.594,5.72643,53.5771,0.271
48000000,59,356.985,2.52122,54.9842,0.271
49000000,45,264.333,8.33236,42.4616,0.249
50000000,33,185.196,29.0449,40.1494,0.254
51000000,44,266.045,21.668,48.7515,0.242
52000000,37,219.828,52.3357,32.6812,0.227
53000000,47,287.201,-14.716,46.5789,0.258
54000000,23,140.06,-5.92366,18.7341,0.2398
55000000,28,170.245,9.87409,31.65,0.247
56000000,42,262.297,29.9141,34.6165,0.235
57000000,32,194.023,31.9266,28.2511,0.2285
58000000,47,281.52,-6.38246,49.9878,0.2525
59000000,37,224.469,4.05325,31.8772,0.26
60000000,64,382.772,24.3471,72.3126,0.236
61000000,46,283.582,30.4073,54.1373,0.221
62000000,42,254.269,30.6335,41.5418,0.2375
63000000,41,234.71,33.1748,53.2691,0.228
64000000,56,335.197,49.4597,56.4569,0.19
65000000,35,198.64,4.46973,27.8183,0.251
66000000,11,59.9678,-7.35479,8.88868,0.254136
67000000,43,265.057,23.7851,41.353,0.254
68000000,28,171.961,27.788,30.8563,0.2575
69000000,41,246.408,17.8528,37.0773,0.221
70000000,53,319.407,52.5141,57.2927,0.217
71000000,37,229.09,37.1804,29.3127,0.2425
72000000,32,194.918,45.3131,29.6181,0.235
73000000,33,200.112,24.2803,39.7666,0.228
74000000,39,238.435,17.9298,37.1143,0.2475
75000000,47,286.982,3.6702,50.2054,0.253
76000000,38,224.705,45.0239,23.8819,0.246
77000000,60,352.474,47.8319,60.4904,0.231
78000000,64,393.236,89.1544,85.0747,0.244
79000000,66,394.478,65.0152,66.4619,0.211
