generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.33009,-777.911,200,1
1000000,25,142.656,-4.17038,22.2403,0.261667
2000000,61,368.945,22.2708,71.8473,0.25
3000000,32,194.365,20.3792,35.362,0.238
4000000,49,301.89,15.2884,55.8184,0.2545
5000000,26,159.789,12.8654,34.7777,0.2385
6000000,47,283.926,33.7709,56.048,0.253571
7000000,45,260.399,13.6718,36.3366,0.253
8000000,31,182.185,-16.0763,33.3107,0.248714
9000000,39,238.445,34.8942,52.8257,0.249
10000000,32,185.983,-12.1087,31.2948,0.237
11000000,45,264.628,24.9945,45.6804,0.255
12000000,65,393.037,-2.09967,56.1979,0.2565
13000000,53,324.559,82.2632,67.3355,0.256
14000000,38,210.338,48.5827,37.5172,0.241
15000000,40,241.838,7.27696,34.002,0.2695
16000000,19,109.499,-18.326,20.1548,0.2452
17000000,38,218.319,47.1742,29.1715,0.224
18000000,54,331.086,18.085,43.8189,0.228
19000000,25,147.284,7.55512,26.4662,0.271
20000000,62,383.777,37.8053,57.2386,0.278
21000000,60,355.908,38.3283,56.1258,0.239
22000000,51,294.392,24.7574,82.4848,0.236
23000000,54,334.845,43.1425,66.1854,0.221
24000000,57,355.643,25.6233,41.0477,0.256
25000000,69,424.1,-29.7758,89.6039,0.274
26000000,45,255.651,-3.38669,47.0614,0.282
27000000,33,183.149,-1.76625,30.6066,0.261333
28000000,58,335.269,46.2613,59.5411,0.216
29000000,19,110.353,3.24,18.6078,0.255
30000000,32,191.876,15.3059,34.1361,0.2415
31000000,36,217.231,-12.8047,35.6424,0.269
32000000,39,227.074,0.911909,33.4774,0.2535
33000000,24,136.485,-0.696572,21.3731,0.259
34000000,41,248.387,28.3332,46.2527,0.2445
35000000,83,499.55,43.1568,87.0806,0.25675
36000000,35,208.644,21.619,40.9433,0.241
37000000,39,222.4,37.6212,38.6896,0.232
38000000,65,396.714,6.89527,74.3156,0.246
39000000,47,284.983,-0.414551,48.5761,0.259
40000000,31,187.349,-38.4142,33.7636,0.269
41000000,34,208.254,-27.9817,36.4431,0.286
42000000,37,227.93,17.1363,52.7781,0.2464
43000000,39,236.679,24.9948,37.4862,0.245
44000000,31,190.333,44.5464,31.724,0.216
45000000,33,206.697,-2.03638,37.1258,0.253
46000000,36,210.073,3.95992,33.2618,0.254
47000000,60,364.653,6.16404,66.4158,0.2605
48000000,60,348.109,61.8547,69.5872,0.225
49000000,22,138.176,-30.3419,34.5473,0.265333
50000000,54,325.664,39.077,55.2521,0.245
51000000,59,340.057,23.9413,73.4298,0.2515
52000000,27,160.415,-35.199,30.0448,0.269
53000000,28,169.679,-19.2225,29.4518,0.264
54000000,30,179.772,40.0605,20.8278,0.2365
55000000,55,319.496,-0.499694,44.9469,0.245
56000000,47,280.037,-8.36747,42.2858,0.257
57000000,24,132.159,-7.88038,19.3696,0.237
58000000,22,124.193,19.2876,19.1,0.242286
59000000,39,229.008,-37.5115,49.7219,0.274
60000000,72,450.618,-12.7673,58.252,0.251
61000000,38,224.897,-12.7977,43.6404,0.2565
62000000,84,479.567,45.9541,79.8228,0.219
63000000,57,345.268,50.446,73.3906,0.231
64000000,58,332.055,12.5969,52.3343,0.249
65000000,34,198.919,8.17504,32.1644,0.228
66000000,41,229.302,30.7804,36.7745,0.233
67000000,43,262.942,32.1473,43.204,0.228
68000000,49,288.981,19.7961,55.7312,0.2395
69000000,62,355.884,-19.2544,63.6427,0.2685
70000000,40,242.472,29.7952,44.702,0.2565
71000000,53,311.977,-16.3875,44.7501,0.273
72000000,78,476.516,-9.31815,85.4966,0.262
73000000,34,210.756,41.3463,41.6575,0.24
74000000,32,185.974,13.886,30.1778,0.2585
75000000,44,256.336,-13.9686,45.5214,0.253
76000000,44,263.325,13.0029,47.8495,0.2665
77000000,16,103.246,3.67453,17.5918,0.2415
78000000,56,333.272,22.8137,49.3893,0.27
79000000,45,268.207,-0.171516,42.9285,0.253
80000000,39,226.098,5.34069,56.6727,0.266
81000000,53,303.258,-3.43513,53.2722,0.282
82000000,18,104.89,-3.94796,19.9522,0.258429
83000000,30,179.53,34.2645,29.0802,0.252
84000000,73,439.33,6.38965,83.2343,0.24
85000000,47,286.916,-4.52722,42.0337,0.252667
86000000,28,163.197,10.4813,27.4772,0.244
87000000,36,214.424,12.8353,38.7553,0.247
88000000,35,214.785,13.3625,28.4067,0.266
89000000,49,280.784,18.3652,47.2811,0.275
90000000,60,363.123,25.6537,67.0378,0.2495
91000000,45,265.68,33.6419,38.2348,0.2315
92000000,23,132.52,20.4359,27.8808,0.238
93000000,17,99.1165,-25.6929,23.5879,0.255
94000000,35,208.51,29.0162,33.4804,0.243
95000000,31,181.597,1.02237,24.8795,0.243273
96000000,43,259.14,57.6333,55.8183,0.2365
97000000,25,146.773,-2.14404,38.376,0.247
98000000,33,204.598,57.7024,26.6426,0.229
99000000,24,143.644,-6.02837,21.7643,0.2385
100000000,40,228.388,4.53601,39.289,0.226
101000000,35,202.321,22.5287,42.6011,0.229
102000000,58,342.723,57.4015,61.5158,0.254
103000000,44,256.321,52.2271,41.1161,0.227
104000000,47,284.599,28.8774,42.1193,0.245
105000000,43,257.231,29.1574,51.8789,0.235
106000000,50,294.402,23.2259,39.4785,0.2348
107000000,39,240.606,-14.6337,33.7364,0.2505
108000000,38,225.733,-9.31454,46.836,0.255
109000000,26,151.76,20.0098,23.6028,0.2515
110000000,24,145.876,16.1914,33.4615,0.241
111000000,27,161.618,6.06523,36.7471,0.241
112000000,17,100.231,31.6461,15.2378,0.230667
113000000,28,169.015,12.8755,25.8099,0.243
114000000,34,203.657,-6.08324,30.8359,0.25
115000000,52,319.898,26.3806,59.4174,0.242
116000000,33,197.716,33.0034,30.808,0.2275
117000000,46,263.751,-2.8711,46.3958,0.244
118000000,32,185.801,46.477,37.7098,0.224
119000000,99,598.722,38.1938,113.954,0.268
120000000,40,236.764,-7.10087,35.5897,0.259125
121000000,42,254.179,-17.2846,45.2381,0.2464
