generation,leftchild,rightchild,abstime,betainit,betashift
0,Andrias_scheuchzeri,Celtedens_ibericus,0,0.5,0
1000000,Andrias_scheuchzeri,Celtedens_ibericus,0,0.132108,-0.000341811
1000000,Thorius_troglodytes,NA,217.955,0.0308604,-0.00472684
1000000,Hynobius_naevius,NA,255.983,0.0357612,-0.00231114
1000000,Onychodactylus_japonicus,Salamandrella_keyserlingii,152.381,0.0257474,0.00895794
1000000,Onychodactylus_japonicus,Salamandrella_keyserlingii,167.743,0.136356,-0.00308591
1000000,Onychodactylus_japonicus,Salamandrella_keyserlingii,175.473,0.165725,-0.00742105
1000000,Pseudobranchus_striatus,NA,254.14,0.0109076,0.00111495
1000000,Pseudobranchus_striatus,Siren_lacertina,89.7693,0.0601265,-0.00103626
1000000,Dicamptodon_ensatus,Dicamptodon_copei,170.17,0.0152712,0.00436745
1000000,Batrachoseps_major,NA,262.127,0.0543927,-0.00137071
1000000,Ambystoma_talpoideum,NA,244.289,0.0139468,-0.00720242
1000000,Ambystoma_cingulatum,NA,256.75,0.0875799,-0.00120199
1000000,Notophthalmus_meridionalis,Notophthalmus_viridescens,237.156,0.0994675,0.00247447
1000000,Pachytriton_labiatus,Pachytriton_brevipes,255.189,0.0512882,0.00120368
1000000,Neurergus_kaiseri,Neurergus_crocatus,244.26,0.0756568,-0.00170631
1000000,Necturus_punctatus,Necturus_beyeri,169.997,0.00243076,0.00351156
1000000,Karsenia_koreana,NA,242.813,0.0617887,-0.0010117
1000000,Phaeognathus_hubrichti,NA,262.6,0.0158713,-0.00327876
1000000,Desmognathus_aeneus,NA,251.059,0.0698078,-0.00429502
1000000,Plethodon_larselli,Plethodon_vandykei,234.131,0.00792488,0.00259649
1000000,Eurycea_rathbuni,Eurycea_nana,251.566,0.0775542,0.00703862
1000000,Batrachoseps_wrighti,NA,202.498,0.0423634,0.0031246
1000000,Batrachoseps_wrighti,NA,209.128,0.17313,-0.00368539
1000000,Salamandrina_terdigitata,Archaeotriton_basalticus,214.102,0.00437373,-0.00737449
1000000,Plethodon_petraeus,NA,253.736,0.0512844,0.00293108
1000000,Nototriton_richardi,Nototriton_picadoi,251.842,0.0463847,0.00463904
1000000,Oedipina_gracilis,NA,259.26,0.0113591,-0.00100435
1000000,Chiropterotriton_dimidiatus,NA,258.105,0.0281221,0.00180798
1000000,Chiropterotriton_dimidiatus,NA,260.175,0.00772677,0.00729305
1000000,Pseudoeurycea_bellii,NA,243.35,0.132077,0.00212422
1000000,Pseudoeurycea_rex,NA,262.919,0.194926,0.00359477
1000000,Bolitoglossa_flaviventris,NA,257.744,0.00992647,0.00443541
1000000,Bolitoglossa_dofleini,NA,247.662,0.0757114,-0.000424983
1000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,153.146,0.00199685,0.00654071
1000000,Necturus_punctatus,Rhyacotriton_olympicus,96.2227,0.0381498,0.00297729
1000000,Andrias_scheuchzeri,Karaurus_sharovi,20.451,0.00940916,0.00279261
1000000,Celtedens_ibericus,NA,45.8698,0.000758018,-0.00516382
2000000,Andrias_scheuchzeri,Celtedens_ibericus,0,0.00389408,-0.00515382
2000000,Andrias_scheuchzeri,NA,182.638,0.140509,0.00331303
2000000,Onychodactylus_japonicus,NA,234.257,0.0411895,0.00709057
2000000,Salamandrella_keyserlingii,NA,250.892,0.00325215,-0.00395435
2000000,Salamandrella_keyserlingii,Ranodon_sibiricus,216.785,0.0540273,0.00497787
2000000,Onychodactylus_japonicus,Salamandrella_keyserlingii,185.736,0.0179351,-0.00250348
2000000,Sinerpeton_fengshanensis,NA,117.576,0.0101491,0.00406115
2000000,Pseudobranchus_striatus,NA,237.809,0.165424,0.00333526
2000000,Ambystoma_mexicanum,NA,260.661,0.00743412,-0.00392524
