generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.681022,-3240.23,200,0.013422,0
500000,15,95.0317,-2997.22,16.4455,0.00591138,0.356
1000000,6,35.7599,-3032.14,7.86969,0.00394062,0.327
1500000,13,73.1637,-3008.37,15.6613,0.00461104,0.379
2000000,7,44.455,-3029.49,11.132,0.00434572,0.362
2500000,11,68.2025,-3014.52,16.0043,0.00477929,0.344
3000000,11,66.3387,-3013.54,16.2814,0.00540608,0.359
3500000,12,77.9449,-3008.45,12.0254,0.00476311,0.374
4000000,8,47.5357,-3018.13,9.99912,0.00453449,0.331
4500000,8,49.4879,-3023.55,5.68619,0.00454221,0.355
5000000,13,76.2745,-3004.72,14.9678,0.00386101,0.343
5500000,10,59.5779,-3023.78,8.12223,0.0053929,0.372
6000000,10,61.8387,-3018.55,9.72422,0.00548952,0.334
6500000,9,45.0158,-3020.7,7.32333,0.0047573,0.334
7000000,10,52.5738,-3009.09,8.22075,0.00414307,0.328
7500000,9,53.3834,-3011.73,8.30016,0.00421173,0.328
8000000,9,57.4764,-3019.12,10.6648,0.00451416,0.34
8500000,13,77.2422,-3014.83,19.9746,0.00355265,0.341
9000000,12,68.5053,-3020.66,11.7143,0.00589476,0.364
9500000,7,43.0452,-3021.36,4.99768,0.00495844,0.338
10000000,9,50.8021,-3019.36,9.46916,0.00520788,0.372
10500000,11,62.1693,-3020.9,12.0549,0.00367087,0.312
11000000,13,72.4017,-3012.32,15.9076,0.00525168,0.331
11500000,10,60.5794,-3023.32,11.8662,0.00448241,0.351
12000000,13,79.7265,-3006.54,14.0219,0.00477393,0.389
12500000,9,56.156,-3020.78,9.29955,0.00453727,0.352
13000000,10,62.5264,-3016.01,7.14625,0.00552729,0.326
13500000,6,32.4001,-3023.79,2.10429,0.00444174,0.37
14000000,12,75.7996,-3022.07,18.6932,0.0045106,0.393
14500000,6,39.1948,-3018.85,9.28273,0.00479531,0.351
15000000,12,71.818,-3010.8,26.8262,0.00471797,0.37
15500000,11,54.4867,-3010.21,20.7793,0.00561654,0.381
16000000,10,53.1222,-3015.73,11.0786,0.00426645,0.293
16500000,7,45.8171,-3026.99,6.06394,0.00471612,0.36
17000000,10,57.3309,-3009.96,14.1256,0.00399813,0.371
17500000,9,50.9719,-3012.76,6.72824,0.0050688,0.354725
18000000,13,75.8378,-3005.06,16.0694,0.00413761,0.373
18500000,10,45.946,-2999.98,8.84258,0.00460497,0.359
19000000,14,82.123,-3007.85,12.8166,0.00483243,0.388
19500000,7,36.8358,-3007.13,7.78452,0.00451589,0.304
20000000,10,65.1297,-3017.79,10.9951,0.00374182,0.34
20500000,7,46.2446,-3027.24,6.79069,0.00409955,0.366
21000000,18,100.772,-3011.11,24.0302,0.00383272,0.391
21500000,7,39.4836,-3027.28,7.35038,0.00499324,0.357857
22000000,11,57.1521,-3014.72,6.75957,0.00436255,0.339
22500000,12,67.7172,-3017.81,9.39488,0.00374104,0.307
23000000,14,81.9064,-3010.86,20.5209,0.00421588,0.343
23500000,13,78.0532,-3018.74,15.7128,0.00460885,0.349
24000000,11,63.1473,-3014.72,13.3759,0.00508595,0.365
24500000,9,55.0376,-3028.1,6.38994,0.00407387,0.36
25000000,8,44.9662,-3010.39,12.294,0.00483838,0.324
25500000,14,81.1069,-3020.21,19.0922,0.005339,0.359
26000000,13,64.117,-3015.35,11.535,0.00482579,0.351
26500000,14,86.0965,-3015.16,15.5825,0.00315656,0.339
27000000,14,85.6349,-3000.31,15.1768,0.00475573,0.352
27500000,9,45.0385,-3015.25,8.924,0.00484645,0.342
28000000,11,69.0154,-3010.44,8.6847,0.00538643,0.354
28500000,8,48.5498,-3019.9,9.58431,0.00599988,0.331
29000000,10,64.9529,-3032.05,12.5244,0.00442292,0.334333
29500000,9,52.1144,-3020.09,9.32156,0.00576542,0.326
30000000,9,48.6438,-3015.96,7.76763,0.00373002,0.36
30500000,6,31.6116,-3019.43,9.50183,0.0049768,0.334
31000000,13,75.4593,-3013.09,15.9852,0.00377482,0.357
31500000,14,78.294,-3004.16,14.7036,0.00494387,0.351
32000000,8,35.5738,-3015.61,12.131,0.00406276,0.362
32500000,12,74.4362,-3007.58,10.2071,0.00447954,0.34
33000000,12,75.3313,-3020.64,6.05157,0.00493362,0.377
33500000,11,65.9789,-3002.25,9.10116,0.00530455,0.336
34000000,8,43.7102,-3020.2,7.17604,0.00432042,0.34925
34500000,7,38.013,-3015.52,10.5574,0.00500833,0.366176
35000000,9,53.1216,-3016.43,12.4811,0.00376145,0.346
