generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.681022,-7896.06,200,0.0191262,1
500000,10,61.544,-6796.64,14.5893,0.0941295,0.328
1000000,7,43.025,-6805.01,9.64567,0.0911787,0.303
1500000,10,59.2919,-6800.84,22.0019,0.086431,0.347
2000000,8,57.1723,-6812.96,8.02758,0.0909643,0.346
2500000,10,63.7249,-6796.04,6.44066,0.0915005,0.32
3000000,6,37.4218,-6809.68,6.483,0.0956666,0.331
3500000,9,58.117,-6802.59,6.76173,0.0914807,0.316
4000000,7,44.677,-6807.01,7.49472,0.088003,0.352
4500000,8,52.9996,-6811.8,8.26418,0.0903693,0.337
5000000,7,48.797,-6816.44,4.31999,0.0919615,0.332
5500000,8,43.5327,-6798.38,8.65243,0.0882498,0.333
6000000,13,86.6965,-6802.31,20.1877,0.0886258,0.361
6500000,9,52.7417,-6795.31,10.6157,0.0939268,0.322
7000000,8,50.6783,-6805.72,6.30753,0.0892523,0.327
7500000,14,92.1798,-6799.87,16.908,0.0899704,0.333
8000000,9,59.7218,-6800.2,11.7918,0.090091,0.305
8500000,8,51.9977,-6806.92,5.39544,0.0893454,0.34
9000000,7,42.6916,-6815.14,1.69796,0.0913072,0.3295
9500000,8,49.8053,-6811.84,12.5843,0.0904895,0.339
10000000,8,55.1933,-6803.76,9.27181,0.0931179,0.3285
10500000,8,52.9489,-6804.97,10.4488,0.0902628,0.311
11000000,8,52.1977,-6805.57,10.6901,0.0892193,0.3292
11500000,10,63.2734,-6808.57,9.39157,0.0882318,0.322
12000000,8,52.0489,-6805.78,8.16401,0.0907221,0.332
12500000,10,58.393,-6796.67,6.13922,0.0880581,0.305
13000000,13,74.4281,-6805.97,13.7182,0.0897353,0.343
13500000,9,57.6099,-6808.38,10.1601,0.0934488,0.331
14000000,7,43.9295,-6814.9,8.44633,0.0918891,0.3335
14500000,8,51.5346,-6812.29,13.6033,0.0903569,0.369
15000000,8,51.5783,-6814.22,9.84669,0.0881024,0.323
15500000,6,42.2965,-6810.07,6.23512,0.0903695,0.329393
16000000,9,55.7834,-6800.7,9.69206,0.0895089,0.347
16500000,7,46.615,-6816.62,4.25312,0.0896594,0.33
17000000,10,63.5422,-6799.04,11.0714,0.0919878,0.312
17500000,8,50.9287,-6803.61,7.37597,0.0889658,0.335
18000000,9,62.5766,-6809.49,4.40441,0.0886601,0.331
18500000,9,62.0021,-6804.28,6.9515,0.0871362,0.3475
19000000,10,66.226,-6807.17,6.11109,0.0883746,0.3645
19500000,8,51.0194,-6805.52,7.91223,0.0905342,0.339
20000000,11,72.3958,-6793.55,13.2167,0.0888573,0.35
20500000,10,63.8115,-6803.54,10.2786,0.0944626,0.341
21000000,11,65.7566,-6797.27,9.53115,0.087584,0.3675
21500000,8,52.3149,-6811.88,10.0943,0.0918893,0.3395
22000000,9,59.4815,-6799.01,8.20109,0.0938654,0.292
22500000,9,58.0919,-6806,9.06393,0.0880188,0.348
23000000,10,71.4067,-6815.44,13.2931,0.0911477,0.372
23500000,10,65.0134,-6805.81,17.2249,0.090973,0.337
24000000,8,49.7716,-6809.68,19.8067,0.0942684,0.307
24500000,7,46.8098,-6809.36,5.94387,0.0888776,0.322
25000000,8,57.0165,-6815.91,9.27039,0.0892936,0.322
25500000,9,62.0892,-6809.57,6.35096,0.0921114,0.346
26000000,6,40.5975,-6816.23,7.92611,0.0922482,0.3446
26500000,7,38.7097,-6809.39,2.97453,0.0906782,0.33575
27000000,7,46.1662,-6815.41,10.5377,0.090247,0.342385
27500000,8,54.0143,-6813.09,4.91992,0.0938631,0.356
28000000,9,59.5192,-6817.11,15.003,0.0898968,0.342
28500000,8,55.2225,-6817.49,11.3825,0.0921773,0.351
29000000,10,63.0458,-6811.84,10.1246,0.090896,0.387
29500000,13,75.3258,-6808.64,13.2366,0.0921877,0.345
30000000,8,55.5303,-6810.51,11.9734,0.0936847,0.325
30500000,8,48.6042,-6802.13,5.69808,0.0921301,0.34
31000000,9,59.6502,-6802.04,4.27786,0.0910053,0.328
31500000,10,63.0176,-6817.06,15.4432,0.0889159,0.37
32000000,9,58.7302,-6795.84,10.1407,0.0930339,0.309
32500000,7,48.5453,-6812.11,10.0427,0.090954,0.324
33000000,9,54.6755,-6805.95,7.22024,0.0855736,0.34
33500000,6,37.7777,-6809.6,10.25,0.0892144,0.328
34000000,9,56.7313,-6812.81,9.40101,0.0878899,0.332
34500000,8,49.2902,-6808.13,6.44524,0.0923604,0.328
35000000,9,61.5608,-6817.13,17.9431,0.090852,0.332667
35500000,7,47.6695,-6810.24,2.63575,0.0900708,0.325
36000000,8,49.9303,-6811,10.7383,0.0927719,0.325
36500000,11,74.1087,-6807.28,9.05653,0.0930031,0.345
37000000,8,53.9305,-6807.67,7.95448,0.0907684,0.2985
37500000,6,42.1198,-6819.99,6.42224,0.0907062,0.318
38000000,6,42.7521,-6812.62,5.13549,0.0911485,0.33
38500000,7,43.1836,-6807.19,7.26219,0.0946558,0.3425
39000000,7,45.4504,-6805.58,7.61395,0.090022,0.325
39500000,8,54.6327,-6805.5,9.06017,0.0888826,0.333667
40000000,7,50.1471,-6816.71,5.47351,0.0855282,0.347667
40500000,7,47.5592,-6807.34,8.63843,0.0863693,0.336
41000000,10,63.1072,-6798.16,7.84073,0.0923889,0.305
41500000,11,73.5404,-6803.43,14.6736,0.0876423,0.324
42000000,11,72.7267,-6811.8,14.2968,0.0922076,0.355
42500000,8,56.9038,-6809.29,9.65225,0.0843985,0.327667
43000000,9,59.1339,-6814.6,11.2072,0.0898863,0.349
43500000,9,55.8152,-6809.51,6.09765,0.0957327,0.328
44000000,10,64.702,-6795.84,7.25932,0.0912712,0.311
44500000,12,73.3664,-6795.77,11.2895,0.0956295,0.326
45000000,12,73.7835,-6814.16,14.1095,0.0879458,0.344
45500000,11,63.6761,-6802.65,7.72727,0.0890154,0.362
46000000,6,40.0035,-6820.53,9.22672,0.0916906,0.345
46500000,8,55.9142,-6801.5,7.97134,0.089332,0.332
47000000,7,46.5558,-6803.99,11.8965,0.0864856,0.307
47500000,8,56.4688,-6821.6,9.27302,0.0897432,0.346
48000000,8,51.5106,-6799.49,15.2956,0.0922014,0.33625
48500000,9,56.6281,-6802.47,12.5516,0.085531,0.357
49000000,7,38.9809,-6801.12,3.19032,0.0882971,0.304
49500000,8,49.6827,-6805.12,10.9909,0.0877776,0.3325
50000000,11,71.7446,-6797.84,10.5947,0.0911235,0.322
50500000,11,70.6002,-6801.39,6.36477,0.0927634,0.337
51000000,11,67.7879,-6794.85,18.9786,0.0899476,0.346
51500000,7,44.0567,-6804.91,6.74312,0.092061,0.310667
52000000,8,50.1304,-6809.09,4.5272,0.0916583,0.329
52500000,5,33.4321,-6816.97,12.8432,0.0926795,0.3196
53000000,12,82.7517,-6798.34,14.833,0.0912762,0.344
53500000,7,46.4229,-6805.51,6.03981,0.0916649,0.347
54000000,9,49.4115,-6811.3,9.0214,0.0909398,0.337
54500000,9,56.9561,-6805.1,17.28,0.090126,0.346
55000000,7,44.5421,-6815.28,9.26413,0.0887815,0.327
55500000,12,77.4252,-6799,7.94748,0.0874157,0.347
56000000,8,53.7027,-6813.52,10.2849,0.0897625,0.3515
56500000,8,51.0804,-6817.24,9.31375,0.0933569,0.294
57000000,9,62.4328,-6801.94,11.0556,0.0880366,0.337
57500000,6,39.5664,-6811.34,11.9569,0.0934483,0.316667
58000000,8,46.7995,-6804.69,9.91943,0.087885,0.319
58500000,8,50.3722,-6808.02,12.9936,0.0856004,0.334
59000000,8,50.4148,-6807.47,8.05873,0.0930577,0.325
59500000,6,31.9851,-6803.48,8.24458,0.0935075,0.3315
60000000,9,60.0028,-6800.88,6.12344,0.094389,0.351
60500000,8,43.2513,-6802.53,6.0217,0.0922103,0.313
