generation,leftchild,rightchild,abstime,betainit,betashift
0,Andrias_scheuchzeri,Celtedens_ibericus,0,0.5,0
1000000,Andrias_scheuchzeri,Celtedens_ibericus,0,0.0222991,-0.00142581
1000000,Batrachuperus_pinchonii,NA,262.744,0.0321138,0.00144217
1000000,Onychodactylus_japonicus,Salamandrella_keyserlingii,111.171,0.0829018,-0.00406375
1000000,Onychodactylus_japonicus,Salamandrella_keyserlingii,111.632,0.0656138,-5.58983e-05
1000000,Onychodactylus_japonicus,Salamandrella_keyserlingii,143.301,0.0235976,-0.00646393
1000000,Laccotriton_subsolanus,NA,123.851,0.0807772,0.00638661
1000000,Opithisthotriton_kayi,NA,158.422,0.10636,-4.24849e-05
1000000,Siren_lacertina,NA,266.229,0.064076,0.000362887
1000000,Pseudobranchus_striatus,Siren_lacertina,203.175,0.0350397,-0.0057172
1000000,Onychodactylus_japonicus,Salamandrella_keyserlingii,178.935,0.0273113,0.00397477
1000000,Dicamptodon_ensatus,Dicamptodon_copei,202.313,0.0721075,0.00174893
1000000,Ichthyosaura_randeckensis,Neurergus_kaiseri,228.32,0.00298505,0.00317311
1000000,Mertensiella_caucasica,Pleurodeles_waltl,199.856,0.0225648,0.00502056
1000000,Desmognathus_wrighti,NA,255.092,0.0182826,0.00107884
1000000,Neurergus_kaiseri,Neurergus_crocatus,240.305,0.211505,-0.00287562
1000000,Necturus_punctatus,Necturus_beyeri,117.53,0.0344777,0.00130513
1000000,Amphiuma_tridactylum,Amphiuma_means,187.636,0.0814326,-0.00418411
1000000,Desmognathus_aeneus,NA,258.589,0.0407627,-0.00393251
1000000,Desmognathus_aeneus,NA,261.263,0.100972,-0.00430164
1000000,Stereochilus_marginatus,NA,257.108,0.000968588,0.00170813
1000000,Plethodon_petraeus,NA,260.257,0.221425,-0.00319244
1000000,Plethodon_teyahalee,NA,263.895,0.00689787,-0.0117013
1000000,Hemidactylium_scutatum,NA,241.656,0.11754,0.00367538
1000000,Eurycea_nana,NA,267.769,0.0277666,-0.00725061
1000000,Eurycea_rathbuni,Eurycea_nana,251.012,0.144892,-0.00639553
1000000,Pseudoeurycea_unguidentis,Pseudoeurycea_juarezi,244.428,0.0103634,-0.00227495
1000000,Pseudoeurycea_rex,NA,263.694,0.0102519,0.000864901
1000000,Bolitoglossa_dofleini,NA,248.25,0.0171557,-0.00167384
1000000,Palaeoplethodon_hispaniolae,NA,219.266,0.131128,0.00522689
1000000,Rhyacotriton_olympicus,Amphiuma_tridactylum,127.895,0.00243741,0.00324475
1000000,Andrias_scheuchzeri,Karaurus_sharovi,9.90478,0.0463216,-0.00744899
1000000,Celtedens_ibericus,NA,127.66,0.0416629,0.0026809
2000000,Andrias_scheuchzeri,Celtedens_ibericus,0,0.00332652,-0.00142581
2000000,Andrias_scheuchzeri,NA,178.822,0.0618668,-0.00133749
2000000,Onychodactylus_japonicus,NA,225.408,0.0352674,0.00314079
2000000,Onychodactylus_japonicus,NA,240.563,0.0308007,0.00247665
2000000,Salamandrella_keyserlingii,NA,260.649,0.0358239,0.00331799
2000000,Ranodon_sibiricus,NA,257.84,0.000581525,0.00293823
