generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.39429,-838.869,200,1
1000000,19,112.681,-5.61769,20.9058,0.262
2000000,49,298.016,75.5697,45.6642,0.215
3000000,30,175.761,17.1851,35.617,0.2625
4000000,24,129.309,-23.8327,30.9988,0.257333
5000000,41,244.834,-5.20621,30.3824,0.271
6000000,42,254.097,2.55105,41.4861,0.253
7000000,33,203.524,22.4717,35.9355,0.2624
8000000,49,303.827,15.7488,61.0469,0.257
9000000,57,321.752,43.8657,48.8072,0.224
10000000,45,268.597,-14.716,45.1166,0.267
11000000,79,455.851,17.7498,85.6269,0.2615
12000000,33,198.165,50.8017,47.1799,0.246
13000000,34,204.824,17.6648,39.0927,0.232
14000000,44,255.011,50.5545,39.06,0.2415
15000000,75,453.948,31.4321,81.6653,0.24
16000000,46,273.727,-6.89743,50.8921,0.249
17000000,47,276.752,41.1935,55.0958,0.251667
18000000,61,369.335,52.3302,50.0722,0.225
19000000,32,189.425,11.1291,37.2961,0.264
20000000,22,132.155,-20.8859,21.6148,0.271
21000000,44,265.193,46.6578,47.2235,0.217
22000000,52,310.568,51.0609,53.713,0.224
23000000,48,303.339,47.884,67.9304,0.231
24000000,33,187.896,57.2193,25.4008,0.2395
25000000,45,275.353,30.8506,48.013,0.223
26000000,45,255.753,25.9461,45.8342,0.237625
27000000,33,198.347,60.1764,45.1502,0.2365
28000000,60,351.655,44.8856,49.2727,0.25
29000000,34,198.249,-5.12537,33.112,0.264
30000000,41,251.489,24.2669,45.2348,0.258
31000000,29,182.475,-8.31328,33.306,0.256
32000000,58,340.337,51.6536,58.3308,0.234
33000000,9,45.5588,-5.47886,9.7048,0.244333
34000000,59,349.414,52.8849,56.7783,0.218
35000000,61,367.977,50.5062,56.7995,0.220167
36000000,50,306.239,28.1787,46.9425,0.224
37000000,22,128.561,16.9084,20.793,0.254333
38000000,52,320.642,10.8121,54.7857,0.245
39000000,46,278.359,2.19004,49.0699,0.231
40000000,17,95.0718,-23.4981,17.3906,0.2675
41000000,38,233.619,4.79439,39.794,0.211
42000000,32,199.613,6.45388,44.2416,0.2425
43000000,32,178.238,65.1365,28.6205,0.226
44000000,37,223.764,3.17464,32.4334,0.2456
45000000,28,168.168,1.94257,29.8909,0.242
46000000,37,218.833,6.28824,34.7325,0.257
47000000,35,211.378,-0.832164,52.4017,0.241
48000000,48,282.104,21.1667,50.5998,0.239
49000000,39,238.259,36.0524,41.1539,0.2285
50000000,41,242.94,4.26624,45.1431,0.253
51000000,32,186.331,34.6093,28.569,0.2395
52000000,48,273.946,10.5548,71.7514,0.244
53000000,25,159.611,-9.00812,15.3407,0.262667
54000000,70,431.152,63.1508,61.1256,0.252
55000000,45,276.685,51.4535,40.1434,0.2375
56000000,32,184.716,10.874,38.1016,0.251
57000000,52,300.416,33.9158,56.9632,0.240333
58000000,30,173.973,0.984473,27.4472,0.244
59000000,37,211.118,30.5258,42.5678,0.2345
60000000,38,225.18,31.7785,37.7937,0.2525
61000000,39,224.936,0.804642,38.7365,0.258
62000000,46,273.852,18.4424,37.0734,0.249
63000000,33,188.495,-6.86936,42.9295,0.2525
64000000,82,487.289,51.22,102.9,0.233
65000000,32,194.671,20.4985,35.817,0.2445
66000000,37,231.614,13.3061,34.0536,0.248
67000000,32,185.755,59.9267,32.8016,0.2225
68000000,72,423.213,57.2979,69.2488,0.222
69000000,47,274.433,5.87748,47.0646,0.254
70000000,46,272.605,33.5921,39.0536,0.229
71000000,40,246.483,-2.64923,39.8137,0.257
72000000,37,219.603,64.1502,37.9767,0.229
73000000,7,38.9065,-41.0333,5.20142,0.27375
74000000,44,254.253,18.2009,36.8522,0.267
75000000,33,203.038,20.2892,38.3462,0.262
76000000,37,230.724,29.4812,42.4062,0.2445
77000000,10,61.3085,-35.6234,6.97976,0.2524
78000000,43,254.788,53.2353,37.7551,0.222
79000000,45,261.8,24.6047,46.4263,0.247
80000000,58,359.258,33.6615,65.8817,0.2465
81000000,20,126.008,1.99507,18.2911,0.253
82000000,42,257.199,29.3031,46.2706,0.246
83000000,35,201.26,46.6386,28.2628,0.2465
84000000,43,253.086,28.8267,40.198,0.272
85000000,38,231.955,-5.01754,39.2345,0.232
86000000,55,329.691,47.0345,48.9161,0.232
87000000,47,273.296,38.053,47.752,0.2485
88000000,27,167.994,-11.7244,27.0343,0.251
89000000,50,294.426,55.893,53.501,0.225
90000000,34,203.815,15.0982,27.9244,0.238
91000000,60,364.097,38.0517,54.854,0.242
92000000,43,258.01,34.5162,36.1205,0.215
93000000,40,237.903,-3.28629,37.5514,0.263
94000000,82,486.805,62.6993,81.1374,0.228
95000000,52,316.409,-11.4854,47.9703,0.2635
96000000,40,232.546,35.7519,34.5,0.274
97000000,45,274.739,29.2084,61.3618,0.279
98000000,23,140.194,-6.67388,22.3107,0.2405
99000000,55,335.54,27.3791,55.0243,0.217
100000000,57,341.072,45.3122,50.0617,0.2555
101000000,45,267.216,24.4421,44.4916,0.2425
102000000,23,143.429,-4.52169,22.1294,0.255
103000000,45,267.559,-5.61125,50.4791,0.259
104000000,41,241.227,24.2173,39.2505,0.256
105000000,16,92.6377,-19.3082,18.6997,0.259
106000000,55,346.707,-10.3343,61.1489,0.274
107000000,32,197.088,32.4634,31.6278,0.258
108000000,38,226.777,64.9284,34.3926,0.2175
109000000,54,323.808,39.3096,60.3686,0.234
110000000,43,259.775,46.0834,38.5943,0.2395
111000000,56,337.021,37.1338,59.5889,0.236
112000000,38,240.076,-1.99026,31.9692,0.2475
113000000,67,401.397,41.3036,56.0472,0.2605
114000000,48,282.935,-8.40972,46.4093,0.254
115000000,46,271.514,6.22749,40.0114,0.245
116000000,37,221.103,15.7382,33.4868,0.251333
117000000,36,207.912,2.08121,56.2412,0.246
118000000,47,295.274,11.0455,37.2719,0.271
119000000,32,196.966,6.96159,36.4978,0.261
120000000,66,391.379,-14.0561,65.0846,0.2665
121000000,62,380.039,16.7698,69.3595,0.238
122000000,53,318.284,22.6836,58.3937,0.283
123000000,35,215.49,-2.21303,26.4944,0.257
124000000,61,376.773,-8.41049,56.9341,0.247
125000000,45,259.155,-28.7227,34.4755,0.2716
126000000,46,265.049,29.7895,48.289,0.251
127000000,51,314.723,-2.99672,40.218,0.256
128000000,68,401.231,39.0273,78.0709,0.216
129000000,41,240.426,33.0644,37.5649,0.25
130000000,68,408.362,19.7568,65.9958,0.25
131000000,47,284.672,43.9281,60.1367,0.243
132000000,42,245.607,41.5336,51.9259,0.246
133000000,69,418.026,52.4289,74.7162,0.2255
134000000,40,215.971,-12.1581,47.1039,0.277
135000000,25,145.421,71.0702,24.1723,0.222
136000000,28,168.473,-46.8052,32.9416,0.2805
137000000,54,317.693,23.7951,59.0335,0.2395
138000000,22,131.42,29.717,26.5629,0.246
139000000,25,145.527,29.0713,21.3553,0.23
140000000,58,347.134,21.5836,62.0835,0.243
141000000,30,179.532,39.2153,24.253,0.2354
142000000,54,307.735,30.5001,63.1406,0.228
143000000,88,503.866,41.0373,85.6809,0.224
144000000,46,286.352,51.0075,55.5825,0.2515
145000000,43,256.122,23.0059,45.2101,0.234
146000000,31,174.316,4.6986,34.0673,0.2585
147000000,23,133.199,37.8568,21.7411,0.246
148000000,43,257.686,18.8969,45.6158,0.235
149000000,38,236.611,39.5043,42.1915,0.24
150000000,33,197.256,13.8672,31.9949,0.246
151000000,61,374.495,-0.376779,57.9623,0.23
152000000,69,417.715,51.3803,89.5133,0.227
153000000,31,192.49,1.48669,42.1974,0.2435
154000000,30,176.516,61.783,29.6762,0.239
155000000,32,194.921,35.9088,38.3712,0.2355
156000000,36,210.522,30.0392,35.4415,0.244
157000000,25,146.681,47.6449,35.6801,0.217333
158000000,45,270.588,34.2114,38.0025,0.241
159000000,41,242.702,13.4707,30.1328,0.239
160000000,58,344.132,25.3017,59.9717,0.235
161000000,58,338.63,27.1808,53.9816,0.245
162000000,25,149.439,7.48016,28.5364,0.260778
163000000,42,244.367,22.3684,39.1174,0.249
164000000,31,193.038,8.94895,28.5687,0.22975
165000000,32,176.175,13.7645,43.3239,0.2465
166000000,56,341.56,39.1797,57.642,0.24
167000000,58,346.544,14.1068,61.7394,0.2415
168000000,46,275.805,24.4814,45.5051,0.236
169000000,22,130.438,-3.46496,22.297,0.27
170000000,42,242.961,12.2049,43.4155,0.2445
171000000,18,107.272,30.2513,20.5148,0.231
172000000,31,190.434,75.6396,37.6451,0.2475
173000000,70,413.42,56.9658,73.6674,0.221
174000000,64,376.205,29.2712,72.1966,0.245
175000000,32,201.553,4.01026,38.4464,0.2625
176000000,45,266.752,4.74735,44.579,0.255
177000000,42,253.114,32.082,40.4648,0.2485
178000000,57,358.36,40.3773,60.6533,0.2685
179000000,27,163.345,-31.2251,24.3746,0.2585
180000000,23,136.906,36.2637,25.5432,0.2582
181000000,39,230.708,1.17376,43.5031,0.254
182000000,55,329.149,11.6621,45.0021,0.247
183000000,37,210.988,49.9651,36.6246,0.2665
184000000,49,288.745,64.5024,44.5521,0.223
