generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.678787,-8199.83,200,0.013422,0
500000,10,59.4416,-6728.47,7.92434,0.0934418,0.355
1000000,12,83.1346,-6738.72,10.3102,0.0941233,0.35
1500000,6,30.1348,-6738.01,4.96787,0.0946779,0.33
2000000,8,48.2227,-6735.34,8.75863,0.0930265,0.36
2500000,9,61.824,-6738.88,11.9419,0.0941084,0.379
3000000,11,77.1286,-6738.93,19.0459,0.088727,0.326
3500000,10,65.0112,-6732.75,12.3768,0.0897633,0.336
4000000,7,44.3163,-6740.92,10.1841,0.0939518,0.339672
4500000,6,39.16,-6740.79,3.73047,0.0931624,0.314
5000000,8,45.7249,-6735.51,6.55023,0.0961804,0.3535
5500000,9,54.7045,-6732.61,7.25833,0.0961741,0.339
6000000,8,52.9547,-6747.02,6.82601,0.0953463,0.325
6500000,8,55.2212,-6741.13,4.79253,0.0951619,0.363
7000000,10,63.9492,-6736.21,8.8514,0.0898813,0.356
7500000,9,62.7937,-6743.3,9.02514,0.0916421,0.356
8000000,10,67.3495,-6742.86,5.24717,0.093008,0.339
8500000,11,68.8074,-6738.97,8.24775,0.0925641,0.349
9000000,11,74.047,-6747.3,15.1965,0.0912046,0.367
9500000,9,55.1775,-6736.16,13.17,0.0908646,0.345
10000000,6,38.6165,-6745.58,5.50969,0.0962995,0.3355
10500000,7,42.3039,-6740.68,8.20342,0.0955378,0.3195
11000000,8,53.288,-6734.99,12.0306,0.0966678,0.345857
11500000,8,52.9498,-6745.51,5.2807,0.0954509,0.343
12000000,7,46.4361,-6746,14.3446,0.0971239,0.332
12500000,13,82.6138,-6728.11,13.3673,0.0897522,0.376
13000000,7,45.0576,-6740.51,3.53042,0.0931622,0.342
13500000,9,57.493,-6733.22,11.9662,0.0945696,0.351
14000000,7,46.0766,-6746.08,9.59875,0.0896402,0.3475
14500000,7,42.7978,-6736.06,4.03145,0.0930261,0.322
15000000,10,60.8323,-6734.99,8.16476,0.0945734,0.34
15500000,7,49.8947,-6754.85,9.1685,0.0937463,0.331
16000000,6,38.1192,-6739.8,6.25334,0.0956305,0.3376
16500000,10,65.6886,-6736.45,13.1694,0.0973461,0.337
17000000,7,45.2171,-6738.26,14.3173,0.0936902,0.3215
17500000,6,38.7297,-6741.43,14.3546,0.0985751,0.332333
18000000,7,45.5671,-6734.56,12.7384,0.0963991,0.3405
18500000,11,69.9671,-6730.23,13.8663,0.0941538,0.359
19000000,9,60.9911,-6728.23,6.90022,0.0964178,0.335
19500000,8,54.7386,-6747.32,8.95657,0.0968443,0.319333
20000000,7,49.7436,-6745.52,7.21338,0.0965849,0.327667
20500000,9,58.6255,-6747.03,8.80991,0.0985164,0.352
21000000,7,39.9083,-6740.73,4.42835,0.0922903,0.335
21500000,6,40.0345,-6747.88,9.0479,0.0910591,0.339
22000000,10,66.6037,-6727.7,14.757,0.0969846,0.379
22500000,7,39.7759,-6737.24,6.85168,0.0950936,0.338
23000000,6,38.9276,-6752.26,10.2121,0.0924018,0.34025
23500000,5,37.8723,-6751.03,5.02466,0.0943623,0.3205
24000000,6,37.096,-6743.55,3.16987,0.0893027,0.298
24500000,7,44.41,-6742.77,9.08107,0.0989078,0.3235
25000000,8,55.0728,-6739.09,6.39644,0.0974103,0.355
25500000,13,82.1331,-6737.61,19.687,0.100529,0.348
26000000,10,63.4371,-6727.15,7.05451,0.0925951,0.328
