generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.36914,-802.863,200,0
1000000,64,401.647,28.6298,52.0404,0.264
2000000,41,245.932,38.0277,41.7435,0.242
3000000,42,237.556,34.5094,35.8693,0.247
4000000,53,326.293,38.6813,59.179,0.241
5000000,53,319.799,57.8498,54.5233,0.26
6000000,57,334.142,19.3634,53.8824,0.246
7000000,40,236.919,6.19115,41.0991,0.2415
8000000,63,389.649,69.3415,70.9084,0.239
9000000,41,247.886,22.1449,44.311,0.254
10000000,35,210.421,37.8399,41.7939,0.2395
11000000,39,238.147,21.098,43.0442,0.2655
12000000,29,183.407,39.1489,27.6245,0.2335
13000000,42,238.026,44.3333,42.6529,0.271
14000000,30,174.247,36.346,26.5816,0.24
15000000,42,252.811,47.7721,37.6644,0.247833
16000000,46,276.536,21.6713,29.7785,0.256
17000000,68,411.68,41.8612,77.1862,0.266
18000000,46,279.466,26.6145,43.7215,0.261
19000000,27,158.646,-22.7366,23.1062,0.262
20000000,47,285.652,28.2168,44.1331,0.226
21000000,39,220.906,30.3141,34.0342,0.248
22000000,37,224.279,65.9511,40.1323,0.221
23000000,35,212.255,43.3374,33.157,0.258
24000000,38,226.44,25.1953,27.2857,0.251
25000000,29,173.034,15.1834,33.3178,0.253333
26000000,40,243.74,16.8206,40.3559,0.27
27000000,32,187.154,16.4336,34.6248,0.259333
28000000,52,320.808,6.08463,48.0788,0.259
29000000,68,406.857,44.7026,69.8449,0.238
30000000,59,366.796,69.3765,58.727,0.238
31000000,30,178.114,5.79258,34.9582,0.258
32000000,55,323.19,72.6331,49.2423,0.22
33000000,43,268.413,-2.23957,44.9157,0.264
34000000,66,383.587,29.5629,61.6808,0.244
35000000,31,171.016,24.9236,22.1192,0.2455
36000000,27,157.471,1.31765,27.8825,0.2585
37000000,27,162.141,66.6633,18.4184,0.236
38000000,39,243.586,16.9733,45.8696,0.2445
39000000,51,324.577,42.6066,56.2272,0.268
40000000,32,199.459,49.0571,28.6735,0.238
41000000,34,197.759,30.6043,35.325,0.248
42000000,51,309.66,-3.17688,37.2461,0.261
43000000,39,229.496,38.3736,40.2648,0.2395
44000000,47,280.598,22.2746,48.4776,0.266
45000000,42,256.274,63.7527,53.1302,0.224
46000000,56,333.249,67.6768,53.8867,0.216
47000000,42,261.504,5.15247,38.137,0.2585
48000000,15,93.7826,-9.7065,18.0928,0.274
49000000,51,310.007,41.8778,43.4391,0.232
50000000,40,249.833,18.3695,32.0041,0.26
51000000,45,266.773,36.6123,39.9285,0.265
52000000,49,288.937,17.2473,48.0796,0.242667
53000000,47,278.607,45.0173,42.5469,0.248
54000000,30,174.112,-10.4122,21.1399,0.2555
55000000,46,279.712,21.9597,54.9224,0.24
56000000,81,505.179,-12.1153,73.0634,0.254
57000000,40,242.201,39.2634,36.4394,0.234
58000000,44,271.196,29.4891,43.0163,0.247
59000000,78,464.198,71.0626,73.5919,0.24
60000000,49,292.165,-15.0326,49.4733,0.2595
61000000,44,250.808,54.0968,49.301,0.214
62000000,35,208.794,28.5902,36.517,0.2505
63000000,41,228.98,49.072,47.7218,0.249
64000000,76,465.568,33.6422,92.7512,0.25
65000000,62,353.639,36.2385,60.7946,0.258
66000000,55,333.077,35.744,56.2963,0.251
67000000,44,235.109,46.8974,51.195,0.233
68000000,37,233.936,1.42136,40.0552,0.2375
69000000,30,176.009,9.29372,26.1468,0.269
70000000,26,143.415,41.6869,22.9425,0.253667
71000000,47,279.487,31.6029,44.9946,0.2405
72000000,34,199.533,50.647,35.226,0.25
73000000,38,224.558,62.0398,32.8364,0.24
74000000,27,159.537,9.82068,22.9753,0.262
75000000,51,319.709,82.6321,56.4683,0.235
76000000,48,276.679,28.9679,49.7174,0.2385
77000000,42,250.386,28.5106,34.4692,0.264
78000000,45,263.452,40.5076,45.5684,0.235
79000000,50,302.961,39.3138,62.1645,0.245
80000000,25,141.45,41.7493,24.5882,0.238
81000000,49,283.737,2.09249,44.9062,0.264
82000000,52,318.824,28.6282,38.1319,0.248
83000000,25,156.737,10.6589,23.9327,0.25
84000000,51,311.68,58.2788,79.2038,0.25
85000000,68,416.002,30.8502,80.5682,0.253
86000000,36,217.263,62.5058,31.1867,0.246857
87000000,35,213.493,12.142,36.53,0.25
88000000,25,148.933,8.32103,18.931,0.2595
89000000,41,232.802,45.2928,45.1592,0.2428
90000000,32,197.143,67.6844,30.5371,0.231
91000000,25,144.717,26.9481,21.2808,0.212
92000000,39,239.22,45.1095,41.4386,0.216
93000000,13,74.5759,2.19962,13.5833,0.263
94000000,72,428.105,43.8785,61.4955,0.247
95000000,42,254.595,17.0319,45.3161,0.251
96000000,41,243.401,56.307,42.4665,0.226
97000000,33,195.411,25.3858,32.0419,0.2485
98000000,54,323.5,21.7335,49.5248,0.281
99000000,25,153.167,38.8558,20.571,0.2345
100000000,42,239.201,42.4229,37.5077,0.2545
101000000,61,377.77,23.1329,54.735,0.256
102000000,36,217.332,43.746,33.2625,0.274
103000000,58,353.502,12.5835,58.489,0.258
104000000,68,421.911,-2.76502,72.9842,0.272
105000000,60,360.898,77.118,66.0869,0.22
106000000,38,228.577,6.5341,34.7023,0.2402
107000000,30,174.631,33.9388,33.4009,0.2365
108000000,56,334.566,54.9803,61.9494,0.255
109000000,46,266.754,12.7143,38.6122,0.2685
110000000,56,320.85,71.8043,50.1166,0.242
111000000,40,241.333,9.01334,39.5838,0.251
112000000,39,239.255,49.895,29.069,0.25
113000000,49,298.587,16.5184,72.3488,0.263
114000000,37,215.064,-14.7203,37.1099,0.2815
115000000,30,160.818,29.2967,24.5757,0.251
116000000,64,392.594,1.53272,60.8638,0.265333
117000000,37,228.101,9.78077,48.1567,0.261
118000000,57,354.479,31.0572,63.9411,0.238
119000000,37,217.736,24.951,36.6463,0.246
120000000,36,221.807,23.2317,32.8254,0.239
121000000,61,367.357,49.1499,60.7093,0.259
122000000,30,176.451,30.4841,24.8991,0.235
123000000,35,221.766,60.8982,35.1215,0.244
124000000,32,184.082,38.8457,30.8207,0.234
125000000,54,329.444,30.1711,67.2573,0.189
126000000,36,220.98,11.0845,52.4697,0.2595
127000000,23,136.458,-15.6136,29.9686,0.2575
128000000,33,197.362,32.5619,26.7599,0.250571
129000000,27,151.891,-14.0687,31.3689,0.254
130000000,72,417.777,58.5334,77.7902,0.262
131000000,65,397.053,0.730369,60.6489,0.244
132000000,43,270.836,25.4229,45.5268,0.264
133000000,46,286.184,18.7963,50.0506,0.2345
134000000,45,271.202,30.4327,57.8,0.2355
135000000,36,211.721,-1.97642,37.8946,0.25
136000000,53,302.643,25.488,44.5562,0.254
137000000,30,168.173,42.9394,28.3374,0.225
138000000,17,104.835,-3.33099,16.115,0.246
139000000,56,338.05,-6.09925,54.5735,0.234
140000000,35,211.757,35.1072,32.7778,0.25
141000000,39,248.728,15.0631,38.1097,0.249
142000000,21,124.033,14.3049,19.0746,0.2515
143000000,33,193.188,3.78332,28.6105,0.2375
144000000,34,205.845,-22.6427,23.5519,0.266
145000000,31,193.711,19.5329,41.2613,0.2365
146000000,53,319.772,18.8518,45.518,0.26
147000000,39,231.367,2.43972,40.7091,0.2535
148000000,28,165.017,41.389,23.749,0.245
149000000,63,366.106,48.4817,51.9824,0.229
