generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.36545,-779.672,200,1
1000000,55,317.158,27.6341,47.1211,0.2685
2000000,41,246.712,60.7776,39.3072,0.242
3000000,60,335.097,13.0708,52.3969,0.251
4000000,39,225.486,18.4077,40.8408,0.251
5000000,49,300.345,25.8562,41.1578,0.2455
6000000,38,235.663,48.1858,35.9927,0.235
7000000,23,142.591,20.6482,24.3046,0.228
8000000,40,243.113,35.2377,41.3837,0.217
9000000,36,216.258,-10.3598,34.2612,0.253
10000000,38,224.911,52.8254,40.748,0.2485
11000000,28,165.224,16.7728,18.8328,0.25
12000000,12,65.1783,21.3091,10.3498,0.227667
13000000,29,174.995,-2.94083,34.3983,0.25825
14000000,46,277.297,11.7238,55.1167,0.267
15000000,47,284.986,20.2227,54.996,0.244
16000000,49,289.512,35.981,49.7453,0.238
17000000,51,305.6,22.1396,48.656,0.2475
18000000,44,274.452,11.8049,41.0752,0.269
19000000,36,220.464,3.07773,28.8296,0.247667
20000000,54,316.214,53.6925,65.1641,0.254
21000000,41,254.106,59.4797,40.7706,0.225
22000000,50,286.666,12.2418,51.9896,0.253
23000000,33,201.644,23.0386,35.4092,0.237
24000000,48,281.655,15.9485,43.459,0.259
25000000,24,139.007,-7.47773,28.3879,0.257
26000000,69,403.378,9.334,60.6532,0.263
27000000,55,336.219,36.3416,52.7778,0.245
28000000,46,285.49,63.3393,42.8846,0.227
29000000,52,315.244,15.7342,48.8573,0.264
30000000,38,232.181,22.7701,41.5536,0.261
31000000,24,140.608,1.70633,21.6768,0.255
32000000,89,530.725,72.7248,87.5491,0.209
33000000,48,284.963,45.4087,65.6889,0.245
34000000,28,173.52,8.22628,22.8436,0.246
35000000,47,272.831,71.3559,47.709,0.23
36000000,52,308.123,3.79467,53.8336,0.2625
37000000,51,311.4,22.4377,54.1842,0.255
38000000,36,219.827,0.476703,31.1412,0.2805
39000000,51,287.504,4.3576,41.7947,0.2695
40000000,50,296.548,0.54553,56.2335,0.2495
41000000,57,347.322,43.165,61.6187,0.242
42000000,43,249.842,-2.31272,44.266,0.2665
43000000,61,354.456,-1.61358,66.6479,0.25
44000000,44,267.975,58.3191,54.8308,0.23
