generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.45043,-777.641,200,0
1000000,46,263.33,91.4314,48.0299,0.2275
2000000,66,405.605,40.6293,65.3299,0.26
3000000,35,207.363,26.0804,36.4216,0.2415
4000000,28,167.547,-14.2995,25.9766,0.2515
5000000,56,326.241,17.901,61.5077,0.234
6000000,28,170.04,14.0343,28.6486,0.247778
7000000,39,229.072,-6.38542,37.6794,0.2675
8000000,74,439.761,63.6676,72.0849,0.233
9000000,39,235.23,52.0768,44.1573,0.243
10000000,31,192.038,31.9582,30.1278,0.253
11000000,34,198.856,16.0573,34.645,0.2385
12000000,46,275.919,17.2597,46.2354,0.261
13000000,43,256.116,29.7231,50.1357,0.2345
14000000,36,215.298,10.9833,40.9682,0.229
15000000,26,153.895,30.488,37.7045,0.238
16000000,24,142.809,29.3431,24.2173,0.2506
17000000,32,185.077,57.1388,41.4212,0.203
18000000,22,131.833,-16.7063,27.4063,0.249667
19000000,41,254.298,46.2397,41.7929,0.242
20000000,23,142.499,6.58903,15.8633,0.249
21000000,53,318.866,-33.7259,44.0742,0.282
22000000,41,255.998,5.04984,43.6516,0.253667
23000000,33,201.418,-11.1588,32.9009,0.248
24000000,22,130.905,-22.2885,29.3846,0.257833
25000000,67,402.155,45.3417,63.9819,0.2375
26000000,46,286.157,55.9163,49.7957,0.2435
27000000,36,214.317,26.0898,31.061,0.244
28000000,38,222.015,-27.7509,42.1412,0.2685
29000000,38,234.198,2.50615,27.5758,0.2715
30000000,64,379.537,34.5426,70.5371,0.23
31000000,44,268.091,22.0805,40.2712,0.2505
32000000,43,258.677,45.1112,40.8856,0.225
33000000,33,203.407,18.7655,30.9617,0.2435
34000000,38,224.604,42.1871,37.2987,0.2465
35000000,46,288.085,31.6832,45.9632,0.2535
36000000,90,521.512,13.7335,93.3531,0.239
37000000,42,254.968,19.1556,47.0962,0.228
38000000,40,242.409,45.2749,35.673,0.2145
39000000,35,211.772,27.8004,37.8227,0.228
40000000,28,166.444,50.1716,30.9371,0.2295
41000000,24,141.651,4.01355,28.0582,0.257
42000000,44,262.498,40.7414,40.7211,0.225
43000000,76,466.726,18.0562,72.4808,0.236
44000000,43,266.762,54.7989,50.7192,0.236
45000000,50,302.534,67.0589,40.8745,0.217
46000000,17,89.0164,23.3664,16.4449,0.238667
47000000,28,172.523,45.6315,38.6761,0.211
48000000,47,272.614,17.6632,38.9239,0.25
49000000,35,199.019,2.37103,28.0107,0.257
50000000,58,351.612,65.7431,55.4864,0.236
51000000,39,227.854,12.186,39.4457,0.256
52000000,49,298.193,35.306,47.4857,0.257
53000000,49,284.223,48.3068,61.0238,0.27
54000000,28,169.955,23.1009,25.3669,0.2435
55000000,28,163.792,11.8294,27.656,0.26
56000000,26,151.308,-2.20737,34.8724,0.2595
57000000,76,460.321,38.1303,80.0008,0.261
58000000,29,174.849,-7.61377,23.952,0.257
59000000,37,221.994,6.14281,34.8955,0.262
60000000,28,171.992,-5.94748,26.144,0.2545
61000000,47,285.431,18.7715,43.2955,0.243
62000000,32,196.763,22.878,26.1226,0.2475
63000000,51,301.454,48.3585,61.2002,0.236
64000000,47,274.162,1.04387,51.8726,0.2495
65000000,30,173.001,29.1872,27.5268,0.26
66000000,58,355.055,57.7414,54.0404,0.204
67000000,55,334.14,4.50685,40.5364,0.2495
68000000,45,274.099,28.9323,43.8262,0.245
69000000,39,252.102,56.4025,32.8764,0.256
70000000,34,198.924,31.5235,42.3913,0.2295
71000000,56,324.773,11.9413,51.9686,0.257
72000000,57,351.739,22.4493,58.8979,0.246
73000000,69,409.794,27.3532,72.9037,0.246
74000000,44,270.039,65.8647,51.0409,0.231
75000000,38,214.971,47.0034,43.3432,0.261
76000000,55,304.824,25.9876,59.7141,0.226
77000000,57,333.36,49.7749,56.0313,0.235
78000000,58,351.209,52.4614,65.5225,0.2475
79000000,36,215.78,61.1898,43.0779,0.2115
80000000,37,224.265,0.93214,37.7658,0.2515
81000000,37,225.403,48.7301,32.1204,0.241
82000000,54,324.622,85.561,67.4464,0.234
83000000,70,405.014,27.9371,75.899,0.255
84000000,50,300.626,47.6502,46.8972,0.257
85000000,38,218.657,46.3118,51.8117,0.2385
86000000,42,250.679,27.2081,37.0924,0.238
87000000,37,222.236,34.3562,38.1568,0.256
88000000,35,206.797,22.9247,41.6106,0.24
89000000,68,389.09,16.4368,73.7726,0.258
90000000,60,358.881,14.4616,65.1025,0.2585
91000000,32,199.597,25.7667,29.3646,0.268
92000000,42,253.556,36.8165,47.4967,0.234
93000000,35,207.202,33.7389,39.5784,0.2545
94000000,46,277.419,9.47257,34.1661,0.259
95000000,26,149.089,-6.57315,23.7585,0.2445
96000000,54,333.095,41.5966,55.6614,0.2475
97000000,49,288.671,13.0173,60.5571,0.256
98000000,49,289.07,39.4067,56.0751,0.23
99000000,40,241.035,29.676,32.0795,0.2415
100000000,26,139.227,32.3512,27.6404,0.223
101000000,66,393.712,47.4932,58.8039,0.245
102000000,32,183.012,43.4091,32.1007,0.2205
103000000,49,292.641,43.7152,64.539,0.238333
104000000,37,224.178,21.4761,32.3241,0.2525
105000000,40,232.284,30.2925,33.5314,0.2415
106000000,35,210.211,46.6212,43.5719,0.217
107000000,25,149.089,22.1436,22.3771,0.242333
108000000,33,203.55,40.3118,34.8144,0.231
109000000,65,393.369,64.9778,63.1713,0.242
110000000,36,223.863,14.0695,43.4769,0.242
111000000,29,176.216,-0.648639,27.2183,0.263455
112000000,49,285.081,46.546,57.0915,0.262
113000000,38,232.123,26.8148,40.4411,0.2535
114000000,62,383.494,36.4986,72.5791,0.264
115000000,28,166.282,53.6613,24.6311,0.232
116000000,57,338.679,35.6684,58.5543,0.254
117000000,58,343.672,35.0919,53.8912,0.2545
118000000,42,249.292,31.3732,47.122,0.2525
119000000,58,329.59,34.8332,65.3794,0.2305
120000000,26,165.318,33.0322,23.9259,0.2445
121000000,28,168.353,-0.748617,37.9411,0.2215
122000000,37,211.036,52.905,44.359,0.235
123000000,29,170.202,39.5059,31.6516,0.237
124000000,35,204.267,57.9956,31.931,0.229
125000000,64,405.027,75.7413,66.1969,0.209
126000000,34,210.232,23.237,28.1819,0.244
127000000,46,284.426,73.967,48.2896,0.224
128000000,34,200.703,18.6981,26.4645,0.246
129000000,54,320.827,74.5158,64.7378,0.232
130000000,35,203.207,34.0742,35.7708,0.247
131000000,28,177.859,4.41627,23.1462,0.2465
132000000,15,94.4006,-11.392,17.5828,0.2466
133000000,42,252.201,31.1438,38.4958,0.2545
134000000,31,184.841,34.0545,28.3421,0.2285
135000000,52,308.926,5.05717,56.465,0.236
136000000,51,298.178,10.2441,53.3685,0.25
137000000,29,173.303,-3.60689,28.5779,0.25
138000000,45,264.61,30.0276,46.8633,0.240667
139000000,50,306.772,28.3129,42.4163,0.219
140000000,42,237.833,36.3819,42.8882,0.2435
141000000,49,302.251,73.6181,40.7277,0.193
142000000,27,151.796,59.3008,29.7537,0.2265
143000000,37,224.399,39.792,35.1278,0.236
144000000,46,281.078,40.8158,47.9961,0.22575
145000000,33,183.279,30.0337,22.2375,0.2635
146000000,59,336.387,-12.778,63.1293,0.248
147000000,27,156.052,2.579,21.7569,0.2375
