generation,leftchild,rightchild,abstime,betainit,betashift
0,Andrias_scheuchzeri,Celtedens_ibericus,0,0.5,0
1000000,Andrias_scheuchzeri,Celtedens_ibericus,0,0.0155512,-0.00246982
1000000,Andrias_scheuchzeri,Jeholotriton_paradoxus,99.8309,0.0175115,-0.00151083
1000000,Batrachuperus_pinchonii,Batrachuperus_tibetanus,243.808,0.0605945,-0.010849
1000000,Hynobius_nigrescens,NA,259.241,0.00802361,-0.00568244
1000000,Onychodactylus_japonicus,Salamandrella_keyserlingii,141.843,0.158263,-0.0018994
1000000,Opithisthotriton_kayi,NA,127.449,0.0153496,0.00113616
1000000,Pseudobranchus_striatus,Siren_lacertina,165.299,0.0648528,0.00128178
1000000,Opithisthotriton_kayi,NA,190.962,0.00874036,0.00161078
1000000,Andrias_scheuchzeri,Opithisthotriton_kayi,62.1715,0.0034,-0.00467679
1000000,Ambystoma_texanum,Ambystoma_barbouri,252.753,0.00122989,0.00386721
1000000,Ambystoma_californiense,NA,254.63,0.00387369,0.0172792
1000000,Semniobatrachus_boltishki,NA,187.053,0.0836372,0.00152636
1000000,Salamandrina_terdigitata,NA,254.284,0.0241551,0.00857774
1000000,Mertensiella_caucasica,NA,236.569,0.00058064,-0.000692585
1000000,Pleurodeles_waltl,Echinotriton_andersoni,222.584,0.0367662,-0.00751218
1000000,Taricha_rivularis,Taricha_granulosa,246.911,0.00135806,0.00306575
1000000,Notophthalmus_meridionalis,Taricha_rivularis,221.72,0.0668943,0.00248594
1000000,Cynops_cyanurus,NA,252.553,0.00325441,-0.00369291
1000000,Paramesotriton_chinensis,Paramesotriton_hongkongensis,246.31,0.000920752,0.000810755
1000000,Neurergus_kaiseri,Neurergus_crocatus,248.174,0.047064,0.00238767
1000000,Necturus_beyeri,NA,262.842,0.0173062,0.000326146
1000000,Rhyacotriton_olympicus,NA,228.697,0.0787247,0.00229256
1000000,Amphiuma_tridactylum,Amphiuma_means,163.889,0.0287196,-0.00054277
1000000,Amphiuma_tridactylum,Amphiuma_means,202.792,0.033044,-0.0081976
1000000,Karsenia_koreana,NA,230.096,0.523995,0.00497242
1000000,Desmognathus_santeetlah,NA,258.765,0.0155771,0.000727636
1000000,Phaeognathus_hubrichti,Desmognathus_wrighti,214.743,0.00610341,0.00540437
1000000,Ensatina_eschscholtzii,Karsenia_koreana,204.386,0.000692678,0.00362385
1000000,Plethodon_yonahlossee,NA,255.007,0.0147626,-0.00302484
1000000,Plethodon_petraeus,NA,254.089,0.14914,-0.00808947
1000000,Hemidactylium_scutatum,NA,237.148,0.0741432,0.00148648
1000000,Eurycea_lucifuga,NA,241.836,0.109109,0.00293531
1000000,Eurycea_rathbuni,Eurycea_nana,247.844,0.103233,-0.00207377
1000000,Dendrotriton_bromeliacius,NA,248.095,0.000613995,-0.00602337
1000000,Oedipina_gracilis,NA,261.243,0.0815953,0.00944826
1000000,Chiropterotriton_priscus,NA,251.884,0.0578117,-0.00433813
1000000,Parvimolge_townsendi,NA,243.649,0.0205554,0.0113457
1000000,Pseudoeurycea_bellii,NA,237.717,0.149791,0.000562501
1000000,Pseudoeurycea_bellii,NA,254.184,0.0177215,-0.00439619
1000000,Pseudoeurycea_rex,NA,260.593,0.0342994,0.00260461
1000000,Bolitoglossa_epimela,Bolitoglossa_sooyorum,254.023,0.00692288,0.00224876
1000000,Bolitoglossa_lincolni,NA,263.673,0.0776395,0.00580661
1000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,162.741,0.00350832,-0.00737784
1000000,Rhyacotriton_olympicus,Amphiuma_tridactylum,119.471,0.0689603,-0.00191254
1000000,Qinglongtriton_gangouensis,NA,63.8922,0.158727,-0.00121853
1000000,Karaurus_sharovi,NA,71.0289,0.0292045,-0.000194929
1000000,Andrias_scheuchzeri,Karaurus_sharovi,28.5608,0.00886105,0.00109567
2000000,Andrias_scheuchzeri,Celtedens_ibericus,0,0.00921121,5.07529e-05
2000000,Andrias_scheuchzeri,NA,107.837,0.0205195,0.00287397
2000000,Pangerpeton_sinensis,NA,102.143,0.027137,-0.00292383
2000000,Onychodactylus_japonicus,NA,257.361,0.0315132,0.000547285
2000000,Rhyacotriton_olympicus,NA,227.735,0.0558399,-4.49167e-05
2000000,Ranodon_sibiricus,NA,252.212,0.0109876,-0.0119857
2000000,Hynobius_lichenatus,NA,258.351,0.0152317,0.000504357
2000000,Salamandrella_keyserlingii,Ranodon_sibiricus,229.605,0.0252638,0.00213389
2000000,Opithisthotriton_kayi,NA,146.083,0.0176504,-0.00154808
2000000,Pseudobranchus_striatus,Siren_lacertina,217.556,0.0827253,-0.00600103
2000000,Paleoamphiuma_tetradactylum,NA,110.805,0.0174505,0.000966552
2000000,Paleoamphiuma_tetradactylum,NA,185.216,0.166728,-0.00219719
2000000,Pseudobranchus_striatus,Paleoamphiuma_tetradactylum,92.2335,0.0201353,-0.000208782
2000000,Dicamptodon_ensatus,Dicamptodon_copei,223.31,0.05585,0.00291249
2000000,Ambystoma_californiense,NA,257.885,0.0259044,-0.000479
2000000,Ambystoma_talpoideum,Ambystoma_gracile,186.41,0.0283328,-0.00338813
2000000,Echinotriton_andersoni,NA,260.531,0.00231928,0.00137865
2000000,Ichthyosaura_randeckensis,NA,231.215,0.0902869,0.0101009
2000000,Pseudoeurycea_cochranae,NA,259.605,0.0501798,0.00448254
2000000,Eurycea_quadridigitata,NA,262.712,0.102343,0.00180696
2000000,Neurergus_kaiseri,Neurergus_crocatus,248.198,0.0602027,-0.0030665
2000000,Pachytriton_labiatus,Pachytriton_brevipes,258.089,0.0389683,0.00731687
2000000,Ichthyosaura_randeckensis,Neurergus_kaiseri,223.521,0.000443888,0.00515276
2000000,Salamandrina_terdigitata,Mertensiella_caucasica,179.051,0.034047,-0.00492136
2000000,Necturus_beyeri,NA,259.223,0.0507589,-0.0067902
2000000,Necturus_beyeri,NA,260.249,0.0212645,0.000118573
2000000,Necturus_punctatus,Necturus_beyeri,134.961,0.0651385,-0.00434961
2000000,Necturus_punctatus,Necturus_beyeri,127.292,0.015282,0.00297371
2000000,Amphiuma_tridactylum,Amphiuma_means,147.298,0.0187547,-0.00494702
2000000,Amphiuma_tridactylum,Amphiuma_means,179.741,0.0826958,0.00194081
2000000,Amphiuma_means,NA,251.674,0.0165404,-0.00373661
2000000,Hydromantes_italicus,NA,260.181,0.2285,0.00307757
2000000,Karsenia_koreana,NA,237.329,0.036456,-0.00373236
2000000,Aneides_ferreus,NA,256.095,0.0483693,0.000864369
2000000,Desmognathus_quadramaculatus,NA,253.845,0.0669408,0.00483265
2000000,Aneides_ferreus,NA,259.313,0.0338141,-0.00168651
2000000,Phaeognathus_hubrichti,NA,221.149,0.0115274,-0.00195
2000000,Desmognathus_aeneus,NA,252.714,0.117189,-0.00535881
2000000,Desmognathus_santeetlah,NA,252.985,0.0412366,-0.00546293
2000000,Plethodon_serratus,NA,259.493,0.0528947,-0.00709206
2000000,Plethodon_petraeus,NA,251.642,0.108966,-0.00192996
2000000,Hemidactylium_scutatum,NA,250.482,0.027738,-0.00555654
2000000,Gyrinophilus_porphyriticus,NA,258.577,0.0311997,0.00311423
2000000,Eurycea_tynerensis,NA,259.797,0.0304466,-0.00242923
2000000,Eurycea_lucifuga,NA,246.591,0.0546007,0.00192056
2000000,Eurycea_rathbuni,Eurycea_nana,249.862,0.0327493,0.000231154
2000000,Andrias_scheuchzeri,NA,138.879,0.0124465,-0.00375585
2000000,Desmognathus_wrighti,NA,242.684,0.08083,-0.00896899
2000000,Hemidactylium_scutatum,NA,179.595,0.0545869,0.00115448
2000000,Batrachoseps_wrighti,NA,258.78,0.0255813,-0.00321628
2000000,Dendrotriton_bromeliacius,NA,229.106,0.0168143,0.00271565
2000000,Chiropterotriton_priscus,NA,246.426,0.0673556,-0.00349856
2000000,Pseudoeurycea_bellii,NA,243.773,0.026087,0.000155504
2000000,Pseudoeurycea_unguidentis,NA,246.53,8.05175e-05,0.000107947
2000000,Pseudoeurycea_juarezi,NA,260.414,0.0352794,0.00227269
2000000,Pseudoeurycea_smithi,NA,256.069,0.0396878,-0.0028362
2000000,Pseudoeurycea_goebeli,Pseudoeurycea_rex,257.152,0.0245492,0.0106094
