generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.11845,-819.964,200,1
1000000,43,253.499,14.6863,50.8718,0.267
2000000,39,229.078,13.4203,45.3761,0.2715
3000000,56,328.093,65.8852,60.3329,0.245
4000000,32,193.057,19.4703,34.2622,0.261
5000000,20,115.552,41.8247,18.3141,0.2505
6000000,33,201.624,49.3951,28.7454,0.2635
7000000,63,368.536,66.0098,65.8521,0.229
8000000,46,270.21,54.2901,41.3816,0.258
9000000,37,221.01,15.6151,40.3,0.2555
10000000,40,234.912,20.4015,50.6897,0.265
11000000,20,117.318,20.5802,31.716,0.244
12000000,52,316.323,23.3667,53.9683,0.249
13000000,25,154.953,36.5853,25.6944,0.249667
14000000,37,225.124,19.0966,31.1096,0.2455
15000000,51,300.472,54.4068,48.6732,0.264
16000000,33,188.181,52.9081,25.6695,0.235667
17000000,45,264.871,18.9399,47.9187,0.267
18000000,50,287.156,51.7249,50.1147,0.2525
19000000,37,211.331,14.3392,33.8505,0.2395
20000000,55,320.334,22.9989,51.8838,0.238
21000000,47,273.441,4.43678,36.3426,0.2435
22000000,44,256.624,17.1689,38.9062,0.2465
23000000,71,410.706,75.4485,74.1754,0.226
24000000,20,120.749,4.1138,16.0645,0.245333
25000000,43,252.447,54.8969,34.1939,0.2495
26000000,49,285.655,38.1959,51.869,0.247
27000000,46,272.229,45.7647,37.698,0.232
28000000,38,217.157,-21.6487,25.7427,0.2645
29000000,59,365.469,31.959,50.1183,0.242
30000000,46,268.666,26.88,38.6995,0.249
31000000,31,180.684,42.8892,30.6326,0.2535
32000000,47,270.636,-36.2198,40.8636,0.2765
33000000,46,273.331,19.9958,49.227,0.249
34000000,33,184.119,18.7523,32.2119,0.247
35000000,45,256.907,2.82115,49.0004,0.267
36000000,41,243.06,38.3141,39.2309,0.235
37000000,63,361.855,7.70042,69.123,0.242
38000000,23,134.009,21.9937,19.1085,0.23275
39000000,42,242.453,54.6804,45.0824,0.252
40000000,37,214.071,19.2112,40.155,0.2415
41000000,62,379.719,40.5697,65.8546,0.255
42000000,33,200.175,6.52025,28.8098,0.271
43000000,21,133.247,13.3887,25.9254,0.259077
44000000,29,175.533,25.8727,22.3693,0.2345
45000000,23,137.637,33.6976,27.4376,0.227
46000000,37,211.618,23.9154,39.4976,0.25
47000000,50,297.851,-20.2122,53.9808,0.284
48000000,60,346.682,3.76699,66.0013,0.2496
49000000,34,201.94,42.7853,32.764,0.2365
50000000,44,271.915,54.3167,40.4624,0.228
51000000,46,274.218,47.3718,43.5162,0.237
52000000,63,388.395,18.3807,55.8104,0.247
53000000,71,431.999,47.5452,74.8046,0.239
54000000,39,236.126,41.879,33.7723,0.2335
55000000,41,241.447,15.5546,38.4881,0.234667
56000000,24,142.965,34.2119,25.8247,0.237667
57000000,33,190.873,3.21787,31.8151,0.255
58000000,39,235.574,33.2836,31.3839,0.236
59000000,33,193.581,63.8599,35.6213,0.234
60000000,51,276.336,54.3274,48.3728,0.246
61000000,57,339.218,38.4184,60.3737,0.253
62000000,47,282.047,24.0785,55.0366,0.2265
63000000,48,296.536,24.3105,45.4547,0.245
64000000,31,180.109,22.7702,33.6137,0.224
65000000,53,315.805,46.7382,50.0373,0.2355
66000000,31,172.917,13.5472,29.7516,0.241667
67000000,61,347.903,4.43908,56.493,0.265
68000000,48,288.763,-11.2495,44.4659,0.265
69000000,58,344.238,-1.27489,53.2833,0.265
70000000,44,252.698,12.2647,36.749,0.271
71000000,52,314.138,18.9332,42.2265,0.259
72000000,46,284.784,6.88528,49.3628,0.263
73000000,35,197.73,-8.37435,31.4534,0.2565
74000000,25,142.851,8.77041,18.6834,0.256
75000000,34,200.515,24.7803,45.1297,0.244875
76000000,41,235.704,25.0739,51.7417,0.265
77000000,62,365.76,-1.35697,64.8013,0.273
78000000,47,286.795,54.818,40.3543,0.231
79000000,35,194.88,60.693,34.6538,0.235
80000000,25,152.484,12.8815,21.3356,0.24975
81000000,49,282.369,30.4563,52.1416,0.242
82000000,38,224.527,-25.0051,34.7994,0.252667
83000000,58,337.898,39.2503,48.6623,0.249
84000000,27,150.514,19.4712,21.2834,0.252
85000000,28,168.744,23.9857,24.1492,0.238
86000000,29,171.109,31.1767,38.6336,0.242667
87000000,12,69.2098,-41.8207,15.1159,0.284
88000000,54,311.887,53.0774,58.5362,0.243
89000000,28,162.367,20.8228,39.5454,0.249714
90000000,31,171.767,36.5038,33.1389,0.2605
91000000,47,282.358,18.1668,46.5614,0.253
92000000,32,178.771,12.0275,35.1678,0.254
93000000,34,190.707,39.4589,35.8546,0.227
94000000,51,312.628,27.1116,36.5648,0.256
95000000,56,333.667,34.6707,55.4432,0.237
96000000,38,222.945,24.7872,30.3415,0.242
97000000,38,227.407,49.4734,39.9836,0.234
98000000,60,376.995,8.8557,50.6313,0.2575
99000000,73,446.224,72.5033,86.8512,0.235
100000000,32,195.48,40.0929,31.7904,0.237
101000000,38,227.039,54.3736,50.8446,0.229
102000000,48,284.587,35.3364,53.6306,0.269
103000000,55,322.024,33.2297,57.6674,0.24
104000000,42,253.331,44.7509,44.2779,0.247
105000000,40,240.888,73.9229,39.7797,0.238
106000000,19,110.07,-5.26945,13.1879,0.26
107000000,42,243.354,39.0921,33.7754,0.2575
