generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.685688,-8204.95,200,0.013422,0
500000,10,66.5472,-6741.58,5.46585,0.0949079,0.374
1000000,8,52.7154,-6736.19,5.89004,0.0954783,0.362
1500000,7,46.3686,-6749.56,5.79877,0.101384,0.319
2000000,6,39.6396,-6747.18,6.28756,0.0970224,0.304
2500000,8,52.9489,-6752.19,14.2558,0.0946652,0.355
3000000,8,46.3686,-6751.99,9.00445,0.092492,0.293
3500000,8,47.0809,-6740.01,10.6282,0.0951087,0.345
4000000,5,33.268,-6754.5,2.56272,0.0918219,0.326
4500000,7,49.2473,-6747.76,7.55487,0.0966079,0.312
5000000,8,52.1335,-6742.58,8.18557,0.0893674,0.311
5500000,9,61.3042,-6740.75,15.425,0.0938572,0.291
6000000,10,67.8197,-6747.22,10.7802,0.0988888,0.334
6500000,9,58.1409,-6741.35,10.8765,0.0914989,0.334042
7000000,8,52.3141,-6742.79,4.39351,0.0920758,0.328
7500000,6,37.5725,-6748.88,3.52094,0.0900329,0.297
8000000,6,37.7083,-6751.81,8.29453,0.096685,0.3545
8500000,7,41.0617,-6740.44,4.12172,0.0928338,0.343
9000000,6,35.9288,-6748.3,11.1077,0.0984891,0.312
9500000,9,58.3041,-6739.82,7.37888,0.0945513,0.343
10000000,8,52.9083,-6745.47,9.54736,0.0905432,0.329
10500000,6,37.3575,-6744.17,9.19427,0.0937023,0.3045
11000000,10,68.8302,-6748.35,18.1027,0.0935912,0.336
11500000,9,61.2628,-6737.38,7.12188,0.0933307,0.322
12000000,7,44.9372,-6747.51,9.64458,0.0929998,0.311
12500000,6,35.752,-6748.67,8.51857,0.091442,0.327667
13000000,9,54.5572,-6751.9,8.25138,0.095498,0.3478
13500000,9,60.2137,-6747.49,7.58414,0.0891608,0.348
14000000,9,57.5619,-6742.54,12.9539,0.0946455,0.374
14500000,12,77.9226,-6745.27,14.4588,0.0904689,0.337
15000000,7,49.1133,-6742.72,5.26731,0.0949859,0.3305
15500000,7,43.7718,-6748.47,9.26152,0.0930233,0.302
16000000,10,60.857,-6752.92,9.27171,0.0929394,0.3385
16500000,8,50.6451,-6736.24,8.95901,0.0923624,0.324
17000000,7,47.4768,-6751.55,9.67691,0.0959963,0.355
17500000,6,37.0479,-6761.76,5.72299,0.0912888,0.328
18000000,6,41.0985,-6743.07,7.00938,0.0976182,0.318
18500000,11,67.7177,-6737.37,12.7365,0.094756,0.332
19000000,8,52.1605,-6742.51,8.93245,0.097645,0.291
19500000,9,61.4881,-6752.73,13.5246,0.0948574,0.332
20000000,8,54.0977,-6747.53,8.97991,0.0949654,0.3065
20500000,8,47.0786,-6751.07,8.4868,0.0913579,0.347
21000000,5,37.4956,-6760.48,7.52208,0.0938904,0.312
