generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0793727,0.001,0.0360529,0
500000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.028446,-3.33936e-05,0.0187751,0
500000,Salamandrella_keyserlingii,Parahynobius_kordosi,227.918,0.0951695,0.00359766,0.0145088,0
500000,Ambystoma_talpoideum,Ambystoma_gracile,212.282,0.0902895,0.00154688,0.000155867,0
500000,Salamandra_infraimmaculata,Salamandra_atra,254.231,0.0601417,0.00732333,0.0285653,0
500000,Pleurodeles_waltl,Notophthalmus_meridionalis,210.021,0.0833874,0.00258221,0.0237741,0
500000,Necturus_lewisi,Necturus_punctatus,224.608,0.0929531,-0.000141266,0.00464982,0
500000,Aneides_aeneus,Aneides_hardii,221.927,0.0523175,-0.00422538,0.0164206,0
500000,Plethodon_petraeus,Plethodon_kentucki,253.997,0.15626,0.00192126,0.00759621,0
500000,Eurycea_naufragia,Eurycea_rathbuni,247.993,0.291132,0.00362839,0.0376927,0
500000,Parvimolge_townsendi,Bolitoglossa_cerroensis,209.798,0.11264,-0.00919107,0.0016118,0
500000,Ensatina_eschscholtzii,Hemidactylium_scutatum,166.259,0.0526864,-0.00105039,0.000100573,0
1000000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0251631,-0.0002138,0.0165178,0
1000000,Ranodon_sibiricus,Hynobius_retardatus,237.428,0.0826125,0.0019956,0.000691711,0
1000000,Opithisthotriton_kayi,Prodesmodon_copei,141.728,0.0707501,-0.00935554,0.047055,0
1000000,Ambystoma_opacum,Ambystoma_cingulatum,240.442,0.105672,-0.000797566,0.0179686,0
1000000,Mertensiella_caucasica,Pleurodeles_waltl,200.339,0.0977954,-0.00320967,0.0234828,0
1000000,Plethodon_caddoensis,Plethodon_jordani,255.175,0.183056,-0.00375964,0.0444254,0
1000000,Eurycea_sosorum,Eurycea_nana,264.311,0.223134,-0.00232143,0.0211036,0
1000000,Pseudoeurycea_papenfussi,Pseudoeurycea_brunnata,249.798,0.168208,-0.00328252,9.67443e-05,0
1000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,168.295,0.0524574,0.00239595,0.000248633,0
1500000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0207871,-2.41428e-05,0.0163576,0
1500000,Ranodon_sibiricus,Hynobius_retardatus,237.5,0.103932,-0.00594132,0.00540512,0
1500000,Opithisthotriton_kayi,Prodesmodon_copei,159.056,0.029062,-0.00129998,0.0230763,0
1500000,Ambystoma_opacum,Ambystoma_cingulatum,243.683,0.105933,0.00695067,0.015459,0
1500000,Salamandra_infraimmaculata,Lyciasalamandra_atifi,230.522,0.107051,-0.00668018,0.0570383,0
1500000,Pleurodeles_waltl,Notophthalmus_meridionalis,209.856,0.0976927,-0.00265876,0.0274604,0
1500000,Plethodon_petraeus,Plethodon_kentucki,252.286,0.145854,-0.00496444,0.00567563,0
1500000,Ensatina_eschscholtzii,Hemidactylium_scutatum,163.775,0.0422604,0.00668262,0.000460066,0
2000000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0235909,-0.000270258,0.0185993,0
2000000,Ranodon_sibiricus,Hynobius_retardatus,236.462,0.089666,-0.00802043,0.000234703,0
2000000,Ambystoma_gracile,Ambystoma_opacum,225.676,0.136302,-0.00534786,0.0250519,0
2000000,Salamandrina_perspicillata,Mertensiella_caucasica,173.663,0.0670015,0.00321135,0.0334395,0
2000000,Plethodon_jordani,Plethodon_metcalfi,255.746,0.175602,0.00386197,0.0166353,0
2000000,Eurycea_naufragia,Eurycea_rathbuni,246.25,0.195012,-0.000708636,0.000833357,0
2000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,173.953,0.0790502,-0.00394766,0.000507773,0
2500000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.015764,0.00652246,0.0164992,0
2500000,Plethodon_yonahlossee,Plethodon_petraeus,250.456,0.095686,-0.000805848,0.0350563,0
2500000,Salamandrella_keyserlingii,Parahynobius_kordosi,233.845,0.0858582,0.000376252,0.00618539,0
2500000,Ambystoma_tigrinum,Ambystoma_ordinarium,259.358,0.116067,0.00357504,0.00211484,0
2500000,Necturus_lewisi,Necturus_punctatus,219.055,0.0483087,-0.0021079,0.0188371,0
2500000,Mertensiella_caucasica,Phosphotriton_sigei,195.299,0.0647215,0.0073753,0.0297628,0
2500000,Plethodon_caddoensis,Plethodon_jordani,254.804,0.199855,0.00591117,0.0323802,0
2500000,Parvimolge_townsendi,Bolitoglossa_cerroensis,204.918,0.109752,-0.00801154,6.92942e-05,0
2500000,Ensatina_eschscholtzii,Hemidactylium_scutatum,156.774,0.0424217,0.00243745,0.00176164,0
3000000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0362154,-0.00135651,0.012966,0
3000000,Cryptobranchus_alleganiensis,Zaissanurus_beliajevae,202.817,0.0571373,0.00143888,0.0348774,0
3000000,Salamandrella_keyserlingii,Parahynobius_kordosi,227.591,0.0959822,-0.00359258,0.0184086,0
3000000,Ambystoma_gracile,Ambystoma_opacum,231.557,0.0988902,-0.00262285,0.0222186,0
3000000,Mertensiella_caucasica,Pleurodeles_waltl,197.612,0.120783,-0.00752085,0.029142,0
3000000,Plethodon_jordani,Plethodon_metcalfi,255.359,0.209139,9.66068e-05,0.0108318,0
3000000,Eurycea_naufragia,Eurycea_rathbuni,248.342,0.130689,-0.0137699,0.0275129,0
3000000,Eurycea_rathbuni,Eurycea_troglodytes,257.22,0.323297,0.00445155,0.140533,0
3000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,146.308,0.0494486,0.000950859,0.000436791,0
3500000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0313091,-0.000885341,0.0178555,0
3500000,Salamandrella_keyserlingii,Parahynobius_kordosi,214.162,0.131531,-0.00906935,0.00688761,0
3500000,Opithisthotriton_kayi,Prodesmodon_copei,162.023,0.0381952,-0.00162359,0.039237,0
3500000,Ambystoma_gracile,Ambystoma_opacum,238.856,0.0801431,-0.00710976,0.0021071,0
3500000,Salamandra_infraimmaculata,Lyciasalamandra_atifi,213.958,0.0768924,-0.00224401,0.012226,0
3500000,Pleurodeles_waltl,Notophthalmus_meridionalis,206.311,0.0762693,-0.000898538,0.0229358,0
3500000,Plethodon_caddoensis,Plethodon_jordani,255.062,0.270176,-0.00324336,0.0195001,0
3500000,Eurycea_sosorum,Eurycea_nana,261.564,0.728664,-0.00100002,0.101445,0
3500000,Ensatina_eschscholtzii,Hemidactylium_scutatum,171.761,0.0626744,-0.00195446,0.000883647,0
4000000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0151616,0.00707481,0.0192891,0
4000000,Salamandrella_keyserlingii,Parahynobius_kordosi,228.068,0.0946959,0.0021483,0.010892,0
4000000,Ambystoma_gracile,Ambystoma_opacum,239.731,0.125043,-0.00103435,0.00701871,0
4000000,Mertensiella_caucasica,Pleurodeles_waltl,198.942,0.0749353,0.00350663,0.0259648,0
4000000,Eurycea_sosorum,Eurycea_nana,263.144,0.390663,0.0031827,0.016401,0
4000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,168.338,0.0545658,0.0012395,0.000351822,0
4500000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0154527,0.00343,0.0147545,0
4500000,Salamandrella_keyserlingii,Parahynobius_kordosi,232.91,0.101961,-0.00614754,0.0148146,0
4500000,Ambystoma_gracile,Ambystoma_opacum,229.628,0.0666225,0.00102837,0.0133889,0
4500000,Mertensiella_caucasica,Pleurodeles_waltl,197.398,0.0746055,-0.000829828,0.0172229,0
4500000,Plethodon_caddoensis,Plethodon_jordani,254.117,0.145628,0.00160352,0.00745456,0
4500000,Eurycea_sosorum,Eurycea_nana,264.664,0.279391,0.00183286,0.0158357,0
4500000,Bolitoglossa_cerroensis,Bolitoglossa_gracilis,238.762,0.0696291,-0.000292043,0.00237558,0
4500000,Ensatina_eschscholtzii,Hemidactylium_scutatum,166.152,0.066952,-0.00214786,0.000831869,0
5000000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0410306,-0.00241751,0.0203591,0
5000000,Ranodon_sibiricus,Hynobius_retardatus,236.176,0.094374,0.0032589,0.00217539,0
5000000,Ambystoma_gracile,Ambystoma_opacum,233.933,0.0831237,-0.00613445,0.00150719,0
5000000,Mertensiella_caucasica,Pleurodeles_waltl,198.748,0.0987425,-0.0031222,0.0215811,0
5000000,Plethodon_petraeus,Plethodon_kentucki,253.861,0.170962,0.00385005,0.00767565,0
5000000,Eurycea_rathbuni,Eurycea_troglodytes,253.424,0.351229,-0.000318701,0.0300513,0
