generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.38718,-771.693,200,1
1000000,25,145.175,16.629,18.0884,0.25
2000000,26,151.65,0.474705,21.8237,0.249615
3000000,25,143.858,37.5432,20.3198,0.249
4000000,41,246.727,27.4644,40.2709,0.269
5000000,66,397.703,42.4284,61.7381,0.242
6000000,20,119.998,13.1875,20.0818,0.2385
7000000,42,249.071,0.1962,43.5206,0.2505
8000000,36,218.016,47.2443,50.3276,0.245
9000000,41,222.345,-15.1261,53.002,0.267
10000000,49,292.043,-0.920019,51.5665,0.261
11000000,42,259.658,59.9187,60.7978,0.231
12000000,47,277.387,7.05176,51.662,0.27
13000000,38,234.105,52.0809,38.6596,0.255
14000000,33,191.177,5.39065,40.4318,0.256
15000000,48,300.847,22.691,46.7398,0.271
16000000,54,323.966,21.7587,54.6533,0.2285
17000000,52,312.563,17.78,53.3874,0.2415
18000000,58,359.178,4.6563,64.4836,0.245
19000000,25,157.734,34.5672,25.1252,0.252
20000000,22,134.348,23.9854,22.2046,0.236
21000000,34,211.689,9.51453,46.0701,0.24
22000000,59,352.233,23.2067,67.5093,0.2445
23000000,58,350.388,25.9232,51.7613,0.253
24000000,29,172.002,6.36304,24.3395,0.268
25000000,51,310.299,13.2789,63.6026,0.245
26000000,26,155.172,28.8134,26.8365,0.253
27000000,36,216.88,39.3598,33.8429,0.254
28000000,45,267.219,28.8612,42.8014,0.242
29000000,28,170.566,24.7197,27.8222,0.258
30000000,58,355.655,14.4042,58.596,0.257
31000000,56,335.182,28.0909,64.0572,0.2445
32000000,28,169.079,32.5352,26.0176,0.2595
33000000,27,166.731,3.59913,32.8878,0.247
34000000,34,200.107,8.10505,34.4209,0.251
35000000,64,383.361,53.0497,66.8243,0.229667
36000000,29,183.227,13.0899,35.4832,0.245
37000000,53,326.369,37.7072,58.7874,0.2595
38000000,28,168.776,-10.8395,24.2383,0.2645
39000000,67,406.915,-4.01958,83.5431,0.256
40000000,37,226.306,6.41398,35.5987,0.26025
41000000,45,254.833,13.199,48.811,0.264
42000000,41,235.272,21.3866,40.0833,0.2415
43000000,60,354.659,25.4219,60.417,0.27475
44000000,35,207.496,36.5563,33.4598,0.245
45000000,49,286.887,16.3374,44.8543,0.232
46000000,57,356.032,17.7479,62.2621,0.251
47000000,68,415.068,10.5505,63.0696,0.241
48000000,45,272.387,22.941,40.8229,0.231
49000000,39,234.97,-0.33528,30.2949,0.278
50000000,31,186.809,14.1957,39.2062,0.251
