Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
59241,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Dendrotriton,sanctibarbarus,"(McCranie & Wilson, 1997)",,,,,Nototriton  sanctibarbarus ,,,,VU,D2,3.1,2008,stable,N
59242,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Dendrotriton,xolocalcae,"(Taylor, 1941)",,,,,Bolitoglossa  xolocalcae |Chiropterotriton  xolocalcae,Xolocalca Bromeliad Salamander,,,VU,D2,3.1,2008,stable,N
61902,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,abditus,"Anderson and Tilley, 2003",,,,,"",Cumberland Dusky Salamander,,,NT,,3.1,2006,unknown,N
59243,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,aeneus,"Brown and Bishop, 1947",,,,,"",Seepage Salamander,,,NT,,3.1,2004,decreasing,N
59244,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,apalachicolae,"Means and Karlin, 1989",,,,,"",Apalachicola Dusky Salamander,,,LC,,3.1,2004,stable,N
59245,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,auriculatus,"(Holbrook, 1838)",,,,,"",Southern Dusky Salamander,,,LC,,3.1,2004,stable,N
59246,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,brimleyorum,"Stejneger, 1895",,,,,"",Ouachita Dusky Salamander,,,LC,,3.1,2004,stable,N
59247,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,carolinensis,"Dunn, 1916",,,,,"",Carolina Mountain Dusky Salamander,,,LC,,3.1,2004,stable,N
59248,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,folkertsi,"Camp, Tilley, Austin and Marshall, 2002",,,,,"",Dwarf Black-bellied Salamander,,,DD,,3.1,2004,unknown,N
59249,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,fuscus,"(Green, 1818)",,,,,"",Dusky Salamander,,,LC,,3.1,2004,stable,N
59250,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,imitator,"Dunn, 1927",,,,,"",Imitator Salamander,,,LC,,3.1,2004,stable,N
59251,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,marmoratus,"(Moore, 1899)",,,,,"",Shovelnose Salamander,,,LC,,3.1,2004,stable,N
59252,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,monticola,"Dunn, 1916",,,,,"",Seal Salamander,,,LC,,3.1,2004,stable,N
59253,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,ochrophaeus,"Cope, 1859",,,,,"",Allegheny Mountain Dusky Salamander,,,LC,,3.1,2015,unknown,N
59254,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,ocoee,"Nicholls, 1949",,,,,"",Ocoee Salamander,,,LC,,3.1,2014,stable,N
59255,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,orestes,"Tilley & Mahoney, 1996",,,,,"",Blue Ridge Dusky Salamander,,,LC,,3.1,2014,stable,N
59256,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,quadramaculatus,"(Holbrook, 1840)",,,,,"",Blackbelly Salamander,,,LC,,3.1,2014,stable,N
59257,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,santeetlah,"Tilley, 1981",,,,,"",Santeetlah Dusky Salamander,,,LC,,3.1,2014,stable,N
59258,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,welteri,"Barbour, 1950",,,,,"",Black Mountain Salamander,,,LC,,3.1,2014,unknown,N
59259,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,wrighti,"King, 1936",,,,,"",Pygmy Salamander,,,LC,,3.1,2004,stable,N
59078,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Dicamptodon,aterrimus,"(Cope, 1868)",,,,,Amblystoma  aterrimum,Idaho Giant Salamander,,,LC,,3.1,2014,stable,N
59079,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Dicamptodon,copei,"Nussbaum, 1970",,,,,"",Cope's Giant Salamander,,,LC,,3.1,2004,stable,N
59080,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Dicamptodon,ensatus,"(Eschscholtz, 1833)",,,,,Triton  ensatus  ,"California Giant Salamander, Pacific Giant Salamander",,,NT,,3.1,2004,unknown,N
59081,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Dicamptodon,tenebrosus,"(Baird and Girard, 1852)",,,,,Amblystoma  tenebrosum,"Coastal Giant Salamander, Pacific Giant Salamander",,,LC,,3.1,2015,stable,N
22701634,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,caudata,"(Sclater, 1855)",,,,,"",Long-tailed Antbird,,,LC,,3.1,2012,stable,N
195971,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,PALMAE,Dypsis,caudata,Beentje,,,,,"",,,,CR,B1ab(iii)+2ab(iii); D,3.1,2012,unknown,N
59446,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Echinotriton,andersoni,"(Boulenger, 1892)",,,,,"",Anderson's Crocodile Newt,,,EN,B1ab(iii),3.1,2004,decreasing,N
59447,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Echinotriton,chinhaiensis,"(Chang, 1932)",,,,,"",Chinhai Spiny Newt,,,CR,"B1ab(iii,iv)+2ab(iii,iv)",3.1,2004,decreasing,N
59260,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Ensatina,eschscholtzii,"Gray, 1850",,,,,Ensatina  croceater|Ensatina  klauberi |Ensatina  platensis|Ensatina  sierrae|Heredia  oregonensis |Plethodon  croceater |Plethodon  eschscholtzii|Plethodon  oregonensis|Plethodon  platensis|Urotropis platensis ,"Ensatina, Eschscholtz Salamander, Common Ensatina, Eschscholtz's Salamander, Redwood Salamander",,,LC,,3.1,2015,stable,N
31567,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,caudata,King,,,,,"",,,,VU,B1+2c,2.3,1998,,N
59449,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Euproctus,montanus,"(Savi, 1838)",,,,,"","Corsican Brook Salamander, Corsican Mountain Newt",,,LC,,3.1,2009,stable,N
8371,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Euproctus,platycephalus,"(Gravenhorst, 1829)",,,,,"","Sardinian Brook Salamander, Sardinian Mountain Newt",,,EN,"B2ab(iii,iv)",3.1,2009,decreasing,N
59261,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,bislineata,"(Green, 1818)",,,,,"",Northern Two-lined Salamander,,,LC,,3.1,2004,stable,N
59262,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,chamberlaini,"Harrison and Guttman, 2003",,,,,"",Chamberlain's Dwarf Salamander,,,DD,,3.1,2004,unknown,N
59263,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,chisholmensis,"Chippindale, Price, Wiens and Hillis, 2000",,,,,"",Chisholm Trail Salamander,,,VU,D2,3.1,2004,unknown,N
59264,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,cirrigera,"(Green, 1818)",,,,,"",Southern Two-lined Salamander,,,LC,,3.1,2004,stable,N
59265,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,guttolineata,"(Holbrook, 1838)",,,,,"",Three-lined Salamander,,,LC,,3.1,2014,stable,N
59266,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,junaluska,"Sever, Dundee and Sullivan, 1976",,,,,"",Junaluska Salamander,,,VU,D1,3.1,2004,stable,N
59267,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,latitans,"Smith and Potter, 1946",,,,,"",Cascade Caverns Salamander,,,VU,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
59268,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,longicauda,"(Green, 1818)",,,,,"",Longtail Salamander,,,LC,,3.1,2014,stable,N
59269,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,lucifuga,"Rafinesque, 1822",,,,,"",Cave Salamander,,,LC,,3.1,2014,unknown,N
59270,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,multiplicata,"(Cope, 1869)",,,,,"",Many-ribbed Salamander,,,LC,,3.1,2004,stable,N
8391,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,nana,"Bishop, 1941",,,,,"",San Marcos Salamander,,,VU,D2,3.1,2004,stable,N
59271,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,naufragia,"Chippindale, Price, Wiens and Hillis, 2000",,,,,"",San Gabriel Springs Salamander,,,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2004,decreasing,N
59272,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,neotenes,"Bishop and Wright, 1937",,,,,"",Texas Salamander,,,VU,D2,3.1,2004,unknown,N
59273,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,pterophila,"Burger, Smith and Potter, 1950",,,,,"",Blanco River Springs Salamander,,,DD,,3.1,2004,unknown,N
59274,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,quadridigitata,"(Holbrook, 1842)",,,,,"",Dwarf Salamander,,,LC,,3.1,2004,stable,N
39262,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,rathbuni,"(Stejneger, 1897)",,,,,"",Texas Blind Salamander,,,VU,D2,3.1,2004,stable,N
39263,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,robusta,"(Longley, 1978)",,,,,"",Blanco Blind Salamander,,,DD,,3.1,2004,unknown,N
8392,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,sosorum,"Chippindale, Price and Hillis, 1993",,,,,"",Barton Springs Salamander,,,VU,D1+2,3.1,2004,stable,N
22707,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,spelaea,"(Stejneger, 1892)",,,,,Eurycea spelaeus  |Typhlotriton spelaeus  ,Grotto Salamander,,,LC,,3.1,2004,unknown,N
59275,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,tonkawae,"Chippindale, Price, Wiens and Hillis, 2000",,,,,"",Jollyville Plateau Salamander,,,EN,"B1ab(iii,v)",3.1,2004,decreasing,N
8393,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,tridentifera,"Mitchell and Reddall, 1965",,,,,"",Comal Blind Salamander,,,VU,D2,3.1,2004,unknown,N
59276,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,troglodytes,"Baker, 1957",,,,,"",Eurycea Troglodytes Complex,,,DD,,3.1,2004,unknown,N
59277,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,tynerensis,"Moore and Hughes, 1939",,,,,"",Oklahoma Salamander,,,NT,,3.1,2004,decreasing,N
59284,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,wallacei,"(Carr, 1939)",,,,,Haideotriton wallacei  ,Georgia Blind Salamander,,,VU,B1ab(iii)+2ab(iii),3.1,2004,unknown,N
59278,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,waterlooensis,"Hillis, Chamberlain, Wilcox and Chippindale, 2001",,,,,"",Austin Blind Salamander,,,VU,D2,3.1,2004,unknown,N
59279,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,wilderae,"Dunn, 1920",,,,,"",Blue Ridge Two-lined Salamander,,,LC,,3.1,2014,stable,N
36199,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,Graffenrieda,caudata,Wurdack,,,,,"",,,,VU,D2,2.3,1998,,N
59280,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Gyrinophilus,gulolineatus,"Brandon, 1965",,,,,"",Berry Cave Salamander,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
59281,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Gyrinophilus,palleucus,"McCrady, 1954",,,,,"",Tennessee Cave Salamander,,,VU,"B2ab(iii,v)",3.1,2004,decreasing,N
59282,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Gyrinophilus,porphyriticus,"(Green, 1827)",,,,,"",Spring Salamander,,,LC,,3.1,2015,stable,N
59283,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Gyrinophilus,subterraneus,"Besharse and Holsinger, 1977",,,,,"",West Virginia Spring Salamander,,,EN,D,3.1,2004,unknown,N
59285,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Hemidactylium,scutatum,"(Temminck, 1838)",,,,,"",Four-toed Salamander,,,LC,,3.1,2015,stable,N
10304,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Hydromantes,brunus,"Gorman, 1954",,,,,"",Limestone Salamander,,,VU,D2,3.1,2004,unknown,N
59286,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Hydromantes,platycephalus,"(Camp, 1916)",,,,,"",Mount Lyell Salamander,,,LC,,3.1,2014,stable,N
10305,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Hydromantes,shastae,"Gorman and Camp, 1953",,,,,"",Shasta Salamander,,,VU,D2,3.1,2004,stable,N
10613,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,abei,"Sato, 1934",,,,,"",Abe's Salamander,,,CR,"B2ab(ii,iii,iv)",3.1,2004,decreasing,N
59089,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,amjiensis,"Gu, 1992",,,,,"",,,,CR,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
59090,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,arisanensis,"Maki, 1922",,,,,"",,,,VU,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
59091,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,boulengeri,"(Thompson, 1912)",,,,,"",Odaigahara Salamander,,,VU,B1ab(iii),3.1,2004,decreasing,N
59092,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,chinensis,"Günther, 1889",,,,,"",,,,EN,B2ab(iii),3.1,2004,decreasing,N
10614,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,dunni,"Tago, 1931",,,,,"",Oita Salamander,,,EN,B2ab(iii),3.1,2004,decreasing,N
59093,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,formosanus,"Maki, 1922",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
61894,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,guabangshanensis,"Shen, Deng and Wang, 2004",,,,,"",,,,DD,,3.1,2006,unknown,N
10615,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,hidamontanus,"Matsui, 1987",,,,,Hynobius tenuis  ,"Hakuba Salamander, Japanese Mountain Salamander",,,EN,B1ab(iii),3.1,2004,decreasing,N
61895,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,katoi,"Matsui, Kokuryo, Misawa and Nishikawa, 2004",,,,,"",,,,DD,,3.1,2006,unknown,N
59094,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,kimurae,"Dunn, 1923",,,,,"",Hida Salamander,,,LC,,3.1,2004,stable,N
59095,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,leechii,"Boulenger, 1887",,,,,Hynobius manchuricus  |Hynobius mantchuricus  ,"Gensan Salamander , Chinese Salamander, Manchurian Salamander ",,,LC,,3.1,2008,decreasing,N
59096,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,lichenatus,"Boulenger, 1883",,,,,"",Tohoku Salamander,,,LC,,3.1,2004,stable,N
135908,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,maoershanensis,"Zhou, Jiang & Jiang, 2006",,,,,"",,,,DD,,3.1,2008,unknown,N
59097,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,naevius,"(Temminck & Schlegel, 1838)",,,,,Salamandra naevia  ,"Blotched Salamander, Japanese Salamander, Sagami Salamander, Spotted Salamander",,,LC,,3.1,2009,stable,N
59098,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,nebulosus,"(Temminck and Schlegel, 1838)",,,,,"",Clouded Salamander,,,LC,,3.1,2004,decreasing,N
59099,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,nigrescens,"Stejneger, 1907",,,,,"",Japanese Black Salamander,,,LC,,3.1,2004,stable,N
10616,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,okiensis,"Sato, 1940",,,,,"",Oki Salamander,,,CR,B2ab(iii),3.1,2004,decreasing,N
59100,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,quelpaertensis,"Mori, 1928",,,,,Hynobius quelpartensis  |Hynobius quelpartensis  ,,,,DD,,3.1,2004,unknown,N
59101,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,retardatus,"(Dunn, 1923)",,,,,"","Ezo Salamander, Hokkaido Salamander",,,LC,,3.1,2004,stable,N
59102,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,sonani,"(Maki, 1922)",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
10617,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,stejnegeri,"Dunn, 1923",,,,,"",Amber-coloured Salamander,,,VU,B1ab(iii),3.1,2004,decreasing,N
10618,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,takedai,"Matsui and Miyazaki, 1984",,,,,"",Hokuriku Salamander,,,EN,B1ab(iii),3.1,2004,decreasing,N
59103,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,tokyoensis,"Tago, 1931",,,,,"",Tokyo Salamander,,,VU,B1ab(iii),3.1,2004,decreasing,N
59104,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,tsuensis,"Abé, 1922",,,,,"",Tsushima Salamander,,,LC,,3.1,2004,stable,N
59105,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,turkestanicus,"Nikolsky, 1909",,,,,"",Turkestanian Salamander,,,DD,,3.1,2004,unknown,N
136179,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,yangi,"Kim, Min & Matsui, 2003",,,,,"",,,,EN,B1ab(iii),3.1,2008,decreasing,N
163493,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,yatsui,"Oyama, 1947",,,,,Hynobius naevius subspecies yatsui,,,,LC,,3.1,2009,stable,N
59106,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,yiwuensis,"Cai, 1985",,,,,"",,,,VU,B2ab(iii),3.1,2004,decreasing,N
59439,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,chenggongensis,"Kou and Xing, 1983",,,,,Cynops chenggongensis,,,,DD,,3.1,2004,unknown,N
59440,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,cyanurus,"Liu, Hu & Yang, 1962",,,,,Cynops cyanurus,"Chuxiong Fire-bellied Newt, Cyan Newt",,,LC,,3.1,2004,decreasing,N
59442,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,orientalis,"(David, 1873)",,,,,Cynops orientalis,Oriental Fire-bellied Newt,,,LC,,3.1,2004,decreasing,N
59443,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,orphicus,"Risch, 1983",,,,,Cynops orphicus,Dayang Newt,,,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2004,decreasing,N
59445,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,wolterstorffi,"(Boulenger, 1905)",,,,,Cynops wolterstorffi,Yunnan Lake Newt,,,EX,,3.1,2004,,N
59472,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Ichthyosaura,alpestris,"(Laurenti, 1768)",,,,,Mesotriton alpestris|Triturus alpestris  |Triturus alpestris  ,Alpine Newt,,Tritón Alpino,LC,,3.1,2009,decreasing,N
19892108,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,LEGUMINOSAE,Indigofera,caudata,Dunn,,,,,"",,,,LC,,3.1,2012,unknown,N
22733120,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Inezia,caudata,"(Salvin, 1897)",,,,,"","Pale-tipped Tyrannulet, Pale-tipped Inezia",,,LC,,3.1,2012,stable,N
38315,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,LEGUMINOSAE,Inga,caudata,Killip,,,,,"",,,,VU,D2,2.3,1998,,N
2666,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Iranodon,gorganensis,"(Clergue-Gazeau & Thorn, 1979)",,,,,Batrachuperus gorganensis|Paradactylodon gorganensis,,,,CR,B1ab(iii)+2ab(iii),3.1,2009,decreasing,N
2665,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Iranodon,persicus,"(Eiselt & Steiner, 1970)",,,,,Batrachuperus persicus  |Batrachuperus persicus  |Paradactylodon persicus,Persian Mountain Salamander,,,NT,,3.1,2016,unknown,N
59371,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Isthmura,bellii,"(Gray, 1850)",,,,,Pseudoeurycea bellii|Spelerpes bellii,Bell's False Brook Salamander,,,VU,A2ace,3.1,2016,decreasing,N
61906,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Isthmura,boneti,"Alvarez and Martín, 1967",,,,,Pseudoeurycea boneti,Oaxacan False Brook Salamander,,,VU,A2a,3.1,2016,decreasing,N
59380,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Isthmura,gigantea,"(Taylor, 1939)",,,,,Oedipus giganteus|Pseudoeurycea gigantea,Giant False Brook Salamander ,,,CR,A4ac,3.1,2016,decreasing,N
61907,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Isthmura,maxima,"Parra-Olea, García-París, Papenfuss and Wake, 2005",,,,,Pseudoeurycea maxima,Southern Giant Salamander,,Salamandra Gigante De Putla,DD,,3.1,2008,unknown,N
59389,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Isthmura,naucampatepetl,"(Parra-Olea, Papenfuss & Wake, 2001)",,,,,Pseudoeurycea naucampatepetl,Cofre de Perote Salamander,,,CR,B1ab(iii),3.1,2016,decreasing,N
59287,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Ixalotriton,niger,"Wake & Johnson, 1989",,,,,Pseudoeurycea niger|Pseudoeurycea nigra,Jumping Salamander,,,EN,B1ab(iii),3.1,2016,decreasing,N
59288,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Ixalotriton,parvus,"(Lynch & Wake, 1989)",,,,,Ixalotriton parva|Pseudoeurycea parva,Dwarf False Brook Salamander,,,CR,B1ab(iii)+2ab(iii),3.1,2016,decreasing,N
61903,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Karsenia,koreana,"Min, Yang, Bonett, Vieites, Brandon and Wake, 2005",,,,,"",,,,LC,,3.1,2006,unknown,N
59461,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Laotriton,laoensis,"(Stuart & Papenfuss, 2002)",,,,,Paramesotriton laoensis,,,,EN,"B1ab(iii,v)",3.1,2014,decreasing,N
59486,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Liangshantriton,taliangensis,"(Liu, 1950)",,,,,Tylototriton taliangensis,Taliang Knobby Newt,,,NT,,3.1,2004,decreasing,N
59473,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,boscai,"(Lataste, 1879)",,,,,Triturus boscai  |Triturus boscai  ,"Bosca's Newt, Iberian Newt",,Tritón Ibérico,LC,,3.1,2009,stable,N
59475,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,helveticus,"(Razoumowsky, 1789)",,,,,Triturus helveticus  |Triturus helveticus  ,Palmate Newt,,Tritón Palmeado,LC,,3.1,2009,stable,N
