Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
59476,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,italicus,"(Peracca, 1898)",,,,,Triturus italicus  |Triturus italicus  ,Italian Newt,,,LC,,3.1,2009,decreasing,N
59478,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,montandoni,"(Boulenger, 1860)",,,,,Triturus montandoni,Carpathian Newt,,,LC,,3.1,2016,decreasing,N
59481,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,vulgaris,"(Linnaeus, 1758)",,,,,Triturus vulgaris  ,Smooth Newt,,,LC,,3.1,2009,stable,N
59112,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Liua,shihi,"(Liu, 1950)",,,,,Ranodon shihi  ,Wushan Salamander,,,NT,,3.1,2004,decreasing,N
59113,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Liua,tsinpaensis,"(Liu and Hu in Hu, Zhao and Liu, 1966)",,,,,Ranodon tsinpaensis  ,Tsinpa Salamander,,,VU,"B1ab(iii,v)+2ab(iii,v)",3.1,2004,decreasing,N
61913,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,antalyana,"(Basoglu & Baran, 1976)",,,,,"",,,,EN,B1ab(iii),3.1,2016,decreasing,N
61914,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,atifi,"(Basoglu, 1967)",,,,,"",,,,EN,B1ab(iii),3.1,2009,stable,N
61915,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,billae,"(Franzen & Klewen, 1987)",,,,,"",,,,CR,B1ab(iii),3.1,2009,decreasing,N
61916,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,fazilae,"(Basoglu and Atatür, 1974)",,,,,"",,,,EN,B1ab(iii),3.1,2009,stable,N
61917,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,flavimembris,"(Mutz and Steinfartz, 1995)",,,,,"",,,,EN,B1ab(iii),3.1,2009,decreasing,N
61918,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,helverseni,"(Pieper, 1963)",,,,,"",,,,VU,D2,3.1,2009,stable,N
41241,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,luschani,"(Steindachner, 1891)",,,,,"",,,,VU,B1ab(iii),3.1,2016,stable,N
12825,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,caudata,"(Geoffroy, 1844)",,,,,"",Long-tailed Marmot,,Marmota De Cola Larga,LC,,3.1,2016,unknown,N
13198,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Mertensiella,caucasica,"(Waga, 1876)",,,,,"",Caucasian Salamander,,,VU,"B2ab(ii,iii)",3.1,2009,decreasing,N
35629,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EBENALES,SAPOTACEAE,Micropholis,caudata,T.D.Penn.,,,,,"",,,,CR,"B1+2d, D",2.3,1998,,N
34237,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Mitrephora,caudata,Merr.,,,,,"",,,,VU,B1+2c,2.3,1998,,N
59430,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PROTEIDAE,Necturus,alabamensis,"Viosca, 1937",,,,,Necturus lödingi  ,Alabama Waterdog,,,EN,B2ab(iii),3.1,2004,decreasing,N
59431,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PROTEIDAE,Necturus,beyeri,"Viosca, 1937",,,,,Necturus punctatus,Gulf Coast Waterdog,,,LC,,3.1,2014,unknown,N
59432,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PROTEIDAE,Necturus,lewisi,"(Brimley, 1924)",,,,,Necturus maculosus  ,Neuse River Waterdog,,,NT,,3.1,2004,decreasing,N
59433,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PROTEIDAE,Necturus,maculosus,"(Rafinesque, 1818)",,,,,Sirena maculosa  ,Mudpuppy,,,LC,,3.1,2015,stable,N
59434,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PROTEIDAE,Necturus,punctatus,"(Gibbes, 1850)",,,,,Menobranchus punctatus  ,Dwarf Waterdog,,,LC,,3.1,2014,unknown,N
14734,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Neurergus,crocatus,"Cope, 1862",,,,,"","Lake Urmia Newt, Azerbaijan Newt",,,VU,B2ab(iii),3.1,2016,decreasing,N
59450,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Neurergus,kaiseri,"Schmidt, 1952",,,,,Neurergus crocatus subspecies kaiseri,"Luristan Newt, Lorestan Mountain Newt, Kaiser's Mountain Newt, Emperor Newt",,,CR,"A2d; B2ab(iii,v)",3.1,2009,decreasing,N
59451,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Neurergus,microspilotus,"(Nesterov, 1916)",,,,,Rhithrotriton derjugini variety derjugini|Rhithrotriton derjugini variety microspilotus,Kurdistan Newt,,,CR,"A3cde+4cde; B2ab(iii,iv,v)",3.1,2016,decreasing,N
14735,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Neurergus,strauchii,"(Steindachner, 1887)",,,,,"",,,,VU,B1ab(iii),3.1,2009,decreasing,N
59452,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Notophthalmus,meridionalis,"(Cope, 1880)",,,,,Diemyctylus kallerti|Diemyctylus  miniatus  subspecies meridionalis |Molge  meridionalis|Notophthalmus kallerti|Triturus  kallerti|Triturus  meridionalis ,"Black-spotted Newt, Texas Newt, Texas Triton",,,EN,"B2ab(iii,iv,v)",3.1,2008,decreasing,N
14872,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Notophthalmus,perstriatus,"(Bishop, 1941)",,,,,"",Striped Newt,,,NT,,3.1,2004,decreasing,N
59453,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Notophthalmus,viridescens,"(Rafinesque, 1820)",,,,,"",Eastern Newt,,,LC,,3.1,2015,stable,N
59292,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,abscondens,"(Taylor, 1948)",,,,,Chiropterotriton  abscondens ,,,,LC,,3.1,2008,stable,N
59293,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,barbouri,"(K. Schmidt, 1936)",,,,,Chiropterotriton  barbouri|Oedipus  barbouri ,Yoro Salamander,,,EN,B1ab(iii),3.1,2008,decreasing,N
29426,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,brodiei,"Campbell & Smith, 1998",,,,,"",,,,EN,B1ab(iii),3.1,2014,unknown,N
59294,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,gamezi,"García-París & Wake, 2000",,,,,"",Monteverde Moss Salamander,,,VU,D2,3.1,2008,stable,N
59295,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,guanacaste,"Good & Wake, 1993",,,,,"",,,,VU,D2,3.1,2008,stable,N
59296,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,lignicola,"McCranie & Wilson, 1997",,,,,"",,,,CR,B1ab(iii),3.1,2008,decreasing,N
59297,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,limnospectator,"McCranie, Wilson & Polisar, 1998",,,,,"",,,,EN,B1ab(iii),3.1,2008,decreasing,N
59298,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,major,"Good & Wake, 1993",,,,,"",,,,CR,B1ab(iii),3.1,2008,decreasing,N
59299,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,picadoi,"(Stejneger, 1911)",,,,,Chiropterotriton  picadoi |Oedipus  picadoi |Spelerpes  picadoi ,La Estrella Salamander,,,NT,,3.1,2008,stable,N
59300,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,richardi,"(Taylor, 1949)",,,,,Chiropterotriton  richardi|Parvimolge  richardi ,Richard's Salamander,,,NT,,3.1,2008,stable,N
59301,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,saslaya,"Köhler, 2002",,,,,"",,,,VU,D2,3.1,2008,stable,N
59302,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,stuarti,"Wake & Campbell, 2000",,,,,"",Stuart's Moss Salamander,,,DD,,3.1,2008,unknown,N
59303,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,tapanti,"Good & Wake, 1993",,,,,"",,,,VU,D2,3.1,2008,unknown,N
59304,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nyctanolis,pernix,"Elias & Wake, 1983",,,,,"",Nimble Long-limbed Salamander,,,EN,B1ab(iii),3.1,2008,decreasing,N
59305,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,alfaroi,"Dunn, 1921",,,,,Oedipus  alfaroi,Limon Worm Salamander,,,VU,B1ab(iii),3.1,2010,unknown,N
59306,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,alleni,"Taylor, 1954",,,,,"",,,,LC,,3.1,2008,stable,N
59307,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,altura,"Brame, 1968",,,,,"",Cartago Worm Salamander,,,CR,B1ab(iii),3.1,2008,decreasing,N
59308,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,carablanca,"Brame, 1968",,,,,"",Los Diamantes Worm Salamander ,,,EN,B1ab(iii),3.1,2008,unknown,N
59309,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,collaris,"(Stejneger, 1907)",,,,,Oedipina serpens|Oedipus  collaris|Spelerpes  collaris ,Collared Worm Salamander,,,DD,,3.1,2008,unknown,N
59310,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,complex,"(Dunn, 1924)",,,,,Oedipus  complex|Oedopinola  complex ,Gamboa Worm Salamander,,,LC,,3.1,2008,decreasing,N
59311,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,cyclocauda,"Taylor, 1952",,,,,"",Costa Rica Worm Salamander,,,LC,,3.1,2008,decreasing,N
59312,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,elongata,"(Schmidt, 1936)",,,,,Oedipus elongatus ,"Central American Worm Salamander, Galliwasp , White-crowned Worm Salamander",,,LC,,3.1,2008,decreasing,N
59313,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,gephyra,"McCranie, Wilson & Williams, 1993",,,,,"",La Fortuna Worm Salamander,,,EN,B1ab(iii),3.1,2008,decreasing,N
59314,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,gracilis,"Taylor, 1952",,,,,"",,,,EN,A2ac,3.1,2008,decreasing,N
59315,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,grandis,"Brame & Duellman, 1970",,,,,"",Cerro Pando Worm Salamander ,,,EN,"B1ab(iii,v)",3.1,2008,decreasing,N
59316,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,ignea,"Stuart, 1952",,,,,"",Chimaltenango Worm Salamander,,,DD,,3.1,2008,unknown,N
59317,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,maritima,"García-París & Wake, 2000",,,,,"",Maritime Worm Salamander,,,CR,B1ab(iii)+2ab(iii),3.1,2008,decreasing,N
59318,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,pacificensis,"Taylor, 1952",,,,,"",,,,LC,,3.1,2008,stable,N
59319,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,parvipes,"(Peters, 1879)",,,,,Oedipus  parvipes|Spelerpes  parvipes ,Colombian Worm Salamander,,,LC,,3.1,2008,decreasing,N
59320,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,paucidentata,"Brame, 1968",,,,,"",El Empalme Worm Salamander,,,CR,B1ab(iii),3.1,2008,decreasing,N
59321,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,poelzi,"Brame, 1963",,,,,"",Quarry Worm Salamander ,,,EN,A2ace; B1ab(iii),3.1,2008,decreasing,N
59322,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,pseudouniformis,"Brame, 1968",,,,,"",,,,EN,"B1ab(iii,v)",3.1,2008,decreasing,N
59323,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,savagei,"García-París & Wake, 2000",,,,,"",Savage's Worm Salamander,,,DD,,3.1,2008,unknown,N
59324,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,stenopodia,"Brodie & Campbell, 1993",,,,,"",,,,EN,B1ab(iii),3.1,2008,decreasing,N
59325,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,stuarti,"Brame, 1968",,,,,"",Stuart's Worm Salamander,,,DD,,3.1,2008,unknown,N
59326,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,taylori,"Stuart, 1952",,,,,"",Taylor's Worm Salamander,,,LC,,3.1,2010,unknown,N
136010,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,tomasi,"McCranie, 2006",,,,,"",,,,CR,B2ab(iii),3.1,2008,decreasing,N
59327,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,uniformis,"Keferstein, 1868",,,,,Oedipina bonitaensis|Oedipina inusitata|Oedipina longicauda  |Oedipina longissima|Oedipina syndactyla|Oedipina  vermicularis|Oedipus  uniformis|Ophiobatrachus vermicularis|Spelerpes  uniformis|Spelerpes  vermicularis,Cienega Colorado Worm Salamander,,,NT,,3.1,2008,decreasing,N
136019,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Ommatotriton,ophryticus,"(Berthold, 1846)",,,,,"",Northern Banded Newt,,,NT,,3.1,2009,decreasing,N
59480,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Ommatotriton,vittatus,"(Gray, 1835)",,,,,Molge  syriacus |Molge  vittatus|Triton  vittatus|Triturus vittatus,"Southern Banded Newt, Banded Newt, Striped Eft",,,LC,,3.1,2009,decreasing,N
39419,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Onychodactylus,fischeri,"(Boulenger, 1886)",,,,,Onychodactylus rossicus  ,"Fischer's Clawed Salamander, Long-tailed Clawed Salamander",,,LC,,3.1,2004,decreasing,N
59108,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Onychodactylus,japonicus,"(Houttuyn, 1782)",,,,,"",Japanese Clawed Salamander,,,LC,,3.1,2004,stable,N
59109,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Pachyhynobius,shangchengensis,"Fei, Qu and Wu, 1983",,,,,"",,,,VU,"B1ab(iii,v)",3.1,2004,decreasing,N
59107,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Pachyhynobius,yunanicus,"(Chen, Qu and Niu, 2001)",,,,,Hynobius yunanicus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
59454,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Pachytriton,brevipes,"(Sauvage, 1876)",,,,,"",Black-spotted Stout Newt,,,LC,,3.1,2004,decreasing,N
59455,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Pachytriton,labiatus,"(Unterstein, 1930)",,,,,"",Spotless Stout Newt,,,LC,,3.1,2004,decreasing,N
59456,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,caudopunctatus,"(Liu and Hu, 1973)",,,,,"",Spot-tailed Warty Newt,,,NT,,3.1,2004,decreasing,N
59457,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,chinensis,"(Gray, 1859)",,,,,"",Chinese Warty Newt,,,LC,,3.1,2004,decreasing,N
16129,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,deloustali,"(Bourret, 1934)",,,,,"","Vietnam Warty Newt, Tam Dao Salamander",,,VU,"B2ab(iii,v)",3.1,2004,decreasing,N
59458,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,fuzhongensis,"Wen, 1989",,,,,"",Wanggao Warty Newt,,,VU,"B1ab(iii,v)",3.1,2004,decreasing,N
59459,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,guanxiensis,"(Huang, Tang and Tang, 1983)",,,,,"",Guangxi Warty Newt,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
59460,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,hongkongensis,"(Myers & Leviton, 1962)",,,,,Paramesotriton chinensis subspecies hongkongensis,Hong Kong Warty Newt,,,NT,,3.1,2004,decreasing,N
59328,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Parvimolge,townsendi,"(Dunn, 1922)",,,,,"",Townsend's Salamander,,,CR,A2ac+4ac,3.1,2008,decreasing,N
16801,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Phaeognathus,hubrichti,"Highton, 1961",,,,,"",Red Hills Salamander,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
29488,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,ainsworthi,"Lazell, 1998",,,,,"",Ainsworth's Salamander,,,EX,,3.1,2004,,N
59329,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,albagula,"Grobman, 1944",,,,,Plethodon  glutinosus  subspecies albagula ,"White-throated Slimy Salamander, Western Slimy Salamander, Whitethroat Slimy Salamander",,,LC,,3.1,2008,stable,N
59330,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,amplus,"Highton and Peabody, 2000",,,,,"",Blue Ridge Gray-cheeked Salamander,,,VU,D2,3.1,2004,unknown,N
59331,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,angusticlavius,"Grobman, 1944",,,,,"",Ozark Zigzag Salamander,,,LC,,3.1,2014,stable,N
61904,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,asupak,"Mead, Clayton, Nauman, Olson and Pfrender, 2005",,,,,"",Scottbar Salamander,,,VU,D2,3.1,2006,unknown,N
59332,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,aureolus,"Highton, 1983",,,,,"",Tellico Salamander,,,DD,,3.1,2004,unknown,N
17630,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,caddoensis,"Pope and Pope, 1951",,,,,"",Caddo Mountain Salamander,,,NT,,3.1,2004,unknown,N
59333,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,cheoah,"Highton and Peabody, 2000",,,,,"",Cheoah Bald Salamander,,,VU,D2,3.1,2004,stable,N
59334,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,cinereus,"(Green, 1818)",,,,,"","Eastern Red-backed Salamander, Redback Salamander",,,LC,,3.1,2015,stable,N
59335,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,cylindraceus,"(Harlan, 1825)",,,,,"",White-spotted Slimy Salamander,,,LC,,3.1,2014,stable,N
59336,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,dorsalis,"Cope, 1889",,,,,"",Northern Zigzag Salamander,,,LC,,3.1,2014,stable,N
59337,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,dunni,"Bishop, 1934",,,,,"",Dunn's Salamander,,,LC,,3.1,2014,stable,N
59338,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,electromorphus,"Highton, 1999",,,,,"",Northern Ravine Salamander,,,LC,,3.1,2014,stable,N
59339,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,elongatus,"Van Denburgh, 1916",,,,,"",Del Norte Salamander,,,NT,,3.1,2004,decreasing,N
17631,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,fourchensis,"Duncan and Highton, 1979",,,,,"",Fourche Mountain Salamander,,,VU,D2,3.1,2004,unknown,N
59340,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,glutinosus,"(Green, 1818)",,,,,"",Slimy Salamander,,,LC,,3.1,2014,stable,N
59341,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,hoffmani,"Highton, 1971 [1972]",,,,,"",Valley And Ridge Salamander,,,LC,,3.1,2014,stable,N
17632,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,hubrichti,"Thurow, 1957",,,,,"",Peaks Of Otter Salamander,,,VU,D2,3.1,2004,unknown,N
59342,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,idahoensis,"Slater & Slipp, 1940",,,,,"",Coeur D'Alene Salamander,,,LC,,3.1,2015,unknown,N
59343,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,jordani,"Blatchley, 1901",,,,,"",Red-cheeked Salamander,,,NT,,3.1,2004,stable,N
59344,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,kentucki,"Mittleman, 1951",,,,,"",Cumberland Plateau Salamander,,,LC,,3.1,2014,stable,N
59345,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,kiamichi,"Highton, 1989",,,,,"",Kiamichi Slimy Salamander,,,DD,,3.1,2004,unknown,N
59346,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,kisatchie,"Highton, 1989",,,,,"",Louisiana Slimy Salamander,,,LC,,3.1,2004,unknown,N
17625,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,larselli,"Burns, 1953",,,,,"",Larch Mountain Salamander,,,NT,,3.1,2004,stable,N
59347,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,meridianus,"Highton and Peabody, 2000",,,,,"",South Mountain Gray-cheeked Salamander,,,VU,D2,3.1,2004,stable,N
59348,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,metcalfi,"Brimley, 1912",,,,,"",Southern Gray-cheeked Salamander,,,LC,,3.1,2014,stable,N
59349,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,montanus,"Highton & Peabody, 2000",,,,,"",Northern Gray-cheeked Salamander,,,LC,,3.1,2014,stable,N
17626,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,neomexicanus,"Stebbins & Riemer, 1950",,,,,"",Jemez Mountains Salamander,,,NT,,3.1,2004,stable,N
17627,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,nettingi,"Green, 1938",,,,,"",Cheat Mountain Salamander,,,NT,,3.1,2004,stable,N
17633,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,ouachitae,"Dunn and Heinze, 1933",,,,,"",Rich Mountain Salamander,,,NT,,3.1,2004,stable,N
59350,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,petraeus,"Wynn, Highton and Jacobs, 1988",,,,,"",Pigeon Mountain Salamander,,,VU,D2,3.1,2004,stable,N
59351,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,punctatus,"Highton, 1971 [1972]",,,,,"",White-spotted Salamander,,,NT,,3.1,2004,stable,N
59352,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,richmondi,"Netting & Mittleman, 1938",,,,,"",Ravine Salamander,,,LC,,3.1,2014,stable,N
59353,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,sequoyah,"Highton, 1989",,,,,"",Sequoyah Slimy Salamander,,,DD,,3.1,2004,unknown,N
59354,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,serratus,"Grobman, 1944",,,,,"",Southern Redback Salamander,,,LC,,3.1,2014,stable,N
17629,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,shenandoah,"Highton & Worthington, 1967",,,,,"",Shenandoah Salamander,,,VU,D2,3.1,2004,stable,N
61905,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,sherando,"Highton, 2004",,,,,"",Big Levels Salamander,,,VU,D2,3.1,2006,unknown,N
59355,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,shermani,"Stejneger, 1906",,,,,"",Red-legged Salamander,,,VU,D2,3.1,2004,stable,N
