treeN,data,pleth,clade,stem,crown,gcr_stem,gcr_crown,epsilon_stem,epsilon_crown,exN,rstem.stem,rcrown.crown,rstem_hi.stem,rcrown_hi.crown,rstem_lo.stem,rcrown_lo.crown
1,fossil,1,Rhyacotritonidae,81.503038,14.7538410000001,0.0169539909263697,0.0198588042291117,0.782544227936848,0.764957697828549,4,0.00616184389034864,0.0263760529470804,0.00321907343463063,0.0137294547982405,0.0170091127292689,0.0469807950729536
1,fossil,1,Salamandrinae,148.432079,54.2604070000001,0.0303503049572926,0.0301547230837783,0.718374828064179,0.719222720621774,19.0000164666809,0.0121485619894932,0.0303288906525425,0.00693664073300983,0.018004689482879,0.0198369507836206,0.0414905230119917
1,fossil,1,Salamandrininae,139.271264,10.5831870000001,0.0276698897142556,0.0268491740944221,0.741515487581714,0.74266364729184,2,0.00165079444626521,-1.04904413446077e-17,0.000684349212227477,0,0.00497695763398791,0
1,fossil,1,Sirenidae,14.943039,43.2990480000001,0.0109662481104164,0.0119693399346927,0.874371264833017,0.868841711490928,4,0.0214029138851093,0.00583986838180106,0.0175576242869667,0.00467821355125241,0.0927719161490438,0.0160083699891033
2,fossil,1,Ambystomatidae,115.392105,41.6437850000001,0.0181484576807516,0.0186429781214105,0.796973804284251,0.792989889466028,34,0.0176892754138426,0.0467614631349384,0.0126405097012444,0.0337761427621235,0.0305598075762303,0.0680344820735245
2,fossil,1,Amphiumidae,89.639124,13.5171640000001,0.0148079075514383,0.0149850279053944,0.82414500619778,0.829438682145909,3,0.00336204142737151,0.0134724439412991,0.00203395067530953,0.00871359078401229,0.012255946283769,0.029996314915478
2,fossil,1,Cryptobranchidae,49.004039,42.8569750000001,0.0117069915072078,0.0124401727093534,0.86526327661775,0.861786000407069,3,0.00486903142105566,0.00359987003176459,0.00372054141892171,0.00274828159608519,0.0224188110018464,0.00946088957767466
2,fossil,1,Dicamptodontidae,115.392105,6.13521700000013,0.0151904556423322,0.0160026839323425,0.827783501528478,0.822617796102172,4,0.00360946377159838,0.0519776179076711,0.0022736760410731,0.0330163045756857,0.0120137713158096,0.112978429379096
2,fossil,1,Hemidactyliinae,121.311553,88.2852440000001,0.0613047627332683,0.0613065231592471,0.0348160779281011,0.0348280650543652,355,0.0481139895430353,0.0586481934448885,0.0296308858121921,0.0401336044028453,0.0484052643318763,0.0586617918722121
2,fossil,1,Hynobiidae,49.004039,69.5740310000001,0.0519235207833598,0.0524056702701652,0.460016020160803,0.456085095332719,65.0000033854168,0.0728754752022425,0.0468425391927225,0.0408431649064478,0.0280247852496308,0.0851845563582825,0.0500364876288255
2,fossil,1,Plethodontinae,121.311553,62.7775240000001,0.0759400914208086,0.0762650322725598,0.0720273377370809,0.0727529800075019,96,0.0370154636444926,0.0615841248465415,0.0193829458037148,0.0366344421086374,0.0376250083243748,0.0616653981273279
2,fossil,1,Pleurodelinae,147.403079,49.1347870000001,0.0301062023523196,0.0299830273216258,0.721196706640599,0.721865918154283,98.0001100352113,0.0226167116034954,0.0647406728594619,0.0160800221129288,0.0471904862697337,0.0311049717046835,0.0792070477667536
2,fossil,1,Proteidae,56.021606,108.31688,0.0136144348841084,0.0142702103418809,0.842410847834027,0.837621602372096,8,0.0132703066268981,0.0061745089786803,0.00947185004053919,0.00439232539469748,0.0371185635356444,0.0127985071312974
2,fossil,1,Rhyacotritonidae,80.474038,14.7538410000001,0.0167210233656261,0.0191014142815124,0.779001540280677,0.765820574008403,4,0.00632030446376695,0.026310729783369,0.00326023486565308,0.0137294547982405,0.0172266037044132,0.0469807950729536
2,fossil,1,Salamandrinae,147.403079,54.2604070000001,0.0296249147440873,0.0293455496112946,0.724833481839313,0.726110514033847,19.0000164666809,0.0121021597267855,0.0300228360094698,0.00698506443869285,0.018004689482879,0.0199754297251381,0.0414905230119916
2,fossil,1,Salamandrininae,138.242264,10.5831870000001,0.0263019445660331,0.0248337322332341,0.752166486974919,0.75753526851653,2,0.00160160034722439,0,0.0006894431344406,0,0.00501400339161073,0
2,fossil,1,Sirenidae,13.914039,43.2990480000001,0.0118690435500421,0.0130300739265436,0.862241832449317,0.85479383953786,4,0.0248604559917757,0.00632689894241554,0.0188560822969873,0.00467821355125241,0.0996327781688617,0.0160083699891033
3,fossil,1,Ambystomatidae,112.697105,41.6437850000001,0.0168707913700453,0.0172818922778912,0.814888280158903,0.812044761008055,34,0.0174034419320964,0.0450087004587518,0.0129427905242066,0.0337761427621235,0.0312906043559518,0.0680344820735245
3,fossil,1,Amphiumidae,86.944124,13.5171640000001,0.0130493764215192,0.0128650796224373,0.845303802496999,0.85407781753766,3,0.00310041894273275,0.0119222214492247,0.0020969968803637,0.00871359078401229,0.0126358428623435,0.029996314915478
3,fossil,1,Cryptobranchidae,46.309039,42.8569750000001,0.00830877248136131,0.00812680931498856,0.908204389545491,0.916194046844647,3,0.00363974783060784,0.00235727672455019,0.003937061980361,0.00274828159608519,0.0237234957233319,0.00946088957767466
3,fossil,1,Dicamptodontidae,112.697105,6.1352170000001,0.0143895256704448,0.0150975097415879,0.838978674137332,0.835619489865358,4,0.00349707477293226,0.0491052189981449,0.00232804795178626,0.0330163045756859,0.0123010645315147,0.112978429379097
3,fossil,1,Hemidactyliinae,118.616553,88.2852440000001,0.0611495054242773,0.0611514320287216,0.0380101107333299,0.0380238173846581,355,0.0491792890500028,0.0586455810120299,0.0303041075105487,0.0401336044028453,0.049505044961772,0.0586617918722121
3,fossil,1,Hynobiidae,46.309039,69.5740310000001,0.0565299889872321,0.0567313059532885,0.417246701236736,0.415467504806187,65.0000033854168,0.0787179154475728,0.0474422051849224,0.0432200729960948,0.0280247852496308,0.0901419552666375,0.0500364876288255
3,fossil,1,Plethodontinae,118.616553,62.7775240000001,0.0763513155803539,0.0766907464915254,0.0754103109987966,0.0761739101104759,96,0.0378260208211073,0.061576269021691,0.0198233315476928,0.0366344421086374,0.0384798586371654,0.0616653981273279
3,fossil,1,Pleurodelinae,144.708079,49.1347870000001,0.0311432247045592,0.0310281141288264,0.725402593507501,0.726018761771824,98.0001100352113,0.0229366495695649,0.0644947497212202,0.0163794916373245,0.0471904862697337,0.0316842613982749,0.0792070477667536
3,fossil,1,Proteidae,53.326606,108.31688,0.0124594834286376,0.0129692850931959,0.856816297456675,0.854164579110276,8,0.0130195701331777,0.00574813286094452,0.00995053484300445,0.00439232539469748,0.0389944475686271,0.0127985071312974
3,fossil,1,Rhyacotritonidae,77.779038,14.7538410000001,0.0152966195228628,0.0167907243590435,0.79947583656092,0.794816745035112,4,0.00605543556679054,0.0240140915486824,0.00337320017338722,0.0137294547982405,0.017823495851413,0.0469807950729536
3,fossil,1,Salamandrinae,144.708079,54.2604070000001,0.0305441076722538,0.0303086266833753,0.727434777839683,0.728474746395029,19.0000164666809,0.0122729775452793,0.0299158768663533,0.00711515219047813,0.018004689482879,0.0203474461562957,0.0414905230119916
3,fossil,1,Salamandrininae,135.547264,10.5831870000001,0.0273293106779189,0.0255328941095498,0.754238084440615,0.761283827243121,2,0.00162118597319702,-1.04904413446077e-17,0.000703150893582957,0,0.00511369363058442,0
3,fossil,1,Sirenidae,11.219039,43.2990480000001,0.0100240538028256,0.0104441802560184,0.885478224669771,0.887069134564717,4,0.0263237137894194,0.00517455007122971,0.0233856272776564,0.00467821355125241,0.123566230683385,0.0160083699891033
4,fossil,1,Ambystomatidae,117.587105,41.6437850000001,0.0176483803157842,0.0182526615670189,0.801761561069771,0.796924855379588,34,0.0171827511270195,0.0464132810910886,0.0124045491442239,0.0337761427621235,0.0299893472555189,0.0680344820735246
4,fossil,1,Amphiumidae,91.834124,13.5171640000001,0.0123696140091727,0.0125625261383547,0.85544864603496,0.861365855057578,3,0.00276527275526557,0.0114416251921142,0.00198533561221703,0.00871359078401229,0.0119630072223274,0.029996314915478
4,fossil,1,Cryptobranchidae,51.199039,42.8569750000001,0.00907503922416275,0.00923341092822386,0.895896921917059,0.899548738213256,3,0.00369414636922649,0.00275891032301567,0.00356103474508486,0.0027482815960852,0.021457674013532,0.00946088957767467
4,fossil,1,Dicamptodontidae,117.587105,6.1352170000001,0.0138107076590385,0.014704663933099,0.842960659081384,0.837735812902074,4,0.00328286567995308,0.0486266455651571,0.00223123330119821,0.0330163045756859,0.0117895100922834,0.112978429379097
4,fossil,1,Hemidactyliinae,123.506553,88.2852440000001,0.0615794186866527,0.0615809224756971,0.0373533258057209,0.0373685605763703,355,0.0472376413203765,0.0586461354053774,0.0291042757435121,0.0401336044028453,0.0475449896935867,0.0586617918722121
4,fossil,1,Hynobiidae,51.199039,69.5740310000001,0.0526101396129813,0.0528850888134538,0.452958259837652,0.450639665317545,65.0000033854168,0.0699977078263874,0.0469277479017435,0.0390921408887968,0.0280247852496308,0.0815325327098224,0.0500364876288255
4,fossil,1,Plethodontinae,123.506553,62.7775240000001,0.0758062464928422,0.0761203462825095,0.0742268240541191,0.0750276998075846,96,0.0363386144192633,0.0615789419739719,0.0190384655716485,0.0366344421086374,0.0369563240216722,0.0616653981273279
4,fossil,1,Pleurodelinae,149.598079,49.1347870000001,0.0318821313224968,0.0317495952584877,0.713129082787577,0.713916630011476,98.0001100352113,0.022468841116886,0.0651994185375913,0.0158440856037583,0.0471904862697338,0.0306485793943799,0.0792070477667537
4,fossil,1,Proteidae,58.216606,108.31688,0.0113005715160531,0.0117394486062443,0.869943715866087,0.868039282737404,8,0.0111189837778751,0.00536672367830203,0.00911472322969447,0.00439232539469748,0.0357190445227919,0.0127985071312974
4,fossil,1,Rhyacotritonidae,82.669038,14.7538410000001,0.0137811353370111,0.0155241168605493,0.827108916575099,0.820009861944251,4,0.00505433596591805,0.0218481839082429,0.00317367022545358,0.0137294547982405,0.0167692088193876,0.0469807950729536
4,fossil,1,Salamandrinae,149.598079,54.2604070000001,0.0303661954948825,0.0300541787827715,0.721313738885123,0.722867347183163,19.0000164666809,0.0119953543968667,0.0301679628654667,0.00688257504480878,0.018004689482879,0.0196823372700761,0.0414905230119917
4,fossil,1,Salamandrininae,140.437264,10.5831870000001,0.0269207415266474,0.0245608242927094,0.75303838327918,0.772147023242601,2,0.00157159061235794,0,0.000678667307306164,0,0.00493563574807286,0
4,fossil,1,Sirenidae,16.109039,43.2990480000001,0.010003804021941,0.0106451440176987,0.883258246989527,0.881899006120489,4,0.0186399348262049,0.00536724025061377,0.0162867731878662,0.00467821355125241,0.0860569250046443,0.0160083699891033
5,fossil,1,Ambystomatidae,112.684105,41.6437850000001,0.0163392475606546,0.0167176299289563,0.82022221339553,0.817999833143875,34,0.017182943251718,0.0444242400464538,0.0129442836920036,0.0337761427621235,0.0312942142515678,0.0680344820735245
5,fossil,1,Amphiumidae,86.931124,13.5171640000001,0.0125442134967953,0.0128852491951694,0.850390533930852,0.853565507407466,3,0.00301115699907303,0.0119556171045698,0.00209731047298957,0.00871359078401231,0.0126377324727575,0.029996314915478
5,fossil,1,Cryptobranchidae,46.296039,42.8569750000001,0.00791379077076748,0.00764644262771684,0.912587121462302,0.922583058391746,3,0.00348020798818385,0.00219775798742337,0.00393816751350919,0.00274828159608519,0.0237301573179535,0.00946088957767466
5,fossil,1,Dicamptodontidae,112.684105,6.1352170000001,0.0140849424800931,0.0148749286882874,0.842050127144746,0.839493843155562,4,0.00344216929157682,0.04822669728732,0.00232831653113357,0.0330163045756859,0.0123024836654636,0.112978429379097
5,fossil,1,Hemidactyliinae,118.603553,88.2852440000001,0.0613195926471622,0.06131948360239,0.0361797173235472,0.0361941584084891,355,0.0492006600656188,0.0586471048396024,0.0303074291091659,0.0401336044028453,0.0495104711532159,0.0586617918722121
5,fossil,1,Hynobiidae,46.296039,69.5740310000001,0.0525225736931631,0.0529206587709726,0.461206691836258,0.457787333966542,65.0000033854168,0.0770918506980197,0.0468155846374869,0.0432322092600406,0.0280247852496308,0.0901672672683504,0.0500364876288255
5,fossil,1,Plethodontinae,118.603553,62.7775240000001,0.0756768847138273,0.0759645055564728,0.0711150626791921,0.0718850983147154,96,0.037868806216789,0.0615860596438769,0.0198255043604257,0.0366344421086374,0.0384840763705269,0.0616653981273279
5,fossil,1,Pleurodelinae,144.695079,49.1347870000001,0.0313068960408888,0.0311393101362545,0.715015871808526,0.715945814959826,98.0001100352113,0.0231861807463584,0.0650837809077147,0.0163809632381056,0.0471904862697338,0.0316871080424112,0.0792070477667537
5,fossil,1,Proteidae,53.313606,108.31688,0.0122386922765005,0.0126121700245695,0.858187167211638,0.856788404687066,8,0.0129326348544782,0.00567774249124616,0.0099529611833454,0.00439232539469748,0.0390039559822653,0.0127985071312974
5,fossil,1,Rhyacotritonidae,77.766038,14.7538410000001,0.0139692429555544,0.0161739538152052,0.825758138970096,0.818581766932678,4,0.00540726886278253,0.0219754660566564,0.00337376406481568,0.0137294547982405,0.0178264753711625,0.0469807950729536
5,fossil,1,Salamandrinae,144.695079,54.2604070000001,0.0312585372583533,0.0308949043991415,0.718136383133756,0.71998691549782,19.0000164666809,0.0124672051605586,0.0302953352887,0.00711579144496499,0.018004689482879,0.0203492742544028,0.0414905230119917
5,fossil,1,Salamandrininae,135.534264,10.5831870000001,0.0278748535152429,0.0255648854846195,0.742268826086245,0.753482084340588,2,0.00169189277635571,0,0.000703218337499696,0,0.00511418411922719,0
5,fossil,1,Sirenidae,11.206039,43.2990480000001,0.0100154477147941,0.0103044915622382,0.885841270932124,0.888374149905253,4,0.0262818833302864,0.00512540087644702,0.0234127566812404,0.00467821355125241,0.123709578479951,0.0160083699891033
6,fossil,1,Ambystomatidae,114.355105,41.6437850000001,0.0168522575931488,0.0172241452949814,0.810922768552027,0.808196129936626,34,0.0173106295657425,0.04537671406124,0.0127551369280761,0.0337761427621235,0.0308369313693181,0.0680344820735245
6,fossil,1,Amphiumidae,88.602124,13.5171640000001,0.0131956522073304,0.0134333671400523,0.836268049341867,0.844559645265425,3,0.00319710485475635,0.0125344963505034,0.00205775605101695,0.00871359078401227,0.0123993899815326,0.0299963149154779
6,fossil,1,Cryptobranchidae,47.967039,42.8569750000001,0.0094549839090559,0.00945606694776596,0.892070170239463,0.897653018387614,3,0.00407470149044392,0.00280340581732176,0.00380097584914413,0.00274828159608519,0.022903483549779,0.00946088957767466
6,fossil,1,Dicamptodontidae,114.355105,6.13521700000013,0.0148473789086815,0.0155328392567799,0.831398083806139,0.827838085578736,4,0.00357944786157847,0.0508381506365568,0.00229429429029418,0.0330163045756857,0.0121227151260094,0.112978429379096
6,fossil,1,Hemidactyliinae,120.274553,88.2852440000001,0.0609199615385054,0.0609202925308005,0.044348874327671,0.0443664903143415,355,0.0484465416467193,0.0586397145772561,0.0298863615368639,0.0401336044028453,0.0488226116248831,0.0586617918722121
6,fossil,1,Hynobiidae,47.967039,69.5740310000001,0.0558496776428778,0.0559621852408731,0.427073782970747,0.426105141345583,65.0000033854168,0.0756517784758432,0.0472929879775159,0.0417261537857069,0.0280247852496308,0.0870261623190661,0.0500364876288255
6,fossil,1,Plethodontinae,120.274553,62.7775240000001,0.0759231042863533,0.0762318784160162,0.0706113917255163,0.0712809019570963,96,0.037347143393429,0.0615873927019258,0.0195500644027625,0.0366344421086374,0.0379494088950622,0.0616653981273279
6,fossil,1,Pleurodelinae,146.366079,49.1347870000001,0.0312414433673889,0.0311394479466799,0.717416692244262,0.717968019894973,98.0001100352113,0.0228656991997363,0.0649675507495059,0.0161939486664379,0.0471904862697338,0.031325349649342,0.0792070477667536
6,fossil,1,Proteidae,54.984606,108.31688,0.0127475735399975,0.0132281167441346,0.849307003746885,0.846622062784086,8,0.0130982720231321,0.00594618061345427,0.00965048746665876,0.00439232539469747,0.0378186131165482,0.0127985071312974
6,fossil,1,Rhyacotritonidae,79.437038,14.7538410000001,0.0158237925973391,0.0183606362874702,0.789591867004654,0.771668180257567,4,0.00615998418593523,0.0258635597856734,0.00330279515793994,0.0137294547982405,0.0174514860576736,0.0469807950729536
