generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.3848,-886.415,200,0
1000000,26,153.027,20.8703,28.1568,0.241
2000000,35,202.198,1.26916,33.1543,0.232
3000000,43,263.348,-15.4381,43.9359,0.2675
4000000,28,166.294,-7.24008,36.7817,0.264
5000000,51,317.585,33.9538,56.4554,0.255
6000000,37,220.877,-7.71933,44.7797,0.2625
7000000,45,275.207,43.1821,40.0232,0.242
8000000,64,391.521,55.3404,65.0437,0.226
9000000,30,176.074,42.7386,39.6832,0.2335
10000000,33,192.127,22.2526,35.2941,0.228
11000000,43,262.456,70.1372,54.1623,0.22525
12000000,43,258.604,34.0927,51.4866,0.275
13000000,45,280.666,42.5729,44.1631,0.242
14000000,32,184.083,8.5753,27.5515,0.223
15000000,52,318.693,14.4966,56.9159,0.2325
16000000,31,182.982,-18.3656,39.6239,0.2514
17000000,58,341.447,3.64446,56.1252,0.258
18000000,32,200.139,9.21726,32.5224,0.2535
19000000,25,150.61,26.7677,24.7649,0.237
20000000,58,351.938,-10.3247,55.8858,0.246667
21000000,32,197.538,21.5122,32.7868,0.226
22000000,26,152.96,11.9827,22.6336,0.2605
23000000,31,190.855,-9.74868,30.2491,0.254
24000000,20,121.155,10.3891,23.5113,0.2315
25000000,44,281.093,12.1409,36.2585,0.262
26000000,54,327.342,31.5977,49.5239,0.253
27000000,58,347.093,6.41447,54.9227,0.245
28000000,19,113.832,9.25021,18.51,0.244
29000000,44,265.97,41.9599,39.7603,0.2235
30000000,36,217.924,-20.4648,31.2814,0.255
31000000,87,516.689,-14.8258,101.395,0.233
32000000,53,313.695,48.4069,56.0483,0.245
33000000,22,132.573,-6.82831,33.9867,0.254
34000000,51,317.59,5.97677,46.1915,0.267
35000000,29,168.843,30.0798,37.6655,0.235
36000000,50,289.402,50.0671,51.844,0.237
37000000,34,198.499,28.4645,39.9525,0.2435
38000000,31,189.669,44.356,27.0679,0.229
39000000,26,160.247,38.8424,25.9992,0.2365
40000000,43,266.095,27.2633,39.0864,0.241
41000000,38,239.356,36.2209,35.3398,0.238333
42000000,51,302.402,38.095,59.8242,0.245857
43000000,30,190.559,21.318,37.1651,0.2555
44000000,21,124.548,-24.4339,22.3035,0.2775
45000000,53,316.228,19.0666,51.9019,0.2605
46000000,48,295.993,18.7027,52.3469,0.244
47000000,44,261.252,27.0939,47.4579,0.2595
48000000,33,192.562,8.17804,44.6977,0.2705
49000000,59,343.977,38.5002,49.719,0.237
50000000,52,310.141,13.8306,50.0096,0.2385
51000000,27,159.825,19.8703,21.8027,0.226
52000000,45,276.151,54.1101,44.8319,0.248
53000000,44,272.05,21.1492,41.2499,0.25
54000000,47,291.464,17.7184,56.5021,0.226
55000000,49,289.762,77.5138,61.6742,0.226
56000000,39,239.94,32.7742,42.7419,0.237667
57000000,38,226.544,19.2862,31.4699,0.238333
58000000,58,352.623,37.7608,51.3711,0.2735
59000000,39,230.64,24.5226,40.9022,0.249
