generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.701902,-8217.48,200,0.013422,0
500000,12,78.2989,-6761.03,10.3633,0.0946036,0.376
1000000,5,33.5657,-6779.43,4.50098,0.0958626,0.329
1500000,7,44.7879,-6772.42,13.0785,0.0973021,0.322
2000000,9,55.3616,-6766.62,8.58235,0.096348,0.347
2500000,8,54.8897,-6765.31,8.56397,0.0930525,0.346
3000000,7,45.6699,-6765.56,5.02166,0.0954996,0.338
3500000,8,56.3124,-6755.23,9.31268,0.0933505,0.306
4000000,8,48.7538,-6764.12,3.55993,0.0922283,0.328667
4500000,7,42.837,-6763.56,9.04639,0.09038,0.318
5000000,6,39.5016,-6766.88,1.39563,0.0931998,0.325
5500000,9,62.4414,-6760.85,6.08022,0.0936867,0.347
6000000,9,61.221,-6767.9,10.5016,0.0970211,0.3465
6500000,9,60.8098,-6766.89,7.48193,0.0913439,0.358
7000000,7,36.9437,-6778.87,8.60397,0.0931919,0.3455
7500000,11,73.2776,-6757.46,15.9143,0.0913944,0.361
8000000,9,52.0785,-6770.18,12.992,0.093942,0.336
8500000,7,44.5347,-6775.45,11.4316,0.0911995,0.331
9000000,9,56.7967,-6763.86,5.96224,0.0910238,0.33
9500000,6,37.7703,-6771.63,4.43004,0.0966367,0.319
10000000,6,36.396,-6770,8.2704,0.0952761,0.33675
10500000,10,63.8392,-6758.17,10.4775,0.0945577,0.32
11000000,9,63.5673,-6765.47,10.6112,0.0971855,0.334
11500000,9,56.5189,-6766.63,10.4832,0.0899823,0.343
12000000,8,55.4493,-6768.55,9.67355,0.0923225,0.36
12500000,8,54.9136,-6766.37,12.6102,0.0946765,0.326
13000000,7,48.108,-6760.36,11.3118,0.088853,0.332
13500000,7,46.743,-6761.72,5.5926,0.09324,0.346
14000000,10,62.9076,-6764.23,6.4698,0.0971525,0.343333
14500000,9,62.2521,-6770.81,18.3581,0.0933996,0.334
15000000,7,43.2528,-6770.16,15.0262,0.0890199,0.328833
15500000,8,54.7142,-6767.12,7.68358,0.088384,0.325
16000000,8,53.9982,-6764.09,12.2362,0.0947519,0.336
16500000,10,66.0116,-6763.23,13.8879,0.0935357,0.355
17000000,8,56.8047,-6761.58,7.5641,0.0972328,0.3415
17500000,6,34.9005,-6764.8,9.79376,0.0919797,0.332
18000000,7,44.5635,-6757.9,12.9424,0.0928756,0.343
18500000,8,57.5531,-6766.24,5.40914,0.0927654,0.323
19000000,6,40.4619,-6766.21,8.03244,0.0924001,0.343
19500000,7,45.9726,-6774.66,2.2283,0.0935213,0.3386
20000000,8,52.5019,-6754.24,9.47756,0.0938304,0.34
20500000,7,47.6114,-6766.7,7.56804,0.0910997,0.309
21000000,7,49.3867,-6769.84,12.2327,0.089825,0.323
21500000,8,55.9244,-6762.57,5.8154,0.0934642,0.353
22000000,9,60.0007,-6766.75,7.77386,0.0935736,0.362
22500000,10,66.6616,-6774.55,11.5381,0.0966286,0.344
23000000,9,57.6328,-6755.48,8.30065,0.0933337,0.321
23500000,10,60.0153,-6758.1,6.02536,0.0945485,0.375
24000000,11,68.2562,-6753.17,13.8113,0.0960781,0.338
24500000,6,41.2877,-6780.83,9.91299,0.0943014,0.36
25000000,9,58.6063,-6753.08,7.40172,0.0930702,0.343
25500000,11,74.7342,-6760.39,13.7993,0.095582,0.375
26000000,8,47.8725,-6764.73,14.7887,0.0885207,0.323
26500000,6,39.4995,-6768.8,5.39591,0.0985288,0.3295
27000000,9,60.9613,-6759.97,14.1006,0.0892821,0.342
27500000,6,40.2252,-6761.38,8.96648,0.0944175,0.31
28000000,7,47.5004,-6764.84,11.5162,0.0910726,0.344
28500000,10,66.6011,-6761.35,10.0317,0.0883886,0.371
29000000,11,66.4308,-6762.98,6.53466,0.0945096,0.361
29500000,6,36.2041,-6768.5,11.8937,0.0938378,0.333
30000000,9,60.6136,-6764.33,16.7405,0.095766,0.343
30500000,8,52.7744,-6773.45,6.83502,0.0956649,0.3645
31000000,7,47.6526,-6760.16,11.6907,0.0923921,0.339
31500000,7,47.9507,-6769.21,4.70432,0.0906108,0.364
32000000,9,58.7617,-6769.12,5.26204,0.0873957,0.353
32500000,11,72.4887,-6770.14,10.5119,0.0965643,0.351
33000000,9,60.0059,-6768.8,9.41028,0.0950461,0.32175
33500000,9,64.0992,-6774.94,9.90995,0.0940176,0.35
34000000,8,52.0538,-6766.64,2.67513,0.0928911,0.366667
34500000,8,52.1971,-6772.73,12.1324,0.0887631,0.332
35000000,7,47.1441,-6759.02,7.07551,0.0935611,0.319
35500000,9,63.0617,-6758.48,7.53835,0.0946959,0.361
36000000,12,75.2451,-6771.51,11.9305,0.0947845,0.357
36500000,9,59.3818,-6757.48,15.9696,0.0967329,0.366
37000000,6,39.7838,-6766.12,3.39573,0.0948968,0.323
37500000,9,62.9876,-6769.88,10.2724,0.0868716,0.349
38000000,8,51.0506,-6766.83,18.8505,0.0935119,0.316
38500000,9,59.1199,-6764.88,10.0548,0.0908382,0.349
39000000,8,54.4386,-6768.37,3.22872,0.0893401,0.319
39500000,9,58.8865,-6758,12.7056,0.0951377,0.332
40000000,11,74.0072,-6755.53,12.2159,0.089111,0.351
40500000,7,44.1245,-6770.37,5.49037,0.0904265,0.354
41000000,7,43.3183,-6768.02,7.20854,0.0962768,0.362
41500000,7,48.1883,-6770.61,9.69387,0.095285,0.332
42000000,9,52.9272,-6748.18,7.59344,0.0925795,0.34
42500000,8,52.2073,-6772.41,9.98213,0.0865207,0.336667
43000000,5,33.4277,-6781.79,5.07503,0.090223,0.341583
43500000,8,48.2297,-6760.62,7.32528,0.0949307,0.331
44000000,11,76.5813,-6761.56,11.6211,0.0966132,0.361
44500000,8,52.2776,-6764.71,12.2328,0.0935006,0.346
45000000,12,75.4176,-6763.86,10.452,0.0920756,0.3315
45500000,12,81.126,-6754.03,14.9728,0.0930946,0.337
46000000,10,59.6045,-6756.76,5.94747,0.0969893,0.339
46500000,8,53.5218,-6758.95,5.90389,0.0930953,0.323
47000000,12,82.874,-6772.51,14.7221,0.0933586,0.362
47500000,10,66.8587,-6756.7,9.0597,0.0904509,0.357
48000000,6,36.6919,-6768.02,12.6009,0.0882895,0.353
48500000,8,49.2217,-6761.42,4.95872,0.0910307,0.324
49000000,9,62.2308,-6763.49,5.62662,0.0960963,0.333
49500000,8,51.9721,-6766.63,5.01986,0.0945294,0.325
50000000,11,69.5725,-6757.05,4.59731,0.0925549,0.346
50500000,14,92.2438,-6757.67,12.272,0.0927854,0.36
51000000,8,52.8089,-6762.25,13.1205,0.0911222,0.372
51500000,9,61.4279,-6774.92,10.6613,0.0961068,0.36
52000000,9,62.2107,-6768.15,6.87067,0.092383,0.334
52500000,8,53.0788,-6772.26,7.22909,0.0953457,0.331
53000000,7,49.8021,-6762.59,6.02688,0.0924719,0.331
53500000,12,78.2611,-6751.13,7.17178,0.0929886,0.331
54000000,8,51.043,-6757.32,9.49075,0.0929811,0.368
54500000,9,56.8894,-6755.34,12.133,0.0886685,0.364
55000000,9,57.271,-6760.33,6.45516,0.090078,0.37
55500000,8,49.4268,-6761.78,5.64413,0.0943021,0.325
56000000,10,62.127,-6762.41,11.0823,0.0944161,0.322
56500000,12,79.9029,-6755.63,17.55,0.0910039,0.337
57000000,7,47.3011,-6777.22,4.64389,0.096041,0.344667
57500000,8,52.0343,-6765.81,11.3757,0.0925734,0.333
58000000,8,54.8396,-6763.35,5.17274,0.0935778,0.351
58500000,7,46.8203,-6765.34,8.64074,0.0968521,0.334
59000000,12,74.451,-6760.33,11.219,0.101694,0.357
59500000,8,46.2182,-6759.12,9.32884,0.0965595,0.354
60000000,12,74.5034,-6751.58,14.8006,0.0951557,0.342
60500000,12,77.66,-6757.87,14.9688,0.0921581,0.399
61000000,6,42.1368,-6767.77,4.49567,0.0939863,0.338
61500000,7,47.7069,-6756.41,8.40509,0.0958547,0.347
62000000,7,42.8107,-6768.65,10.795,0.0923018,0.334
62500000,12,76.722,-6762.22,10.9735,0.0945288,0.316
63000000,7,48.1033,-6769.85,8.39623,0.093608,0.313
63500000,9,60.4645,-6759.57,13.39,0.0955463,0.332
64000000,6,41.0635,-6770.62,4.22821,0.0917298,0.3427
64500000,12,71.8834,-6762.91,6.02058,0.0946514,0.335
65000000,7,47.0092,-6764.9,6.10624,0.0961347,0.354
65500000,6,39.2236,-6769.44,8.01032,0.0952456,0.346
66000000,8,48.9702,-6770.09,10.2735,0.0983949,0.333
66500000,8,54.7575,-6770.8,5.06466,0.0919041,0.3375
67000000,7,46.8749,-6769.62,10.3922,0.09293,0.336364
67500000,8,53.5762,-6766.33,6.74093,0.0921952,0.329
68000000,7,47.4566,-6765.42,16.8621,0.0930995,0.3
68500000,8,55.92,-6762.15,8.39025,0.0924424,0.337
69000000,7,45.5605,-6762.82,6.69872,0.0923072,0.325
69500000,8,50.6563,-6758.19,4.92192,0.0978817,0.33775
70000000,8,50.9026,-6760.85,8.64836,0.089772,0.321667
70500000,11,69.5102,-6761.6,13.1646,0.0911832,0.304
71000000,6,39.2778,-6766.79,9.37032,0.0926706,0.34
71500000,11,72.1629,-6756.87,14.892,0.0955041,0.343
72000000,8,55.368,-6770.4,13.6712,0.0918154,0.316
72500000,7,46.1869,-6765.29,7.09516,0.0884369,0.359
73000000,9,57.4935,-6765.77,10.8452,0.0953016,0.334
73500000,5,35.6916,-6784.79,5.39247,0.0943731,0.3285
74000000,15,100.738,-6760.82,20.6111,0.0917619,0.368
74500000,9,61.3816,-6762.74,7.0298,0.0932378,0.313
75000000,10,64.1303,-6761.16,8.95042,0.0946706,0.3295
75500000,9,58.8628,-6768.55,18.4216,0.0880879,0.339
76000000,9,55.2849,-6772.56,12.4494,0.0944705,0.325
76500000,9,53.6722,-6762.07,13.3314,0.0902803,0.306
77000000,9,60.0183,-6769.75,9.91826,0.090318,0.34
77500000,9,61.2886,-6755.95,12.686,0.0903894,0.326
78000000,8,53.0302,-6775.16,7.33107,0.0996055,0.335
