generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.701902,-3212.57,200,0.013422,0
500000,9,57.2446,-3002.01,14.8376,0.00448851,0.363
1000000,10,53.5276,-3001.84,9.12146,0.00563427,0.3685
1500000,11,69.7116,-2996.3,7.94965,0.00465123,0.36
2000000,10,63.1785,-3013.05,10.4816,0.00559923,0.369
2500000,8,53.7349,-3007.83,10.8023,0.00444396,0.373
3000000,11,64.3603,-2998.48,8.56852,0.00418575,0.338
3500000,16,90.5959,-2994.75,30.278,0.0049837,0.353
4000000,11,71.6676,-3008.43,11.1664,0.00407113,0.357
4500000,11,65.6576,-3001.87,16.7015,0.00396467,0.356
5000000,12,76.0783,-3004.98,10.8269,0.00336292,0.37
5500000,21,130.888,-3005.62,15.083,0.0045902,0.374
6000000,11,64.8415,-3013.91,15.0635,0.00490835,0.398
6500000,9,52.5809,-2998.99,7.64263,0.00529987,0.39
7000000,10,54.8833,-2997.85,9.02326,0.00453854,0.347
7500000,6,36.2721,-3009.06,4.47003,0.0046478,0.332
8000000,16,102.415,-2991.96,17.046,0.00566532,0.341
8500000,12,69.1228,-2999.79,13.0847,0.0052467,0.381
9000000,11,72.1706,-3001.16,11.876,0.00498029,0.368
9500000,10,60.6091,-2998.3,12.9721,0.00436625,0.362
10000000,11,73.0204,-3001.2,14.3668,0.0043426,0.396
10500000,7,42.1288,-3005.14,11.1067,0.00496778,0.353
11000000,10,54.4051,-2998.25,7.37542,0.00476443,0.371
11500000,9,50.8813,-3007.26,14.4524,0.00428198,0.366
12000000,11,67.6142,-3007.98,12.9305,0.00514253,0.333
12500000,12,69.8719,-2999.09,9.39617,0.00461819,0.367
13000000,12,69.5528,-2989.55,6.98949,0.00555121,0.373
13500000,11,60.4635,-2995.96,13.5883,0.00455863,0.327
14000000,11,70.5743,-3004.4,10.4185,0.00568134,0.372
14500000,8,47.3113,-3008.01,5.83126,0.00369355,0.343
15000000,7,42.9767,-3000.55,12.6655,0.00476764,0.374778
15500000,7,46.5401,-3019.29,10.3749,0.00449428,0.343
16000000,8,46.4145,-3005.31,6.60877,0.00472234,0.353
16500000,9,56.4708,-3003.86,8.43311,0.00478535,0.372
17000000,8,49.338,-3005.42,11.13,0.00502962,0.3755
17500000,8,51.1065,-3010.58,9.21264,0.00466583,0.3445
18000000,13,79.3762,-3020.08,20.6549,0.00622687,0.384
18500000,12,79.5258,-3006.54,13.8715,0.00474357,0.4
19000000,13,74.0193,-2989.05,14.3039,0.00430041,0.361
19500000,10,59.3563,-2998.04,10.1592,0.00425716,0.391
20000000,10,58.45,-3007.8,24.3767,0.00520416,0.392
20500000,10,57.677,-3003.76,9.45073,0.00502926,0.372
21000000,10,54.9887,-2993.79,8.15511,0.00468375,0.349
21500000,8,47.4208,-3007.11,13.9986,0.00514425,0.35
22000000,13,79.2543,-2993.66,11.6144,0.00471155,0.379
22500000,9,55.6042,-3009.38,4.86503,0.004095,0.363
23000000,20,112.329,-2981.31,21.9943,0.00478103,0.368
23500000,10,61.0461,-3001.97,11.24,0.00594808,0.399
24000000,14,78.9043,-2992.82,15.239,0.00448068,0.387
24500000,8,49.4603,-3009.9,14.0157,0.00566038,0.376667
25000000,8,54.0984,-3001.24,7.50838,0.00458383,0.333
25500000,8,51.3018,-3006.03,14.1523,0.00447651,0.377
26000000,10,60.2077,-3012.68,10.7249,0.00479548,0.372
26500000,10,61.0841,-3005.53,13.2017,0.00436998,0.345
27000000,14,87.6052,-2996.31,6.73948,0.00447209,0.396
27500000,11,65.5576,-2987.72,12.512,0.00424941,0.368
28000000,10,59.0616,-2996.52,9.79418,0.00459984,0.372
28500000,10,65.8935,-3005.04,7.94542,0.00491596,0.374
29000000,9,56.842,-2996.09,11.7829,0.00449802,0.329
29500000,8,48.032,-3002.42,4.92241,0.00475408,0.3545
30000000,12,66.9716,-3000.86,12.6701,0.00590213,0.399
30500000,11,66.121,-2988.66,15.3103,0.00440743,0.357
31000000,10,63.8966,-3006.19,9.59156,0.00490551,0.353
31500000,10,57.1914,-2993.55,10.5107,0.00413025,0.36175
