generation,leftchild,rightchild,abstime,betainit,betashift
0,Andrias_scheuchzeri,Celtedens_ibericus,0,0.5,0
1000000,Andrias_scheuchzeri,Celtedens_ibericus,0,0.0147116,0.00123894
1000000,Onychodactylus_japonicus,NA,231.739,0.234414,0.0050619
1000000,Salamandrella_keyserlingii,Ranodon_sibiricus,233.352,0.0802706,-0.000647967
1000000,Sinerpeton_fengshanensis,NA,90.2257,0.00204443,0.00096018
1000000,Ambystoma_jeffersonianum,NA,255.814,0.0852341,-0.00373888
1000000,Salamandrina_terdigitata,NA,259.304,0.0126177,0.000226744
1000000,Archaeotriton_basalticus,NA,234.777,0.0256187,0.00533925
1000000,Mertensiella_caucasica,NA,237.939,0.041915,-0.00916336
1000000,Amphiuma_tridactylum,Amphiuma_means,185.397,0.023861,-0.00519823
1000000,Karsenia_koreana,NA,232.095,0.0823529,0.00562289
1000000,Desmognathus_aeneus,NA,261.688,0.177958,-0.000458779
1000000,Plethodon_petraeus,NA,257.559,0.125063,-0.00136133
1000000,Dendrotriton_bromeliacius,NA,204.117,0.00819722,0.0129821
1000000,Desmognathus_ochrophaeus,NA,253.641,0.00773541,0.00153039
1000000,Eurycea_wilderae,NA,254.955,0.00782669,-0.00193279
1000000,Eurycea_spelaea,Eurycea_lucifuga,232.329,0.0332413,-0.00137242
1000000,Stereochilus_marginatus,Eurycea_spelaea,204.599,0.00891722,-0.00666147
1000000,Dendrotriton_bromeliacius,NA,227.881,0.00526202,0.00230923
1000000,Nototriton_richardi,Nototriton_picadoi,203.533,0.0318404,0.00455306
1000000,Chiropterotriton_dimidiatus,NA,245.33,0.0402304,0.0112265
1000000,Chiropterotriton_priscus,NA,246.786,0.0305934,0.00297024
1000000,Bolitoglossa_hartwegi,NA,256.713,0.0236631,-0.00320331
1000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,148.818,0.00328713,5.00078e-05
2000000,Andrias_scheuchzeri,Celtedens_ibericus,0,0.0118087,-0.00481511
2000000,Andrias_scheuchzeri,NA,138.135,0.0140654,0.00466063
2000000,Andrias_scheuchzeri,NA,160.738,0.132623,0.0102845
2000000,Andrias_scheuchzeri,NA,160.621,0.0156392,0.00220556
2000000,Andrias_scheuchzeri,NA,162.863,0.240044,0.00667828
2000000,Andrias_scheuchzeri,NA,169.068,0.0104034,0.00435324
2000000,Chunerpeton_tianyiensis,NA,115.811,0.0242236,-0.000877032
2000000,Batrachuperus_pinchonii,Batrachuperus_tibetanus,244.736,0.043904,0.00362542
2000000,Hynobius_lichenatus,NA,262.999,0.0916834,-0.00199263
2000000,Andrias_scheuchzeri,Onychodactylus_japonicus,102.501,0.011198,0.000530007
2000000,Pseudobranchus_striatus,NA,233.089,0.0479963,0.00259792
2000000,Ambystoma_texanum,Ambystoma_barbouri,260.244,0.00694104,-0.000872611
2000000,Paleoamphiuma_tetradactylum,NA,198.364,0.0050502,0.00185004
2000000,Ambystoma_californiense,NA,266.132,0.0887959,-0.00181871
2000000,Ambystoma_talpoideum,Ambystoma_gracile,218.495,0.0149052,0.00531995
2000000,Dicamptodon_ensatus,Ambystoma_talpoideum,162.683,0.0158361,0.00228426
2000000,Pleurodeles_waltl,NA,257.802,0.011616,-0.00617731
2000000,Notophthalmus_meridionalis,Notophthalmus_viridescens,248.771,0.170401,-0.00433603
2000000,Taricha_granulosa,Taricha_torosa,259.383,0.016017,0.00395814
2000000,Notophthalmus_meridionalis,Taricha_rivularis,226.249,0.000847816,-0.00136276
2000000,Notophthalmus_meridionalis,Taricha_rivularis,229.226,0.0424717,0.00302542
2000000,Pachytriton_labiatus,Pachytriton_brevipes,262.161,0.0144475,0.00299074
2000000,Cynops_pyrrhogaster,Pachytriton_labiatus,237.388,0.00103568,0.001059
2000000,Triturus_marmoratus,Triturus_cristatus,240.983,0.0100947,0.00434851
2000000,Pleurodeles_waltl,Notophthalmus_meridionalis,201.492,0.0314742,-0.00545116
2000000,Pleurodeles_waltl,Notophthalmus_meridionalis,209.116,0.0672835,0.000135113
2000000,Salamandrina_terdigitata,Mertensiella_caucasica,117.098,0.00940067,0.0132816
2000000,Salamandrina_terdigitata,Mertensiella_caucasica,179.54,0.0252251,-0.00387647
2000000,Dicamptodon_ensatus,Salamandrina_terdigitata,95.6755,0.0158359,0.00150834
2000000,Necturus_beyeri,NA,266.616,0.0896628,-0.00104401
2000000,Rhyacotriton_olympicus,NA,183.095,0.129192,-0.00623125
2000000,Ensatina_eschscholtzii,NA,252.639,0.001605,0.0111453
2000000,Hydromantes_genei,NA,266.551,0.00387641,-0.00377716
2000000,Hydromantes_imperialis,Hydromantes_flavus,251.923,0.0017941,-0.00316108
2000000,Karsenia_koreana,NA,225.498,0.0134284,-0.000777023
2000000,Desmognathus_imitator,NA,266.177,0.0654031,0.00063762
2000000,Desmognathus_ochrophaeus,NA,261.837,0.0137748,-0.00531667
2000000,Desmognathus_monticola,NA,252.85,0.0130583,0.000186959
2000000,Desmognathus_imitator,Desmognathus_ochrophaeus,249.643,0.0741086,0.0101026
2000000,Plethodon_larselli,NA,262.69,0.0585776,0.001619
2000000,Plethodon_jordani,NA,260.495,0.055951,0.00197848
2000000,Eurycea_lucifuga,NA,244.463,0.0220766,-0.00508137
2000000,Plethodon_petraeus,NA,255.541,0.138203,0.00670149
2000000,Desmognathus_wrighti,NA,262.526,0.0330113,0.0058362
2000000,Eurycea_tynerensis,NA,248.928,0.000288983,0.0041356
2000000,Eurycea_rathbuni,Eurycea_nana,249.44,0.0361834,8.58745e-05
2000000,Stereochilus_marginatus,Eurycea_spelaea,182.416,0.00854784,0.000728883
2000000,Thorius_troglodytes,NA,205.517,0.0260741,0.00191336
2000000,Thorius_troglodytes,NA,228.685,0.0226041,-0.00460717
2000000,Parvimolge_townsendi,NA,233.171,0.0267626,0.00451584
2000000,Parvimolge_townsendi,NA,252.544,0.0184262,0.00287483
2000000,Pseudoeurycea_scandens,NA,264.309,0.0298228,0.000492651
2000000,Pseudoeurycea_bellii,NA,254.08,0.0761901,-0.00276752
2000000,Pseudoeurycea_rex,NA,263.599,0.060169,-0.000633124
2000000,Bolitoglossa_hartwegi,NA,250.64,0.0149817,-0.0038721
