generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-6.28131,-825.244,200,1
1000000,46,261.476,10.7228,52.7133,0.2565
2000000,37,214.088,26.3009,28.5872,0.2555
3000000,22,123.72,1.0976,21.9877,0.24525
4000000,23,138.904,22.2923,26.66,0.2425
5000000,34,192.587,-11.3662,31.7564,0.2605
6000000,23,142.33,-13.5527,23.893,0.2665
7000000,34,205.956,18.9997,36.9367,0.2555
8000000,38,218.748,0.0668073,47.5581,0.23
9000000,39,233.57,15.5176,46.1648,0.2385
10000000,45,259.077,6.84845,63.3966,0.2565
11000000,49,284.235,19.2216,60.1241,0.2405
12000000,26,155.555,34.0637,31.102,0.236
13000000,34,192.153,44.6787,33.1707,0.227
14000000,31,171.147,-10.3149,29.5269,0.2675
15000000,41,233.794,37.6095,39.4567,0.231
16000000,48,287.163,-16.3052,51.5763,0.275
17000000,43,258.438,35.5199,37.5333,0.247
18000000,100,581.77,25.3605,86.2204,0.258
19000000,46,262.624,29.6419,46.2245,0.258
20000000,50,293.665,9.73223,48.0931,0.24
21000000,44,249.337,44.8929,37.7354,0.237
22000000,32,183.081,33.8461,25.5641,0.2435
23000000,24,138.63,24.5892,27.4279,0.2532
24000000,45,261.182,25.1861,52.9059,0.228
25000000,42,249.984,-9.63455,48.8505,0.232
26000000,61,344.519,14.3469,75.3875,0.263
27000000,31,177.645,14.6713,27.7167,0.253733
28000000,53,280.817,53.8674,53.8663,0.248
29000000,58,341.522,47.855,58.0821,0.2235
30000000,42,249.882,37.2288,41.7027,0.228
31000000,62,354.135,45.9574,67.4333,0.25
32000000,53,309.403,51.7839,53.1539,0.245
33000000,32,194.914,30.5803,34.0226,0.274
34000000,53,300.06,-12.4111,52.1638,0.2516
35000000,62,363.873,74.4917,57.8671,0.253
36000000,69,404.06,79.1454,83.1126,0.229
37000000,27,159.787,-7.42101,33.7473,0.259667
38000000,45,263.894,28.039,43.2903,0.2345
39000000,33,173.219,46.9942,37.7173,0.237
40000000,20,110.416,-6.81508,13.6225,0.2545
41000000,46,281.458,-3.39224,35.8526,0.251
42000000,51,305.473,25.1741,49.5312,0.2415
43000000,50,302.945,-10.3838,46.3014,0.266
44000000,53,313.674,18.4702,52.7237,0.248
45000000,47,263.498,11.1742,40.9725,0.273
46000000,39,230.535,17.8069,29.3038,0.225
47000000,71,419.17,67.6775,70.6488,0.239
48000000,50,290.329,40.9832,61.2389,0.244
49000000,27,143.379,35.1011,24.9176,0.23
50000000,40,234.009,37.118,38.388,0.226
51000000,47,265.168,42.2435,35.7257,0.243
52000000,60,361.486,44.9259,56.8849,0.2395
53000000,40,238.065,36.5414,34.8712,0.245
54000000,56,326.076,83.7137,62.3902,0.227
55000000,45,266.551,-12.8852,41.3183,0.281
56000000,86,509.568,73.0932,91.3114,0.223
57000000,36,211.95,-15.3286,40.4547,0.263
58000000,26,147.024,35.7386,32.9964,0.243
59000000,27,162.484,18.8843,26.9812,0.2425
60000000,39,216.733,-16.6772,35.4319,0.271
61000000,26,158.042,-13.9251,24.6288,0.28
62000000,40,234.821,29.1532,40.7344,0.262667
63000000,38,217.518,44.7034,30.4391,0.228
64000000,45,247.686,-19.6403,51.2658,0.2565
65000000,61,342.044,42.768,56.5985,0.256
66000000,44,240.195,-13.2524,34.8163,0.264
67000000,54,292.057,41.3815,38.3625,0.253571
68000000,38,225.739,57.3719,49.2252,0.2385
69000000,45,263.138,5.12208,40.5017,0.2625
70000000,57,320.55,37.0512,49.9019,0.232
71000000,62,362.987,38.2426,63.7023,0.245
72000000,36,209.546,54.43,39.9547,0.242
73000000,66,386.361,63.8947,47.6408,0.201
74000000,44,243.09,44.7477,48.0298,0.227
75000000,61,356.581,18.8872,69.2302,0.269
76000000,33,194.749,1.39032,39.4839,0.241667
77000000,34,200.189,0.192506,29.1805,0.248
78000000,38,213.352,35.1597,31.7816,0.241
79000000,34,189.472,17.5105,25.7859,0.247
80000000,43,241.236,46.897,42.5156,0.243
81000000,27,150.289,-30.053,24.3414,0.2575
82000000,28,160.832,31.0936,26.1894,0.2285
83000000,53,307.24,13.1913,48.182,0.2415
84000000,30,176.039,-11.0782,28.9058,0.262
85000000,54,318.095,-15.4148,60.324,0.243
86000000,14,81.4462,17.4368,8.45875,0.25
87000000,53,316.587,27.9842,53.1755,0.245
88000000,49,281.401,-10.9693,47.3493,0.261
89000000,45,261.45,26.2615,42.1404,0.284
90000000,36,219.437,13.82,27.3393,0.2445
91000000,40,227.994,60.5097,39.7427,0.261
92000000,39,222.848,29.2556,36.9749,0.23
93000000,48,284.008,23.9036,50.0813,0.249
94000000,41,235.404,6.93999,44.8875,0.2575
95000000,45,247.883,32.9056,57.8904,0.23
96000000,42,246.338,54.7306,39.8505,0.213
97000000,34,192.909,-8.75914,31.3012,0.247
98000000,51,294.066,29.1699,46.881,0.256
99000000,36,202.724,11.8659,35.3223,0.268
100000000,30,176.723,42.6723,26.4598,0.2545
101000000,48,283.688,-5.93214,42.4554,0.277
102000000,35,187.291,35.4258,39.7078,0.2515
103000000,54,311.621,39.4885,48.6895,0.239
104000000,56,309.467,44.5146,55.4117,0.238
105000000,50,275.98,30.8555,44.244,0.258
106000000,39,227.822,24.1283,45.3188,0.2386
107000000,33,197.723,49.8278,30.7404,0.225
108000000,36,197.902,11.4896,35.6397,0.240667
109000000,52,313.748,42.4419,49.2293,0.2335
110000000,51,292.487,34.9545,61.0641,0.258
111000000,49,298.243,53.3071,49.402,0.248
112000000,32,186.348,19.3008,27.8265,0.2535
113000000,33,196.396,5.33513,37.6997,0.2655
114000000,45,267.617,6.68039,43.4663,0.235
115000000,37,224.442,18.8707,37.946,0.226
116000000,59,351.931,56.3902,55.8497,0.23
117000000,25,147.783,23.2909,29.9533,0.2215
118000000,55,323.854,37.7591,51.0312,0.2295
119000000,51,310.254,18.2331,46.4201,0.2625
120000000,38,214.266,48.7146,27.9222,0.221
121000000,50,291.401,51.6114,50.7794,0.229
122000000,38,216.719,36.7688,30.5966,0.238
123000000,51,269.008,48.6818,50.0307,0.221
124000000,54,320.154,40.7079,57.5631,0.218
125000000,39,225.467,14.5421,41.0683,0.233
126000000,54,324.162,12.7487,45.5342,0.249
127000000,31,181.771,58.0683,43.6957,0.2395
128000000,42,242.693,13.3682,55.7368,0.255
129000000,49,297.965,1.45285,63.5607,0.248
130000000,38,224.66,15.2352,34.9285,0.262
131000000,50,292.214,34.1977,47.0053,0.253
132000000,67,360.955,51.4478,74.2225,0.231
133000000,54,320.171,47.5343,50.165,0.2445
134000000,49,279.454,19.6386,44.4169,0.246
135000000,26,150.846,24.0317,38.4569,0.243
136000000,46,276.799,19.3229,45.5998,0.263
137000000,41,231.131,22.9,40.7763,0.234
138000000,38,216.367,43.2033,30.1917,0.257
139000000,47,274.676,15.3981,67.1293,0.2645
140000000,35,212.727,26.0217,40.4446,0.259667
