generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.39152,-781.164,200,0
1000000,51,308.744,3.86292,40.696,0.2785
2000000,42,256.115,11.6954,45.1891,0.2605
3000000,30,178.046,7.99685,25.6883,0.2395
4000000,43,253.503,38.971,46.2965,0.245
5000000,44,258.856,26.5809,44.1074,0.245
6000000,45,270.812,31.9681,60.2017,0.2335
7000000,48,296.245,25.1798,52.0797,0.247
8000000,41,249.417,25.6487,44.2149,0.2545
9000000,41,248.59,14.1655,42.7715,0.272
10000000,44,275.11,16.4578,45.1846,0.255
11000000,48,299.742,23.6514,47.6137,0.247
12000000,23,139.65,35.3869,26.9576,0.229
13000000,84,501.036,12.1798,77.5897,0.261
14000000,22,127.728,14.7529,20.3411,0.236
15000000,27,163.766,-17.7928,36.3142,0.2445
16000000,67,391.129,32.4891,50.8934,0.255
17000000,58,340.313,47.0998,63.601,0.235
18000000,57,350.8,9.04211,45.4025,0.257
19000000,29,177.932,23.4033,28.4495,0.249
20000000,49,285.302,-11.0066,41.0715,0.247
21000000,34,208.135,38.8067,40.283,0.246
22000000,36,202.119,21.2261,34.9981,0.236
23000000,23,134.65,18.6128,27.4448,0.241
24000000,42,259.179,13.8221,32.9966,0.236
25000000,61,355.374,5.81856,59.25,0.262
26000000,46,278.234,9.50527,47.992,0.258
27000000,55,327.754,20.981,60.7744,0.245
28000000,33,204.013,26.5632,36.192,0.262
29000000,48,298.26,-30.1281,52.8122,0.258
30000000,55,326.882,54.0743,51.8829,0.246
31000000,25,153.233,28.6818,36.7661,0.25
32000000,33,198.335,23.4456,38.1704,0.2345
33000000,24,150.098,13.6754,19.7869,0.245
34000000,54,320.464,18.9853,70.8173,0.261
35000000,28,162.212,40.6246,22.1579,0.223
36000000,32,192.568,10.23,35.2808,0.246
37000000,47,269.826,40.0602,41.446,0.255
38000000,24,147.335,41.7159,26.5147,0.226
39000000,49,305.816,-14.443,57.9387,0.273
40000000,39,232.188,28.2177,36.617,0.2365
41000000,36,200.582,24.3755,46.6279,0.235
42000000,78,459.626,53.3142,81.3448,0.228
43000000,23,139.086,-16.1935,20.2273,0.2585
44000000,51,315.02,9.15519,48.9998,0.253
45000000,22,125.272,18.2365,25.097,0.257
46000000,53,311.713,26.1874,47.3061,0.255
47000000,37,222.288,6.8476,35.1187,0.2465
48000000,29,173.5,6.24868,31.4835,0.272
49000000,57,351.958,6.66643,55.9999,0.2395
50000000,64,389.453,-12.5797,82.5733,0.257
51000000,21,127.642,6.29325,30.1209,0.2575
52000000,35,207.811,2.36797,38.0977,0.25025
53000000,29,168.946,51.4919,24.694,0.2365
54000000,58,335.245,-0.0175664,57.2373,0.264
55000000,28,171.227,-25.8716,24.1912,0.257
56000000,61,373.458,38.112,54.1351,0.249
57000000,36,219.118,46.2705,43.5767,0.218
58000000,45,265.309,21.4503,42.9209,0.254
59000000,57,339.736,50.254,49.0416,0.241
60000000,42,254.506,8.40152,40.7318,0.253
61000000,40,243.184,25.5997,41.0148,0.2305
62000000,29,172.142,29.915,30.5317,0.246
63000000,40,243.237,6.01095,33.5968,0.257
64000000,75,459.606,41.1656,70.6452,0.248
65000000,47,266.549,33.8234,39.4545,0.263
66000000,35,203.277,52.9885,43.5303,0.237
67000000,87,512.595,-4.59709,86.2144,0.252
68000000,57,349.284,27.9281,58.2059,0.235
69000000,49,287.863,3.9237,41.5163,0.2655
70000000,29,166.118,-2.10247,39.631,0.251333
71000000,53,307.306,9.25495,56.7712,0.266
