generation,leftchild,rightchild,abstime,betainit,betashift
0,Andrias_scheuchzeri,Celtedens_ibericus,0,0.5,0
1000000,Andrias_scheuchzeri,Celtedens_ibericus,0,0.0134424,0
1000000,Ranodon_sibiricus,Hynobius_boulengeri,237.144,0.0803225,-0.00643906
1000000,Pseudobranchus_striatus,NA,254.444,0.186181,-0.00361484
1000000,Paleoamphiuma_tetradactylum,NA,199.707,0.0148361,0.00425466
1000000,Paleoamphiuma_tetradactylum,NA,203.708,0.0595683,0.00234566
1000000,Ambystoma_opacum,NA,258.834,0.0275007,0.000868698
1000000,Chioglossa_lusitanica,NA,256.737,0.00822171,0.00295665
1000000,Pachytriton_brevipes,NA,263.498,0.0400897,0.000949196
1000000,Neurergus_kaiseri,Neurergus_crocatus,241.622,0.0606257,0.000412749
1000000,Ichthyosaura_randeckensis,Neurergus_kaiseri,226.788,0.00141897,0.00241944
1000000,Salamandrina_terdigitata,Archaeotriton_basalticus,194.852,0.0129868,-0.00630668
1000000,Amphiuma_tridactylum,Amphiuma_means,233.347,0.161614,-0.00283114
1000000,Karsenia_koreana,NA,243.527,0.0233947,0.00596701
1000000,Karsenia_koreana,NA,242.209,0.0223141,0.00297851
1000000,Desmognathus_fuscus,NA,263.108,0.0385616,-0.0056897
1000000,Pleurodeles_waltl,Notophthalmus_meridionalis,203.464,0.0385248,0.00339607
1000000,Phaeognathus_hubrichti,Desmognathus_wrighti,218.597,0.0208734,-0.00108467
1000000,Plethodon_vehiculum,NA,256.112,0.0279206,0.00154216
1000000,Plethodon_yonahlossee,Plethodon_petraeus,242.523,0.110086,-0.00340575
1000000,Ensatina_eschscholtzii,Plethodon_neomexicanus,175.229,0.00118049,-0.00489363
1000000,Eurycea_lucifuga,Eurycea_quadridigitata,236.255,0.047428,-0.00349979
1000000,Nototriton_richardi,Nototriton_picadoi,219.858,0.0197084,0.00444877
1000000,Thorius_troglodytes,NA,260.653,0.0916383,0.00948507
1000000,Chiropterotriton_chondrostega,NA,242.378,0.0692087,0.003515
1000000,Chiropterotriton_magnipes,NA,243.602,0.273439,-0.000167795
1000000,Parvimolge_townsendi,NA,263.435,0.0977953,0.00860223
1000000,Pseudoeurycea_bellii,NA,242.389,0.0396913,-0.00161055
1000000,Pseudoeurycea_brunnata,NA,263.246,0.219313,-0.0027723
1000000,Bolitoglossa_adspersa,Bolitoglossa_equatoriana,246.961,0.00845865,-0.00520765
1000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,154.488,0.00246769,0.00123871
2000000,Andrias_scheuchzeri,Celtedens_ibericus,0,0.0271796,-0.0094701
2000000,Andrias_scheuchzeri,NA,185.766,0.045422,-0.00789381
2000000,Andrias_scheuchzeri,NA,245.38,0.0703252,0.00545792
2000000,Salamandrella_keyserlingii,Ranodon_sibiricus,201.293,0.129253,-0.0036227
