generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-6.60872,-782.974,200,1
1000000,29,170.38,22.7092,40.0492,0.2525
2000000,56,310.9,49.7964,56.54,0.237
3000000,36,213.798,-6.80655,41.3053,0.261
4000000,36,209.644,47.4174,45.2368,0.243
5000000,31,182.684,18.709,30.4912,0.243667
6000000,52,294.294,-4.16806,45.1973,0.255
7000000,51,304.656,34.163,50.9463,0.239
8000000,46,267.975,38.4101,42.8531,0.221
9000000,52,311.266,56.0142,45.0229,0.237
10000000,46,263.716,51.6957,47.7265,0.2305
11000000,41,240.715,18.5084,43.6799,0.238
12000000,39,230.721,17.6584,44.2778,0.231667
13000000,60,365.673,23.2682,65.8453,0.2415
14000000,33,196.348,-15.954,30.0158,0.254
15000000,34,197.751,-26.1089,35.2769,0.275
16000000,39,235.82,23.2581,31.0596,0.245
17000000,83,473.555,31.0773,69.7432,0.255
18000000,28,149.785,24.6104,26.7975,0.249
19000000,41,230.542,43.2318,34.282,0.246
20000000,43,251.837,-9.02684,40.0851,0.253
21000000,47,270.915,30.2228,49.0885,0.262
22000000,55,323.28,54.7477,55.6007,0.239
23000000,60,332.394,37.6277,52.3766,0.249
24000000,33,185.952,-0.819345,23.4289,0.251
25000000,46,264.443,35.9167,49.7903,0.237
26000000,125,723.747,7.30849,127.739,0.238
27000000,40,240.01,23.2603,43.977,0.259
28000000,43,254.694,8.31354,43.2452,0.27
29000000,37,227.431,20.5765,40.1436,0.234333
30000000,33,180.307,6.90239,49.4118,0.2535
31000000,44,248.934,19.2256,47.0832,0.2435
32000000,72,435.795,31.2083,73.3053,0.2585
33000000,66,390.27,10.4998,80.2961,0.265
34000000,42,251.139,10.4445,56.403,0.2445
35000000,34,203.272,2.24943,28.3581,0.2315
36000000,27,161.38,5.21549,33.8234,0.253
37000000,60,348.909,62.1331,55.3341,0.2205
38000000,64,371.894,41.4501,56.7582,0.237
39000000,53,315.902,39.4055,50.0296,0.238
40000000,49,285.647,72.1119,51.5913,0.211
41000000,84,497.803,71.7302,89.0318,0.234
42000000,53,309.712,-9.94637,41.9038,0.2765
43000000,51,301.946,19.8313,64.6415,0.258
44000000,21,118.831,-2.4448,16.875,0.24925
45000000,30,172.718,27.2647,33.6058,0.251
46000000,41,239.466,23.9578,41.3634,0.241
47000000,49,286.413,48.8047,54.7468,0.241
48000000,50,286.005,51.8161,60.6285,0.24
49000000,37,229.1,42.2476,31.9525,0.259
50000000,42,245.471,-5.82788,40.9237,0.2765
51000000,45,260.327,61.5037,40.747,0.229
52000000,26,155.496,49.6433,28.919,0.229
53000000,21,126.305,13.0382,22.2683,0.24
54000000,49,287.942,-29.7021,53.2143,0.263333
55000000,53,310.541,4.33618,56.8982,0.2505
56000000,67,395.265,44.1316,65.0599,0.224
57000000,34,188.177,-11.6197,41.9926,0.2655
58000000,23,140.104,15.5466,22.2297,0.236333
59000000,46,273.155,13.8492,44.4746,0.238
60000000,20,123.419,31.7715,25.7646,0.256
61000000,50,285.752,-35.3065,41.9888,0.2875
62000000,40,238.701,22.6297,37.6465,0.2335
63000000,52,308.728,11.7579,58.7172,0.2465
64000000,49,290.499,18.5399,42.2014,0.241
65000000,22,117.762,-9.04644,20.336,0.2575
66000000,34,196.411,40.032,35.3947,0.22625
67000000,25,145.343,44.0894,21.5817,0.236
68000000,46,259.488,12.636,37.6917,0.264
69000000,40,236.737,26.1589,55.7619,0.243
70000000,47,277.384,14.8523,53.009,0.256
71000000,51,294.039,40.0028,55.2109,0.27
72000000,46,264.81,41.3313,61.7974,0.2385
73000000,26,140.413,-0.42745,34.0509,0.253333
74000000,41,241.674,5.82139,34.9313,0.268
75000000,61,354.03,5.55988,45.8656,0.259
76000000,36,208.754,-8.08573,37.4568,0.245333
77000000,61,354.684,30.7812,65.1021,0.223
78000000,34,205.022,26.2625,32.5163,0.249
79000000,68,405.842,13.3638,79.1748,0.252
80000000,31,175.078,22.12,34.9246,0.257667
81000000,44,263.484,53.5256,47.0039,0.23
82000000,54,316.852,50.303,53.2396,0.229
83000000,60,349.022,57.7062,72.3249,0.2505
84000000,84,495.342,22.6752,99.1976,0.246
85000000,49,288.893,-13.2307,40.2375,0.259
86000000,45,265.679,27.8849,48.405,0.2485
87000000,56,333.79,24.5158,54.6212,0.242
88000000,44,252.582,19.6156,60.8688,0.2619
89000000,37,222.584,28.4602,35.3415,0.2325
90000000,51,290.429,80.1809,57.2801,0.237
91000000,94,544.663,49.4039,95.2701,0.257
92000000,58,335.538,66.0365,54.8678,0.223
93000000,41,236.256,42.8889,36.5836,0.225
94000000,37,208.321,41.5859,41.1025,0.23
95000000,80,474.721,22.4633,76.6504,0.248
96000000,34,196.421,28.7801,25.0784,0.226
97000000,32,187.832,-29.587,26.8575,0.268
98000000,38,224.396,31.4973,43.2386,0.269
99000000,31,185.122,16.1019,31.2448,0.256
100000000,45,262.167,17.4848,38.9682,0.257889
101000000,36,213.006,48.103,48.8595,0.233333
102000000,35,213.631,-2.7743,32.4632,0.252
103000000,41,243.841,66.9972,32.2717,0.231
104000000,34,195.096,53.6247,30.8273,0.211
105000000,47,274.041,-2.27606,65.1071,0.246
106000000,36,217.949,32.6238,32.5709,0.232
107000000,21,121.342,-32.664,14.3365,0.263667
108000000,64,370.981,10.8071,62.9912,0.243
109000000,39,228.634,40.4838,36.4674,0.207
110000000,50,302.781,39.2004,40.2986,0.234
111000000,37,221.887,57.0161,28.7023,0.2295
112000000,55,325.665,45.9573,48.2255,0.244
113000000,42,240.689,-12.4398,35.5734,0.246
114000000,41,235.913,36.7472,34.7909,0.2605
115000000,31,178.493,32.6422,40.2428,0.228667
116000000,53,314.912,26.202,45.9701,0.2515
117000000,75,429.479,52.1774,87.0692,0.236
118000000,33,182.252,26.9117,33.5615,0.221
119000000,26,144.159,2.32525,22.2783,0.2265
120000000,27,150.78,-10.9871,20.7205,0.261
121000000,46,272.944,48.0595,39.1322,0.257
122000000,53,312.381,30.0526,49.9062,0.239
123000000,43,254.147,29.9442,41.1159,0.244
124000000,51,305.628,50.0358,55.7745,0.247
125000000,52,307.898,-0.889876,55.6451,0.27
126000000,64,375.326,20.0936,50.1965,0.244
127000000,62,359.482,72.1249,71.8462,0.245
128000000,51,303.247,25.7842,49.8603,0.243
129000000,48,285.418,9.59282,39.4823,0.2425
130000000,60,344.109,34.929,59.7934,0.248
131000000,35,202.011,43.7902,26.0248,0.237
132000000,48,279.739,22.1964,50.1358,0.243
133000000,61,370.926,42.7581,60.4656,0.252
134000000,56,328.618,26.9443,55.1821,0.247
135000000,38,218.959,36.8782,30.7898,0.228
136000000,33,199.077,31.2348,23.0674,0.2405
137000000,41,240.989,-25.9284,43.1256,0.253
138000000,42,249.217,18.0171,54.6883,0.267
139000000,41,228.733,66.8004,33.8437,0.24
140000000,38,232.036,49.8944,48.1602,0.234
141000000,31,175.223,28.2244,23.7758,0.247
142000000,54,305.864,65.3882,57.9422,0.246
143000000,51,294.867,40.5976,55.6692,0.257
144000000,62,357.503,55.6578,66.2429,0.226
145000000,65,386.168,23.5673,70.9125,0.249
146000000,31,187.331,7.2719,34.3568,0.236
147000000,30,159.344,11.4142,37.6549,0.2315
148000000,40,237.095,33.3365,41.8812,0.253
149000000,48,290.039,54.6369,43.2635,0.247
150000000,51,313.269,12.6398,48.5551,0.241
151000000,47,272.163,44.5225,54.1364,0.255
152000000,52,305.285,19.2676,52.8474,0.245
153000000,28,163.821,38.1877,24.014,0.235
154000000,43,260.32,9.27346,38.5413,0.27
155000000,29,165.148,14.4457,29.8093,0.2405
156000000,37,221.033,33.611,34.5863,0.24075
157000000,80,453.558,53.7116,84.8823,0.23
158000000,61,366.966,10.9208,51.3053,0.244
159000000,51,314.767,55.2129,50.8642,0.229
