generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.39412,-889.839,200,0
1000000,43,269.055,15.913,41.2928,0.264
2000000,42,252.073,26.6894,45.4005,0.244333
3000000,28,162.169,12.7485,34.0729,0.228
4000000,42,247.443,41.9769,46.062,0.251
5000000,42,254.728,30.2067,39.0128,0.249
6000000,37,226.91,7.05517,43.2281,0.2555
7000000,49,289.256,4.64891,57.5206,0.2545
8000000,29,171.27,-8.25397,26.5496,0.249
9000000,39,232.374,39.3708,37.5665,0.247
10000000,27,170.525,25.7843,30.0435,0.252333
11000000,47,278.627,44.4782,60.1521,0.2495
12000000,56,326.739,38.5068,45.5961,0.25
13000000,53,323.688,42.1724,59.7701,0.263
14000000,21,122.707,-6.10162,17.8016,0.242333
15000000,40,239.183,-12.9438,52.717,0.234
16000000,61,371.632,19.0147,55.2518,0.233
17000000,54,317.78,-6.01101,53.7587,0.242
18000000,47,288.235,34.9986,53.4361,0.240667
19000000,20,111.445,15.0997,18.6799,0.2485
20000000,43,261.006,66.9651,36.1908,0.218
21000000,46,272.818,42.1304,49.027,0.244
22000000,25,153.035,44.6547,24.9979,0.225
23000000,33,193.594,29.0847,40.6159,0.248
24000000,47,284.4,34.2404,36.9506,0.242
25000000,44,265.879,11.2716,44.3733,0.265
26000000,45,276.269,33.5283,46.5947,0.263
27000000,39,231.52,8.1825,45.9193,0.254333
28000000,30,185.532,21.8432,26.5373,0.257
29000000,58,352.684,36.7204,47.6214,0.248
30000000,74,450.84,56.7601,69.9219,0.245
31000000,30,179.282,28.3884,40.967,0.2585
32000000,48,289.95,38.8803,51.5485,0.227
33000000,32,193.038,3.84083,27.6913,0.286
34000000,77,457.37,16.2063,60.0272,0.227
35000000,42,237.465,33.3168,44.3741,0.227
36000000,36,213.959,10.312,40.906,0.2365
37000000,37,206.186,33.5635,34.2838,0.243
38000000,44,262.994,50.062,32.4132,0.233
39000000,59,353.676,28.2797,52.9605,0.256
40000000,38,227.175,23.1742,38.5246,0.221
41000000,49,277.073,37.5716,54.2209,0.241
42000000,45,259.733,45.9478,33.8674,0.241
43000000,35,213.88,-7.15899,38.1975,0.265
44000000,56,346.282,14.3357,61.3193,0.2575
