generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.33783,-794.583,200,1
1000000,34,206.628,38.9355,29.7975,0.254
2000000,33,196.086,10.2967,38.711,0.2715
3000000,64,376.994,-2.0612,75.3912,0.2535
4000000,39,238.848,40.4424,45.5295,0.231
5000000,44,270.58,55.4343,34.3713,0.246
6000000,40,232.806,18.4527,41.4988,0.2584
7000000,52,317.354,63.0006,40.7778,0.2335
8000000,44,253.881,42.6686,41.4281,0.23
9000000,31,178.407,33.4834,38.1942,0.261
10000000,66,394.236,26.05,66.0654,0.26
11000000,38,219.449,-8.88401,48.5096,0.2475
12000000,33,202.005,-3.08107,43.7257,0.2785
13000000,31,190.54,-15.007,28.1706,0.251
14000000,54,329.96,40.2205,61.6966,0.23
15000000,36,221.005,37.6903,52.8593,0.263
16000000,30,184.75,23.4981,26.7977,0.217
17000000,37,213.909,-19.3021,35.9274,0.238
18000000,27,163.561,-4.47034,31.681,0.268
19000000,20,108.946,-7.89687,19.5491,0.2375
20000000,43,256.675,44.9146,39.9856,0.247
21000000,34,212.074,26.5341,30.3524,0.2475
22000000,64,388.153,34.4231,64.9968,0.239
23000000,37,206.344,21.3048,31.6929,0.250333
24000000,38,233.345,38.2693,41.9331,0.243
25000000,27,169.116,46.5584,36.1437,0.262
26000000,38,229.454,39.4889,37.477,0.2525
27000000,69,416.907,38.4118,65.1189,0.226
28000000,13,81.543,24.849,12.7266,0.2525
29000000,67,395.87,36.8027,58.3331,0.239
30000000,60,367.064,26.7281,54.5789,0.246
31000000,68,413.263,21.7623,48.7327,0.272
32000000,37,226.425,-7.25296,36.9638,0.2565
33000000,38,229.055,39.1444,32.8053,0.252
34000000,87,503.122,35.2845,86.4825,0.247
35000000,50,300.477,12.3946,51.7971,0.264
36000000,44,255.825,44.0193,47.1446,0.209
37000000,55,316.351,2.62001,69.5683,0.266
38000000,34,214.745,33.9058,31.1951,0.257
39000000,24,140.587,24.8609,21.9941,0.234
40000000,49,294.058,9.39102,42.0057,0.251
41000000,10,63.2229,-14.659,11.0525,0.254
42000000,40,248.841,-12.1461,39.9387,0.263
43000000,44,276.699,37.9078,38.2693,0.24
44000000,47,286.334,25.1904,58.0247,0.2255
45000000,35,214.419,-3.54361,31.5031,0.241
46000000,33,200.639,37.8284,33.8884,0.2195
47000000,31,175.473,49.6696,39.9573,0.2515
48000000,37,214.691,5.18677,43.1701,0.257667
49000000,40,233.007,8.62357,45.7662,0.2705
50000000,32,192.545,50.0262,26.0246,0.238
51000000,12,71.1713,11.8635,15.2973,0.234
52000000,36,208.519,14.9391,42.4942,0.245667
53000000,37,216.06,17.6907,38.6457,0.247667
54000000,38,233.282,-5.44732,45.0191,0.289
55000000,66,389.56,6.0179,66.3887,0.245
56000000,70,418.939,34.1248,78.4745,0.249
57000000,66,401.295,1.59107,75.3742,0.27
58000000,59,349.309,7.58471,67.6888,0.274
59000000,59,355.962,12.1049,54.9677,0.245
60000000,61,368.292,15.6339,55.6435,0.255
61000000,47,287.41,28.2118,56.6441,0.229
62000000,30,174.849,19.4434,17.8853,0.2515
63000000,91,535.501,7.50367,82.9953,0.256
64000000,65,390.584,14.3628,74.6406,0.274
65000000,27,165.799,-7.51952,24.3301,0.2535
66000000,37,215.623,20.4293,32.8758,0.2315
67000000,42,254.355,-8.92144,33.6783,0.244
68000000,18,106.766,33.0798,30.1015,0.23275
69000000,37,225.907,34.3237,30.1884,0.235
70000000,39,237.291,-0.317443,48.9051,0.257
71000000,20,122.492,-9.91648,20.0655,0.263
72000000,46,266.684,46.4446,44.2917,0.223
73000000,29,175.809,10.6658,36.6459,0.2565
74000000,24,143.842,8.34517,20.2834,0.2535
75000000,41,250.105,-11.5893,33.5025,0.281
76000000,26,152.014,-12.7711,22.1513,0.2576
77000000,42,245.48,67.0885,53.599,0.235
78000000,52,328.999,10.5192,54.0492,0.252
79000000,33,204.059,7.04424,30.2122,0.23
80000000,66,366.667,13.0835,67.7403,0.248
81000000,29,173.169,16.215,25.5042,0.263
82000000,48,282.291,19.3793,49.9875,0.236
83000000,45,260.578,34.3967,47.3439,0.242
84000000,39,231.474,31.706,42.0394,0.252
85000000,23,135.318,-4.73529,23.8684,0.2415
86000000,37,216.645,18.0322,41.0571,0.2395
87000000,35,210.55,9.41462,34.1119,0.236
88000000,17,101.392,0.986481,19.3227,0.2435
89000000,28,163.824,0.575584,35.1862,0.258
90000000,41,230.544,42.4423,42.1841,0.236
91000000,67,386.987,26.6853,71.209,0.275
92000000,50,301.192,48.7862,50.0565,0.228
93000000,22,133.564,23.6964,33.7538,0.236
94000000,39,233.244,-1.46895,44.523,0.26
95000000,41,247.713,37.8282,52.6717,0.2475
96000000,44,247.979,-2.85935,35.3027,0.26
97000000,13,65.7041,-0.712106,12.3507,0.2435
98000000,63,383.887,26.8727,77.8817,0.2295
99000000,42,259.792,-27.5581,49.4394,0.273
100000000,33,195.815,-17.6315,32.8563,0.25
101000000,40,239.297,29.4312,50.1426,0.257
102000000,59,346.574,43.519,69.0536,0.23
103000000,45,272.802,64.6224,56.4362,0.25
104000000,39,239.094,13.9032,44.5754,0.258
105000000,32,193.735,23.4631,29.7436,0.267667
106000000,41,255.23,26.9015,40.0199,0.256
107000000,39,238.798,38.753,25.7537,0.2215
108000000,58,331.875,1.12692,50.5761,0.26
109000000,47,275.703,33.8842,44.0255,0.245
110000000,47,291.172,28.5177,54.6199,0.2555
111000000,43,244.641,42.0429,50.7075,0.235
112000000,42,248.037,34.5224,51.3931,0.267
113000000,47,282.789,47.369,41.8652,0.2235
114000000,22,131.648,18.9326,31.8162,0.2515
115000000,27,159.274,9.99421,27.0255,0.254
116000000,49,301.103,-10.9383,53.8949,0.259
117000000,51,313.741,28.112,55.7654,0.225
118000000,37,219.591,3.04085,36.0178,0.249
119000000,52,303.464,16.9377,50.0897,0.245
120000000,58,350.16,-14.7747,41.1918,0.275
121000000,48,296.556,38.4067,45.8961,0.246
122000000,37,223.086,47.4963,38.1959,0.233
123000000,38,227.638,37.6748,41.7011,0.251
124000000,44,263.608,22.1773,45.4339,0.244
125000000,46,289.047,53.7586,50.6872,0.242
126000000,41,242.658,46.8386,46.4082,0.22
127000000,21,129.804,27.9811,25.2404,0.229
128000000,67,399.61,35.2539,61.2282,0.251
129000000,27,155.191,47.9965,35.6139,0.2175
130000000,53,318.674,-7.50257,59.5567,0.2695
131000000,56,351.905,74.2659,57.9659,0.2365
132000000,39,233.662,39.3864,43.9026,0.233
133000000,15,86.9636,-20.6492,17.8026,0.26
134000000,54,308.05,48.5513,70.0687,0.261
135000000,50,298.106,30.1248,50.6108,0.240333
136000000,37,212.905,40.1539,43.8382,0.256
137000000,31,177.515,19.8835,31.5798,0.2455
138000000,26,164.599,-11.5505,26.8212,0.258333
139000000,56,342.502,45.6303,60.6028,0.26
140000000,48,284.384,33.5703,46.8068,0.2455
141000000,23,136.185,32.1972,21.5953,0.278
142000000,42,246.467,56.6973,48.9652,0.21
143000000,49,297.109,52.2569,41.9012,0.273
144000000,65,403.947,-8.48513,58.6269,0.2845
145000000,45,264.101,66.3038,43.6109,0.219
146000000,22,128.225,20.0128,24.7176,0.2135
147000000,48,259.942,8.26753,45.8133,0.25
148000000,56,341.709,44.864,54.0846,0.235
149000000,45,268.421,25.1726,40.0752,0.2385
150000000,41,237.579,44.7005,49.3,0.242
151000000,35,204.957,11.1367,32.5945,0.2545
152000000,63,374.615,12.2714,60.9057,0.242
153000000,50,300.932,46.0754,50.101,0.2215
154000000,52,309.863,11.559,51.4781,0.251
155000000,25,139.579,0.129974,34.2196,0.253
156000000,19,114.188,22.949,21.7778,0.266
157000000,40,246.923,-12.3283,32.4086,0.258
158000000,38,216.626,-4.00182,48.3547,0.273
159000000,43,254.723,46.3055,42.0323,0.241
160000000,30,179.158,22.8462,46.9334,0.24875
161000000,49,298.132,62.9188,46.5115,0.237
162000000,58,339.461,30.2936,57.2146,0.2425
163000000,51,299.818,48.5508,45.1089,0.2515
164000000,59,354.978,-21.0588,66.7187,0.271
165000000,52,316.059,17.9689,65.934,0.261
166000000,52,304.074,37.1848,47.3274,0.287
167000000,45,269.757,1.48158,44.6386,0.2755
168000000,55,336.826,-1.32162,55.6218,0.255
169000000,63,383.674,-24.501,62.6274,0.276
170000000,52,299.165,38.2033,62.7505,0.274
171000000,31,185.624,13.4667,28.6537,0.2435
172000000,37,220.064,35.1234,39.9289,0.2535
173000000,36,216.317,7.14991,35.8075,0.251
174000000,38,221.156,29.5902,40.1794,0.2355
175000000,34,210.431,22.88,37.8328,0.256
176000000,39,224.623,44.2801,38.9376,0.219667
177000000,33,193.864,-14.4737,33.4024,0.24675
178000000,52,318.794,9.97623,46.3301,0.2615
179000000,54,323.184,45.7882,46.7307,0.253
180000000,49,281.027,43.8429,48.2752,0.259
181000000,49,282.139,39.6822,43.7466,0.215
182000000,57,345.503,-16.5276,45.3713,0.265
183000000,49,296.334,-8.42979,47.1615,0.27
184000000,48,278.296,43.8467,43.5158,0.2455
185000000,37,224.646,17.8131,34.3005,0.243
186000000,50,296.829,-16.0166,54.0548,0.263
187000000,39,228.396,31.2834,33.3704,0.2655
188000000,22,128.703,-14.614,24.0368,0.249333
189000000,42,244.19,12.6896,31.0115,0.2415
190000000,33,189.518,57.4462,30.1948,0.239
191000000,38,221.03,20.8912,38.9054,0.235
192000000,37,231.795,45.8532,37.7694,0.233
