generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-7.34593,-774.895,200,1
1000000,46,280.608,-20.1503,45.6907,0.29
2000000,25,146.531,13.424,38.6955,0.2532
3000000,36,202.155,-26.3443,32.4267,0.254
4000000,45,264.559,30.5616,39.1353,0.2615
5000000,44,256.027,14.0919,47.3514,0.248
6000000,19,114.326,13.86,20.5248,0.244
7000000,22,130.289,22.874,14.8286,0.2605
8000000,52,309.36,39.3803,47.801,0.216
9000000,28,173.978,40.2072,32.7793,0.226
10000000,21,118.144,20.8013,22.769,0.2575
11000000,44,256.966,41.492,42.4156,0.252
12000000,15,86.3351,11.9808,14.8041,0.242
13000000,47,274.907,22.2031,55.2925,0.245333
14000000,47,277.545,51.6273,43.9006,0.246
15000000,49,292.095,48.6578,44.8619,0.229
16000000,43,261.39,37.9241,46.3872,0.2515
17000000,57,356.361,25.0522,51.9671,0.238
18000000,46,290.21,31.8733,51.4349,0.274
19000000,53,322.869,22.5418,53.4793,0.247
20000000,49,295.596,51.0269,48.231,0.238
21000000,60,366.947,97.6278,67.1003,0.227
22000000,43,244.2,28.3613,45.9572,0.259
23000000,34,196.516,-4.20748,34.7701,0.2445
24000000,57,354.975,-6.16059,53.9098,0.252
25000000,18,109.738,-22.7112,21.885,0.2695
26000000,35,217.446,48.4003,33.5982,0.2485
27000000,52,307.152,40.4536,51.2179,0.2525
28000000,37,227.268,37.5047,35.4335,0.22
29000000,66,401.705,32.3099,75.1249,0.269
30000000,45,271.036,46.4746,34.2164,0.235
31000000,37,217.868,-13.523,42.2416,0.2535
32000000,67,414.235,25.8004,80.6682,0.233
33000000,49,294.341,11.1443,64.3792,0.2475
34000000,40,246.561,48.1522,40.7249,0.2415
35000000,63,377.412,46.5745,71.0566,0.209
36000000,46,291.208,64.6851,43.2649,0.239
37000000,38,234.619,5.91498,41.5765,0.276
38000000,45,266.62,3.69453,57.0703,0.254
39000000,43,246.324,-25.6394,37.128,0.279
40000000,64,371.428,18.4948,67.2937,0.2495
41000000,70,419.216,48.5776,69.1252,0.234
42000000,21,118.159,7.45731,31.9398,0.24875
43000000,51,303.789,2.65119,50.5494,0.248
44000000,35,208.474,35.8278,43.1178,0.2462
45000000,35,217.229,51.1057,33.135,0.249
46000000,32,188.531,12.7872,29.0667,0.2565
47000000,52,313.993,57.6311,47.671,0.26
48000000,55,312.453,31.2313,55.4981,0.2405
49000000,17,101.796,25.0367,21.0026,0.2675
50000000,33,200.502,41.2748,30.8032,0.264333
51000000,53,323.464,30.5966,48.4882,0.25
52000000,45,267.936,55.7689,41.5439,0.2415
53000000,34,196.529,13.0319,34.9354,0.2335
54000000,28,167.737,13.0324,24.6254,0.2455
55000000,41,254.992,33.0976,47.634,0.231
56000000,42,253.113,47.0807,42.1187,0.249
57000000,35,211.471,23.6888,31.2861,0.262
58000000,37,221.375,24.612,28.7311,0.2435
59000000,59,353.978,30.0035,47.336,0.256
60000000,44,264.301,2.91816,56.6412,0.252
61000000,66,390.805,13.7837,66.8589,0.244
62000000,55,327.055,10.6003,58.4152,0.265
63000000,22,127.016,4.44354,24.3098,0.236
64000000,29,179.583,19.2435,31.4561,0.268
65000000,41,248.891,18.8145,47.026,0.254
66000000,61,363.32,27.9421,61.9875,0.254
67000000,43,255.963,4.38064,35.7778,0.2465
68000000,33,200.87,24.7755,41.8509,0.241
69000000,70,427.768,58.5108,70.8929,0.224
70000000,62,363.698,69.5079,51.1339,0.243
71000000,46,263.627,46.8265,47.5383,0.229
72000000,70,393.416,16.4813,70.9281,0.258
73000000,37,210.85,34.3692,37.9624,0.2255
74000000,42,252.152,4.04362,44.4781,0.2365
75000000,60,365.856,7.82312,51.5139,0.281
76000000,34,200.38,15.7878,30.2454,0.269
77000000,38,224.388,-15.5329,41.387,0.247
78000000,43,260.916,41.9088,50.6488,0.248
79000000,43,258.19,57.8281,54.9802,0.226
80000000,28,160.38,9.11189,29.9778,0.2495
81000000,23,147.083,57.9313,24.7905,0.224
82000000,22,126.335,-5.25329,21.8942,0.2615
83000000,47,280.154,39.7943,42.8277,0.2365
84000000,42,255.818,30.2542,36.4744,0.259
85000000,33,193.173,7.56245,37.4024,0.246
86000000,27,148.572,7.00971,16.5376,0.245
87000000,13,79.1897,9.54736,6.47202,0.238
88000000,38,236.483,-8.45317,34.4675,0.245333
89000000,21,112.978,-6.58682,16.6145,0.25
90000000,42,245.895,29.6287,40.6803,0.2355
91000000,48,292.723,23.1736,51.8722,0.244
92000000,25,148.53,-0.819042,23.6248,0.2535
93000000,33,208.597,22.9267,31.0499,0.2705
94000000,48,295.891,62.2081,53.1874,0.253
95000000,50,286.662,20.2883,54.0026,0.26
96000000,50,299.398,38.8115,40.1503,0.219
97000000,45,274.377,37.4397,50.2803,0.236
98000000,39,232.617,27.3782,37.7159,0.25
99000000,36,216.719,2.0367,38.7422,0.2485
100000000,60,363.981,47.3338,46.5763,0.241
101000000,40,234.569,64.0948,48.9072,0.246
102000000,36,208.097,31.3136,37.8119,0.251333
103000000,27,168.339,17.8281,21.8881,0.248
104000000,31,180.816,31.9816,28.2974,0.261
105000000,26,159.742,28.0583,25.4362,0.2605
106000000,37,216.387,27.489,29.899,0.2355
107000000,28,172.701,6.06802,36.7783,0.233
108000000,30,158.526,20.7725,31.1438,0.263
109000000,51,305.426,60.367,44.6893,0.242
110000000,47,288.403,22.5832,52.4166,0.257
111000000,47,277.546,29.2603,62.3298,0.2395
112000000,33,195.026,25.7828,25.9448,0.2415
113000000,25,155.038,21.6488,24.6782,0.238
114000000,33,201.834,26.7165,43.9079,0.2745
115000000,30,174.66,36.6424,36.38,0.2555
116000000,31,183.067,36.4973,29.2217,0.223
117000000,72,442.324,41.4737,72.2327,0.259
118000000,63,377.671,9.77785,63.4978,0.261
119000000,37,230.504,47.7222,38.1846,0.2085
120000000,74,446.853,4.48969,76.0549,0.271
121000000,57,330.021,12.8629,58.1188,0.277
122000000,53,322.259,38.0397,49.5335,0.2555
123000000,48,294.655,18.982,44.1016,0.248
124000000,39,237.594,44.5658,39.8334,0.2445
125000000,80,482.415,9.22715,92.2161,0.293
126000000,31,183.512,19.545,37.8514,0.234
127000000,51,298.767,57.1686,58.1503,0.231
128000000,41,253.875,43.2656,31.1179,0.258
129000000,22,129.541,14.5404,14.1683,0.25
130000000,52,307.142,26.6536,62.0592,0.273
131000000,37,220.204,-4.60324,35.9088,0.244
132000000,61,382.377,-22.9802,53.0903,0.2745
133000000,31,197.536,38.4399,38.1432,0.223
134000000,41,249.387,16.9179,53.1308,0.2615
135000000,34,203.476,21.2816,37.9295,0.2465
136000000,42,262.166,41.5601,44.5297,0.224
137000000,42,252.477,36.2384,33.9501,0.247
138000000,36,223.419,-3.3715,26.1984,0.2775
139000000,66,388.026,12.2453,53.7748,0.248
140000000,22,134.495,-17.9395,31.2881,0.2465
141000000,26,149.723,5.70146,33.6862,0.251333
142000000,75,446.4,33.9053,78.1656,0.235
143000000,45,263.569,15.0948,43.22,0.261
144000000,46,280.487,-12.6845,38.6162,0.262
145000000,35,211.119,27.0439,39.2507,0.258
146000000,30,183.148,32.4523,26.599,0.247
147000000,49,275.775,68.4326,51.9813,0.222
148000000,29,175.632,50.8388,26.399,0.244
149000000,43,263.223,40.5849,39.8827,0.2515
150000000,29,173.485,-14.4664,25.1554,0.2695
151000000,35,218.581,23.7716,35.1942,0.2505
152000000,28,164.321,16.6737,22.4704,0.223
153000000,36,202.65,69.665,40.1785,0.246
154000000,46,255.971,25.0624,40.0425,0.2325
155000000,76,455.058,38.6249,88.894,0.24
156000000,51,309.896,15.3238,55.5318,0.251
157000000,48,285.601,38.0796,50.9786,0.2485
158000000,62,370.092,-15.5591,55.7829,0.2715
159000000,58,336.745,39.4828,60.7508,0.2555
160000000,24,152.709,23.2231,27.3145,0.2365
161000000,66,404.443,6.99985,64.2114,0.267
162000000,24,136.577,-17.7152,22.7297,0.278
163000000,52,303.46,48.557,55.8636,0.232
164000000,60,366.947,50.6419,49.4536,0.2535
165000000,19,115.612,25.5504,17.3874,0.223333
166000000,51,305.55,26.7425,55.3658,0.267
167000000,24,132.784,-28.8798,18.3421,0.2415
168000000,32,200.033,22.4009,28.6881,0.258
169000000,39,229.471,38.3197,44.5314,0.255
170000000,100,606.722,19.8461,95.7882,0.2545
171000000,49,291.88,20.9753,50.4425,0.2525
172000000,54,332.388,27.8642,52.3997,0.2485
173000000,43,254.824,45.2491,57.1593,0.2525
174000000,54,326.9,11.1767,51.5569,0.263
175000000,38,228.324,39.7788,40.8027,0.241
176000000,29,169.488,13.8501,32.1702,0.231
177000000,44,270.032,87.7418,39.6779,0.227
178000000,41,256.56,76.8063,28.7194,0.213
179000000,49,281.434,31.0094,54.7202,0.253
180000000,20,120.427,26.6961,20.6814,0.244
181000000,41,249.03,21.9156,36.0491,0.28
182000000,38,235.315,33.6034,43.8684,0.23
183000000,54,322.478,3.06746,54.9314,0.25575
184000000,43,253.088,38.8995,44.9919,0.241
185000000,32,196.41,42.0486,32.5631,0.2365
186000000,41,244.791,3.42678,47.7616,0.256
187000000,37,225.176,28.946,39.7656,0.255
188000000,65,394.064,59.7668,57.5251,0.234
189000000,41,248.222,19.661,38.7519,0.235
190000000,61,362.393,43.0743,57.8655,0.2595
191000000,41,250.086,27.6769,43.9011,0.239
192000000,61,354.31,1.09297,63.4111,0.231
193000000,48,287.292,-9.09458,61.1908,0.241
194000000,50,288.151,12.3126,52.5447,0.255
195000000,44,267.857,4.64063,46.8407,0.2415
196000000,54,329.935,-3.41852,41.4808,0.232
197000000,18,102.852,22.165,16.4747,0.2335
198000000,32,195.803,57.5913,31.2138,0.236
199000000,34,203.173,4.95892,34.7191,0.246
200000000,25,150.2,10.2597,37.0389,0.2525
201000000,38,224.313,2.91503,38.1991,0.2495
202000000,25,144.851,-0.769629,24.7312,0.2475
203000000,66,401.768,-2.5332,65.1536,0.275
204000000,58,342.067,35.8043,56.1552,0.2405
205000000,54,340.41,57.4685,63.1998,0.255
206000000,47,289.295,70.6921,43.5119,0.235
207000000,7,39.7453,-11.9091,7.3414,0.2555
208000000,38,224.773,5.85588,39.5605,0.257
209000000,35,211.178,40.3174,35.785,0.223
210000000,20,115.48,-24.655,22.4747,0.2613
211000000,45,277.525,8.34503,57.8493,0.2485
212000000,56,335.152,23.4576,56.7505,0.2545
213000000,29,174.733,-25.1107,26.1809,0.265
214000000,38,223.463,14.616,41.8113,0.256
215000000,49,270.703,0.723473,56.9926,0.277
216000000,31,185.885,-13.8425,32.3221,0.2548
217000000,48,287.317,12.0228,42.2062,0.249
218000000,36,217.195,43.2896,29.3862,0.245
219000000,26,158.968,-8.04593,23.154,0.2575
220000000,41,252.24,-1.74399,41.7716,0.249
221000000,57,330.827,46.4585,54.9129,0.22
222000000,66,403.547,70.0159,66.0181,0.229
223000000,53,324.804,-9.04662,54.8544,0.262
224000000,30,177.405,-5.98862,33.5348,0.2695
225000000,37,219.887,33.5065,38.9333,0.2455
226000000,44,271.298,58.5259,40.7227,0.224
227000000,45,275.707,57.5214,57.5624,0.239
228000000,60,354.308,63.4023,61.4086,0.244
229000000,48,284.181,32.7372,53.7489,0.242
230000000,27,156.333,18.8554,29.4611,0.25825
231000000,17,105.914,22.1837,23.0247,0.247444
232000000,48,281.186,-10.0361,54.9202,0.2575
233000000,42,267.894,37.8192,32.596,0.229
234000000,27,166.237,8.77052,31.1667,0.245
235000000,58,338.524,-1.96104,54.4635,0.265
236000000,53,312.128,-35.3665,51.3008,0.2585
237000000,38,233.399,38.006,35.4259,0.2495
238000000,33,192.593,-4.16855,45.0864,0.2535
239000000,44,256.353,10.1544,51.9125,0.251
240000000,48,271.094,-13.7465,51.9272,0.2295
241000000,55,335.399,34.7345,54.3809,0.249
242000000,30,181.312,49.2355,27.0859,0.248
243000000,55,335.521,25.8019,51.6594,0.281
244000000,33,198.923,1.92186,37.5169,0.2545
245000000,35,210.058,8.94922,40.9447,0.244
246000000,61,366.343,39.5893,74.3301,0.2425
247000000,48,277.154,-3.37905,48.3104,0.261
248000000,28,166.585,29.7988,34.6585,0.234333
249000000,36,215.205,0.539056,37.4932,0.257
