generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.711179,-3194.51,200,0.013422,0
500000,14,88.0437,-2986.37,10.0878,0.00519549,0.365
1000000,9,51.5436,-2995.35,10.3226,0.00420303,0.3585
1500000,10,60.582,-2990.98,13.6305,0.00477926,0.3485
2000000,15,96.9686,-2997.07,16.5001,0.00467319,0.363
2500000,10,58.5596,-2991.41,8.77998,0.00534137,0.333
3000000,8,46.0777,-2997.04,12.5769,0.00403564,0.353
3500000,11,72.0829,-2994.65,11.4678,0.00455401,0.377
4000000,13,78.594,-2990.49,12.2541,0.00486106,0.372
4500000,13,77.3544,-2991.69,8.86388,0.00513236,0.357
5000000,11,67.4259,-3000.51,11.4549,0.00517573,0.36
5500000,10,60.8395,-2995.34,11.4298,0.00485791,0.327
6000000,12,73.6975,-3000.72,12.1651,0.00396702,0.378
6500000,8,47.0799,-3001.63,8.5419,0.0054587,0.34
7000000,9,52.327,-3000.57,14.0251,0.00596685,0.3655
7500000,6,39.0531,-3020.15,5.2052,0.00547501,0.3457
8000000,12,74.284,-2995.9,13.3198,0.00441168,0.408
8500000,8,45.1176,-3002.48,12.4014,0.00438996,0.329
9000000,6,37.0795,-3020.7,10.0899,0.00486901,0.331667
9500000,9,59.208,-2994.44,11.1109,0.00502554,0.346
10000000,11,71.9306,-3004.28,14.3818,0.00494269,0.374
10500000,12,72.8448,-2991.62,10.5685,0.00400023,0.342
11000000,10,60.9762,-2994.45,11.4811,0.00471635,0.329
11500000,9,55.3731,-3005.67,8.97645,0.00379269,0.369667
12000000,8,45.9946,-2994.91,6.79963,0.00488897,0.34
12500000,12,76.7939,-2993.42,13.4372,0.00497684,0.41
13000000,9,56.4915,-2991.45,7.65595,0.00438426,0.329
13500000,11,69.1486,-2997.4,11.2786,0.0056112,0.371
14000000,6,38.6331,-3012.97,5.72423,0.00478719,0.3425
14500000,12,75.0319,-2994.71,10.8938,0.00517432,0.383
15000000,11,64.3897,-2993,15.8858,0.0049793,0.3515
15500000,9,58.8991,-3003.1,5.99365,0.0049864,0.348
16000000,7,43.5277,-2997.89,9.13778,0.00514546,0.36
